,Word,Frequency,Zipf Frequency,Part of Speech,Phonemes,No Stress,Lexicality,Length,Size
695,impression,2.24e-05,4.35,NOUN,"['IH0', 'M', 'P', 'R', 'EH1', 'SH', 'AH0', 'N']","['IH', 'M', 'P', 'R', 'EH', 'SH', 'AH', 'N']",real,8,long
696,indicate,2.24e-05,4.35,VERB,"['IH1', 'N', 'D', 'AH0', 'K', 'EY2', 'T']","['IH', 'N', 'D', 'AH', 'K', 'EY', 'T']",real,7,long
697,movements,2.24e-05,4.35,NOUN,"['M', 'UW1', 'V', 'M', 'AH0', 'N', 'T', 'S']","['M', 'UW', 'V', 'M', 'AH', 'N', 'T', 'S']",real,8,long
698,operated,2.24e-05,4.35,VERB,"['AA1', 'P', 'ER0', 'EY2', 'T', 'AH0', 'D']","['AA', 'P', 'ER', 'EY', 'T', 'AH', 'D']",real,7,long
699,removal,2.24e-05,4.35,NOUN,"['R', 'IH0', 'M', 'UW1', 'V', 'AH0', 'L']","['R', 'IH', 'M', 'UW', 'V', 'AH', 'L']",real,7,long
700,reporter,2.24e-05,4.35,NOUN,"['R', 'IH0', 'P', 'AO1', 'R', 'T', 'ER0']","['R', 'IH', 'P', 'AO', 'R', 'T', 'ER']",real,7,long
701,screaming,2.24e-05,4.35,VERB,"['S', 'K', 'R', 'IY1', 'M', 'IH0', 'NG']","['S', 'K', 'R', 'IY', 'M', 'IH', 'NG']",real,7,long
702,sequence,2.24e-05,4.35,NOUN,"['S', 'IY1', 'K', 'W', 'AH0', 'N', 'S']","['S', 'IY', 'K', 'W', 'AH', 'N', 'S']",real,7,long
703,terrorist,2.24e-05,4.35,NOUN,"['T', 'EH1', 'R', 'ER0', 'IH0', 'S', 'T']","['T', 'EH', 'R', 'ER', 'IH', 'S', 'T']",real,7,long
704,commonwealth,2.19e-05,4.34,NOUN,"['K', 'AA1', 'M', 'AH0', 'N', 'W', 'EH2', 'L', 'TH']","['K', 'AA', 'M', 'AH', 'N', 'W', 'EH', 'L', 'TH']",real,9,long
705,delicious,2.19e-05,4.34,ADJ,"['D', 'IH0', 'L', 'IH1', 'SH', 'AH0', 'S']","['D', 'IH', 'L', 'IH', 'SH', 'AH', 'S']",real,7,long
706,generated,2.19e-05,4.34,VERB,"['JH', 'EH1', 'N', 'ER0', 'EY2', 'T', 'AH0', 'D']","['JH', 'EH', 'N', 'ER', 'EY', 'T', 'AH', 'D']",real,8,long
707,genetic,2.19e-05,4.34,ADJ,"['JH', 'AH0', 'N', 'EH1', 'T', 'IH0', 'K']","['JH', 'AH', 'N', 'EH', 'T', 'IH', 'K']",real,7,long
708,impressed,2.19e-05,4.34,VERB,"['IH0', 'M', 'P', 'R', 'EH1', 'S', 'T']","['IH', 'M', 'P', 'R', 'EH', 'S', 'T']",real,7,long
709,indicated,2.19e-05,4.34,VERB,"['IH1', 'N', 'D', 'AH0', 'K', 'EY2', 'T', 'AH0', 'D']","['IH', 'N', 'D', 'AH', 'K', 'EY', 'T', 'AH', 'D']",real,9,long
710,investors,2.19e-05,4.34,NOUN,"['IH0', 'N', 'V', 'EH1', 'S', 'T', 'ER0', 'Z']","['IH', 'N', 'V', 'EH', 'S', 'T', 'ER', 'Z']",real,8,long
711,involves,2.19e-05,4.34,VERB,"['IH0', 'N', 'V', 'AA1', 'L', 'V', 'Z']","['IH', 'N', 'V', 'AA', 'L', 'V', 'Z']",real,7,long
712,ministers,2.19e-05,4.34,NOUN,"['M', 'IH1', 'N', 'AH0', 'S', 'T', 'ER0', 'Z']","['M', 'IH', 'N', 'AH', 'S', 'T', 'ER', 'Z']",real,8,long
713,monitoring,2.19e-05,4.34,VERB,"['M', 'AA1', 'N', 'AH0', 'T', 'ER0', 'IH0', 'NG']","['M', 'AA', 'N', 'AH', 'T', 'ER', 'IH', 'NG']",real,8,long
714,passengers,2.19e-05,4.34,NOUN,"['P', 'AE1', 'S', 'AH0', 'N', 'JH', 'ER0', 'Z']","['P', 'AE', 'S', 'AH', 'N', 'JH', 'ER', 'Z']",real,8,long
715,photographs,2.19e-05,4.34,NOUN,"['F', 'OW1', 'T', 'AH0', 'G', 'R', 'AE2', 'F', 'S']","['F', 'OW', 'T', 'AH', 'G', 'R', 'AE', 'F', 'S']",real,9,long
716,producers,2.19e-05,4.34,NOUN,"['P', 'R', 'AH0', 'D', 'UW1', 'S', 'ER0', 'Z']","['P', 'R', 'AH', 'D', 'UW', 'S', 'ER', 'Z']",real,8,long
717,progressive,2.19e-05,4.34,ADJ,"['P', 'R', 'AH0', 'G', 'R', 'EH1', 'S', 'IH0', 'V']","['P', 'R', 'AH', 'G', 'R', 'EH', 'S', 'IH', 'V']",real,9,long
718,punishment,2.19e-05,4.34,NOUN,"['P', 'AH1', 'N', 'IH0', 'SH', 'M', 'AH0', 'N', 'T']","['P', 'AH', 'N', 'IH', 'SH', 'M', 'AH', 'N', 'T']",real,9,long
719,rapidly,2.19e-05,4.34,ADV,"['R', 'AE1', 'P', 'AH0', 'D', 'L', 'IY0']","['R', 'AE', 'P', 'AH', 'D', 'L', 'IY']",real,7,long
720,restaurants,2.19e-05,4.34,NOUN,"['R', 'EH1', 'S', 'T', 'ER0', 'AA2', 'N', 'T', 'S']","['R', 'EH', 'S', 'T', 'ER', 'AA', 'N', 'T', 'S']",real,9,long
721,samples,2.19e-05,4.34,NOUN,"['S', 'AE1', 'M', 'P', 'AH0', 'L', 'Z']","['S', 'AE', 'M', 'P', 'AH', 'L', 'Z']",real,7,long
722,upcoming,2.19e-05,4.34,VERB,"['AH1', 'P', 'K', 'AH2', 'M', 'IH0', 'NG']","['AH', 'P', 'K', 'AH', 'M', 'IH', 'NG']",real,7,long
723,veterans,2.19e-05,4.34,NOUN,"['V', 'EH1', 'T', 'ER0', 'AH0', 'N', 'Z']","['V', 'EH', 'T', 'ER', 'AH', 'N', 'Z']",real,7,long
724,computers,2.14e-05,4.33,NOUN,"['K', 'AH0', 'M', 'P', 'Y', 'UW1', 'T', 'ER0', 'Z']","['K', 'AH', 'M', 'P', 'Y', 'UW', 'T', 'ER', 'Z']",real,9,long
725,defending,2.14e-05,4.33,VERB,"['D', 'IH0', 'F', 'EH1', 'N', 'D', 'IH0', 'NG']","['D', 'IH', 'F', 'EH', 'N', 'D', 'IH', 'NG']",real,8,long
726,density,2.14e-05,4.33,NOUN,"['D', 'EH1', 'N', 'S', 'AH0', 'T', 'IY0']","['D', 'EH', 'N', 'S', 'AH', 'T', 'IY']",real,7,long
727,difficulty,2.14e-05,4.33,NOUN,"['D', 'IH1', 'F', 'AH0', 'K', 'AH0', 'L', 'T', 'IY0']","['D', 'IH', 'F', 'AH', 'K', 'AH', 'L', 'T', 'IY']",real,9,long
728,elementary,2.14e-05,4.33,PROPN,"['EH2', 'L', 'AH0', 'M', 'EH1', 'N', 'T', 'R', 'IY0']","['EH', 'L', 'AH', 'M', 'EH', 'N', 'T', 'R', 'IY']",real,9,long
729,expenses,2.14e-05,4.33,NOUN,"['IH0', 'K', 'S', 'P', 'EH1', 'N', 'S', 'AH0', 'Z']","['IH', 'K', 'S', 'P', 'EH', 'N', 'S', 'AH', 'Z']",real,9,long
730,hospitals,2.14e-05,4.33,NOUN,"['HH', 'AA1', 'S', 'P', 'IH2', 'T', 'AH0', 'L', 'Z']","['HH', 'AA', 'S', 'P', 'IH', 'T', 'AH', 'L', 'Z']",real,9,long
731,infection,2.14e-05,4.33,NOUN,"['IH0', 'N', 'F', 'EH1', 'K', 'SH', 'AH0', 'N']","['IH', 'N', 'F', 'EH', 'K', 'SH', 'AH', 'N']",real,8,long
732,intention,2.14e-05,4.33,NOUN,"['IH0', 'N', 'T', 'EH1', 'N', 'CH', 'AH0', 'N']","['IH', 'N', 'T', 'EH', 'N', 'CH', 'AH', 'N']",real,8,long
733,mechanical,2.14e-05,4.33,ADJ,"['M', 'AH0', 'K', 'AE1', 'N', 'IH0', 'K', 'AH0', 'L']","['M', 'AH', 'K', 'AE', 'N', 'IH', 'K', 'AH', 'L']",real,9,long
734,nigeria,2.14e-05,4.33,PROPN,"['N', 'AY0', 'JH', 'IH1', 'R', 'IY0', 'AH0']","['N', 'AY', 'JH', 'IH', 'R', 'IY', 'AH']",real,7,long
735,periods,2.14e-05,4.33,NOUN,"['P', 'IH1', 'R', 'IY0', 'AH0', 'D', 'Z']","['P', 'IH', 'R', 'IY', 'AH', 'D', 'Z']",real,7,long
736,pregnancy,2.14e-05,4.33,NOUN,"['P', 'R', 'EH1', 'G', 'N', 'AH0', 'N', 'S', 'IY0']","['P', 'R', 'EH', 'G', 'N', 'AH', 'N', 'S', 'IY']",real,9,long
737,premium,2.14e-05,4.33,NOUN,"['P', 'R', 'IY1', 'M', 'IY0', 'AH0', 'M']","['P', 'R', 'IY', 'M', 'IY', 'AH', 'M']",real,7,long
738,preparing,2.14e-05,4.33,VERB,"['P', 'R', 'IY0', 'P', 'EH1', 'R', 'IH0', 'NG']","['P', 'R', 'IY', 'P', 'EH', 'R', 'IH', 'NG']",real,8,long
739,pretend,2.14e-05,4.33,VERB,"['P', 'R', 'IY0', 'T', 'EH1', 'N', 'D']","['P', 'R', 'IY', 'T', 'EH', 'N', 'D']",real,7,long
740,prominent,2.14e-05,4.33,ADJ,"['P', 'R', 'AA1', 'M', 'AH0', 'N', 'AH0', 'N', 'T']","['P', 'R', 'AA', 'M', 'AH', 'N', 'AH', 'N', 'T']",real,9,long
741,radical,2.14e-05,4.33,ADJ,"['R', 'AE1', 'D', 'AH0', 'K', 'AH0', 'L']","['R', 'AE', 'D', 'AH', 'K', 'AH', 'L']",real,7,long
742,remembered,2.14e-05,4.33,VERB,"['R', 'IH0', 'M', 'EH1', 'M', 'B', 'ER0', 'D']","['R', 'IH', 'M', 'EH', 'M', 'B', 'ER', 'D']",real,8,long
743,requested,2.14e-05,4.33,VERB,"['R', 'IH0', 'K', 'W', 'EH1', 'S', 'T', 'IH0', 'D']","['R', 'IH', 'K', 'W', 'EH', 'S', 'T', 'IH', 'D']",real,9,long
744,struggling,2.14e-05,4.33,VERB,"['S', 'T', 'R', 'AH1', 'G', 'AH0', 'L', 'IH0', 'NG']","['S', 'T', 'R', 'AH', 'G', 'AH', 'L', 'IH', 'NG']",real,9,long
745,temperatures,2.14e-05,4.33,NOUN,"['T', 'EH1', 'M', 'P', 'R', 'AH0', 'CH', 'ER0', 'Z']","['T', 'EH', 'M', 'P', 'R', 'AH', 'CH', 'ER', 'Z']",real,9,long
746,uniform,2.14e-05,4.33,NOUN,"['Y', 'UW1', 'N', 'AH0', 'F', 'AO2', 'R', 'M']","['Y', 'UW', 'N', 'AH', 'F', 'AO', 'R', 'M']",real,8,long
747,wildlife,2.14e-05,4.33,NOUN,"['W', 'AY1', 'L', 'D', 'L', 'AY2', 'F']","['W', 'AY', 'L', 'D', 'L', 'AY', 'F']",real,7,long
748,aggressive,2.09e-05,4.32,ADJ,"['AH0', 'G', 'R', 'EH1', 'S', 'IH0', 'V']","['AH', 'G', 'R', 'EH', 'S', 'IH', 'V']",real,7,long
749,centuries,2.09e-05,4.32,NOUN,"['S', 'EH1', 'N', 'CH', 'ER0', 'IY0', 'Z']","['S', 'EH', 'N', 'CH', 'ER', 'IY', 'Z']",real,7,long
750,communist,2.09e-05,4.32,ADJ,"['K', 'AA1', 'M', 'Y', 'AH0', 'N', 'AH0', 'S', 'T']","['K', 'AA', 'M', 'Y', 'AH', 'N', 'AH', 'S', 'T']",real,9,long
751,complaint,2.09e-05,4.32,NOUN,"['K', 'AH0', 'M', 'P', 'L', 'EY1', 'N', 'T']","['K', 'AH', 'M', 'P', 'L', 'EY', 'N', 'T']",real,8,long
752,component,2.09e-05,4.32,NOUN,"['K', 'AH0', 'M', 'P', 'OW1', 'N', 'AH0', 'N', 'T']","['K', 'AH', 'M', 'P', 'OW', 'N', 'AH', 'N', 'T']",real,9,long
753,connections,2.09e-05,4.32,NOUN,"['K', 'AH0', 'N', 'EH1', 'K', 'SH', 'AH0', 'N', 'Z']","['K', 'AH', 'N', 'EH', 'K', 'SH', 'AH', 'N', 'Z']",real,9,long
754,desperate,2.09e-05,4.32,ADJ,"['D', 'EH1', 'S', 'P', 'R', 'IH0', 'T']","['D', 'EH', 'S', 'P', 'R', 'IH', 'T']",real,7,long
755,diversity,2.09e-05,4.32,NOUN,"['D', 'IH0', 'V', 'ER1', 'S', 'AH0', 'T', 'IY0']","['D', 'IH', 'V', 'ER', 'S', 'AH', 'T', 'IY']",real,8,long
756,encouraged,2.09e-05,4.32,VERB,"['EH0', 'N', 'K', 'ER1', 'IH0', 'JH', 'D']","['EH', 'N', 'K', 'ER', 'IH', 'JH', 'D']",real,7,long
757,humanity,2.09e-05,4.32,NOUN,"['HH', 'Y', 'UW0', 'M', 'AE1', 'N', 'IH0', 'T', 'IY0']","['HH', 'Y', 'UW', 'M', 'AE', 'N', 'IH', 'T', 'IY']",real,9,long
758,innovation,2.09e-05,4.32,NOUN,"['IH2', 'N', 'AH0', 'V', 'EY1', 'SH', 'AH0', 'N']","['IH', 'N', 'AH', 'V', 'EY', 'SH', 'AH', 'N']",real,8,long
759,occupied,2.09e-05,4.32,VERB,"['AA1', 'K', 'Y', 'AH0', 'P', 'AY2', 'D']","['AA', 'K', 'Y', 'AH', 'P', 'AY', 'D']",real,7,long
760,preparation,2.09e-05,4.32,NOUN,"['P', 'R', 'EH2', 'P', 'ER0', 'EY1', 'SH', 'AH0', 'N']","['P', 'R', 'EH', 'P', 'ER', 'EY', 'SH', 'AH', 'N']",real,9,long
761,releases,2.09e-05,4.32,VERB,"['R', 'IH0', 'L', 'IY1', 'S', 'IH0', 'Z']","['R', 'IH', 'L', 'IY', 'S', 'IH', 'Z']",real,7,long
762,submitted,2.09e-05,4.32,VERB,"['S', 'AH0', 'B', 'M', 'IH1', 'T', 'AH0', 'D']","['S', 'AH', 'B', 'M', 'IH', 'T', 'AH', 'D']",real,8,long
763,sufficient,2.09e-05,4.32,ADJ,"['S', 'AH0', 'F', 'IH1', 'SH', 'AH0', 'N', 'T']","['S', 'AH', 'F', 'IH', 'SH', 'AH', 'N', 'T']",real,8,long
764,suspended,2.09e-05,4.32,VERB,"['S', 'AH0', 'S', 'P', 'EH1', 'N', 'D', 'AH0', 'D']","['S', 'AH', 'S', 'P', 'EH', 'N', 'D', 'AH', 'D']",real,9,long
765,underground,2.09e-05,4.32,ADV,"['AH1', 'N', 'D', 'ER0', 'G', 'R', 'AW2', 'N', 'D']","['AH', 'N', 'D', 'ER', 'G', 'R', 'AW', 'N', 'D']",real,9,long
766,announcement,2.04e-05,4.31,NOUN,"['AH0', 'N', 'AW1', 'N', 'S', 'M', 'AH0', 'N', 'T']","['AH', 'N', 'AW', 'N', 'S', 'M', 'AH', 'N', 'T']",real,9,long
767,attending,2.04e-05,4.31,VERB,"['AH0', 'T', 'EH1', 'N', 'D', 'IH0', 'NG']","['AH', 'T', 'EH', 'N', 'D', 'IH', 'NG']",real,7,long
768,attracted,2.04e-05,4.31,VERB,"['AH0', 'T', 'R', 'AE1', 'K', 'T', 'AH0', 'D']","['AH', 'T', 'R', 'AE', 'K', 'T', 'AH', 'D']",real,8,long
769,categories,2.04e-05,4.31,NOUN,"['K', 'AE1', 'T', 'AH0', 'G', 'AO2', 'R', 'IY0', 'Z']","['K', 'AE', 'T', 'AH', 'G', 'AO', 'R', 'IY', 'Z']",real,9,long
770,concerning,2.04e-05,4.31,VERB,"['K', 'AH0', 'N', 'S', 'ER1', 'N', 'IH0', 'NG']","['K', 'AH', 'N', 'S', 'ER', 'N', 'IH', 'NG']",real,8,long
771,database,2.04e-05,4.31,NOUN,"['D', 'EY1', 'T', 'AH0', 'B', 'EY2', 'S']","['D', 'EY', 'T', 'AH', 'B', 'EY', 'S']",real,7,long
772,disorder,2.04e-05,4.31,NOUN,"['D', 'IH0', 'S', 'AO1', 'R', 'D', 'ER0']","['D', 'IH', 'S', 'AO', 'R', 'D', 'ER']",real,7,long
773,districts,2.04e-05,4.31,NOUN,"['D', 'IH1', 'S', 'T', 'R', 'IH0', 'K', 'T', 'S']","['D', 'IH', 'S', 'T', 'R', 'IH', 'K', 'T', 'S']",real,9,long
774,dynamic,2.04e-05,4.31,ADJ,"['D', 'AY0', 'N', 'AE1', 'M', 'IH0', 'K']","['D', 'AY', 'N', 'AE', 'M', 'IH', 'K']",real,7,long
775,engagement,2.04e-05,4.31,NOUN,"['EH0', 'N', 'G', 'EY1', 'JH', 'M', 'AH0', 'N', 'T']","['EH', 'N', 'G', 'EY', 'JH', 'M', 'AH', 'N', 'T']",real,9,long
776,explore,2.04e-05,4.31,VERB,"['IH0', 'K', 'S', 'P', 'L', 'AO1', 'R']","['IH', 'K', 'S', 'P', 'L', 'AO', 'R']",real,7,long
777,indiana,2.04e-05,4.31,PROPN,"['IH2', 'N', 'D', 'IY0', 'AE1', 'N', 'AH0']","['IH', 'N', 'D', 'IY', 'AE', 'N', 'AH']",real,7,long
778,jonathan,2.04e-05,4.31,PROPN,"['JH', 'AA1', 'N', 'AH0', 'TH', 'AH0', 'N']","['JH', 'AA', 'N', 'AH', 'TH', 'AH', 'N']",real,7,long
779,laboratory,2.04e-05,4.31,NOUN,"['L', 'AE1', 'B', 'R', 'AH0', 'T', 'AO2', 'R', 'IY0']","['L', 'AE', 'B', 'R', 'AH', 'T', 'AO', 'R', 'IY']",real,9,long
780,literary,2.04e-05,4.31,ADJ,"['L', 'IH1', 'T', 'ER0', 'EH2', 'R', 'IY0']","['L', 'IH', 'T', 'ER', 'EH', 'R', 'IY']",real,7,long
781,psychology,2.04e-05,4.31,NOUN,"['S', 'AY0', 'K', 'AA1', 'L', 'AH0', 'JH', 'IY0']","['S', 'AY', 'K', 'AA', 'L', 'AH', 'JH', 'IY']",real,8,long
782,relation,2.04e-05,4.31,NOUN,"['R', 'IY0', 'L', 'EY1', 'SH', 'AH0', 'N']","['R', 'IY', 'L', 'EY', 'SH', 'AH', 'N']",real,7,long
783,secrets,2.04e-05,4.31,NOUN,"['S', 'IY1', 'K', 'R', 'AH0', 'T', 'S']","['S', 'IY', 'K', 'R', 'AH', 'T', 'S']",real,7,long
784,stability,2.04e-05,4.31,NOUN,"['S', 'T', 'AH0', 'B', 'IH1', 'L', 'IH0', 'T', 'IY0']","['S', 'T', 'AH', 'B', 'IH', 'L', 'IH', 'T', 'IY']",real,9,long
785,terminal,2.04e-05,4.31,NOUN,"['T', 'ER1', 'M', 'AH0', 'N', 'AH0', 'L']","['T', 'ER', 'M', 'AH', 'N', 'AH', 'L']",real,7,long
786,unlikely,2.04e-05,4.31,ADJ,"['AH0', 'N', 'L', 'AY1', 'K', 'L', 'IY0']","['AH', 'N', 'L', 'AY', 'K', 'L', 'IY']",real,7,long
787,collective,2e-05,4.3,NOUN,"['K', 'AH0', 'L', 'EH1', 'K', 'T', 'IH0', 'V']","['K', 'AH', 'L', 'EH', 'K', 'T', 'IH', 'V']",real,8,long
788,cooperation,2e-05,4.3,NOUN,"['K', 'OW0', 'AA2', 'P', 'ER0', 'EY1', 'SH', 'AH0', 'N']","['K', 'OW', 'AA', 'P', 'ER', 'EY', 'SH', 'AH', 'N']",real,9,long
789,darkness,2e-05,4.3,NOUN,"['D', 'AA1', 'R', 'K', 'N', 'AH0', 'S']","['D', 'AA', 'R', 'K', 'N', 'AH', 'S']",real,7,long
790,estimates,2e-05,4.3,VERB,"['EH1', 'S', 'T', 'AH0', 'M', 'AH0', 'T', 'S']","['EH', 'S', 'T', 'AH', 'M', 'AH', 'T', 'S']",real,8,long
791,finishing,2e-05,4.3,VERB,"['F', 'IH1', 'N', 'IH0', 'SH', 'IH0', 'NG']","['F', 'IH', 'N', 'IH', 'SH', 'IH', 'NG']",real,7,long
792,hardware,2e-05,4.3,NOUN,"['HH', 'AA1', 'R', 'D', 'W', 'EH2', 'R']","['HH', 'AA', 'R', 'D', 'W', 'EH', 'R']",real,7,long
793,physically,2e-05,4.3,ADV,"['F', 'IH1', 'Z', 'IH0', 'K', 'AH0', 'L', 'IY0']","['F', 'IH', 'Z', 'IH', 'K', 'AH', 'L', 'IY']",real,8,long
794,protecting,2e-05,4.3,VERB,"['P', 'R', 'AH0', 'T', 'EH1', 'K', 'T', 'IH0', 'NG']","['P', 'R', 'AH', 'T', 'EH', 'K', 'T', 'IH', 'NG']",real,9,long
795,separated,2e-05,4.3,VERB,"['S', 'EH1', 'P', 'ER0', 'EY2', 'T', 'AH0', 'D']","['S', 'EH', 'P', 'ER', 'EY', 'T', 'AH', 'D']",real,8,long
796,similarly,2e-05,4.3,ADV,"['S', 'IH1', 'M', 'AH0', 'L', 'ER0', 'L', 'IY0']","['S', 'IH', 'M', 'AH', 'L', 'ER', 'L', 'IY']",real,8,long
797,talented,2e-05,4.3,ADJ,"['T', 'AE1', 'L', 'AH0', 'N', 'T', 'AH0', 'D']","['T', 'AE', 'L', 'AH', 'N', 'T', 'AH', 'D']",real,8,long
798,accounting,1.95e-05,4.29,VERB,"['AH0', 'K', 'AW1', 'N', 'T', 'IH0', 'NG']","['AH', 'K', 'AW', 'N', 'T', 'IH', 'NG']",real,7,long
799,celebrity,1.95e-05,4.29,NOUN,"['S', 'AH0', 'L', 'EH1', 'B', 'R', 'IH0', 'T', 'IY0']","['S', 'AH', 'L', 'EH', 'B', 'R', 'IH', 'T', 'IY']",real,9,long
800,certificate,1.95e-05,4.29,NOUN,"['S', 'ER0', 'T', 'IH1', 'F', 'IH0', 'K', 'EY2', 'T']","['S', 'ER', 'T', 'IH', 'F', 'IH', 'K', 'EY', 'T']",real,9,long
801,disabled,1.95e-05,4.29,ADJ,"['D', 'IH0', 'S', 'EY1', 'B', 'AH0', 'L', 'D']","['D', 'IH', 'S', 'EY', 'B', 'AH', 'L', 'D']",real,8,long
802,educated,1.95e-05,4.29,VERB,"['EH1', 'JH', 'AH0', 'K', 'EY2', 'T', 'AH0', 'D']","['EH', 'JH', 'AH', 'K', 'EY', 'T', 'AH', 'D']",real,8,long
803,eligible,1.95e-05,4.29,ADJ,"['EH1', 'L', 'AH0', 'JH', 'AH0', 'B', 'AH0', 'L']","['EH', 'L', 'AH', 'JH', 'AH', 'B', 'AH', 'L']",real,8,long
804,existed,1.95e-05,4.29,VERB,"['IH0', 'G', 'Z', 'IH1', 'S', 'T', 'AH0', 'D']","['IH', 'G', 'Z', 'IH', 'S', 'T', 'AH', 'D']",real,8,long
805,framework,1.95e-05,4.29,NOUN,"['F', 'R', 'EY1', 'M', 'W', 'ER2', 'K']","['F', 'R', 'EY', 'M', 'W', 'ER', 'K']",real,7,long
806,generations,1.95e-05,4.29,NOUN,"['JH', 'EH2', 'N', 'ER0', 'EY1', 'SH', 'AH0', 'N', 'Z']","['JH', 'EH', 'N', 'ER', 'EY', 'SH', 'AH', 'N', 'Z']",real,9,long
807,guaranteed,1.95e-05,4.29,VERB,"['G', 'EH2', 'R', 'AH0', 'N', 'T', 'IY1', 'D']","['G', 'EH', 'R', 'AH', 'N', 'T', 'IY', 'D']",real,8,long
808,interaction,1.95e-05,4.29,NOUN,"['IH2', 'N', 'T', 'ER0', 'AE1', 'K', 'SH', 'AH0', 'N']","['IH', 'N', 'T', 'ER', 'AE', 'K', 'SH', 'AH', 'N']",real,9,long
809,journalists,1.95e-05,4.29,NOUN,"['JH', 'ER1', 'N', 'AH0', 'L', 'AH0', 'S', 'T', 'S']","['JH', 'ER', 'N', 'AH', 'L', 'AH', 'S', 'T', 'S']",real,9,long
810,lifestyle,1.95e-05,4.29,NOUN,"['L', 'AY1', 'F', 'S', 'T', 'AY2', 'L']","['L', 'AY', 'F', 'S', 'T', 'AY', 'L']",real,7,long
811,philippines,1.95e-05,4.29,PROPN,"['F', 'IH1', 'L', 'AH0', 'P', 'IY2', 'N', 'Z']","['F', 'IH', 'L', 'AH', 'P', 'IY', 'N', 'Z']",real,8,long
812,regarded,1.95e-05,4.29,VERB,"['R', 'AH0', 'G', 'AA1', 'R', 'D', 'AH0', 'D']","['R', 'AH', 'G', 'AA', 'R', 'D', 'AH', 'D']",real,8,long
813,reliable,1.95e-05,4.29,ADJ,"['R', 'IH0', 'L', 'AY1', 'AH0', 'B', 'AH0', 'L']","['R', 'IH', 'L', 'AY', 'AH', 'B', 'AH', 'L']",real,8,long
814,responses,1.95e-05,4.29,NOUN,"['R', 'IH0', 'S', 'P', 'AA1', 'N', 'S', 'IH0', 'Z']","['R', 'IH', 'S', 'P', 'AA', 'N', 'S', 'IH', 'Z']",real,9,long
815,strategies,1.95e-05,4.29,NOUN,"['S', 'T', 'R', 'AE1', 'T', 'AH0', 'JH', 'IY0', 'Z']","['S', 'T', 'R', 'AE', 'T', 'AH', 'JH', 'IY', 'Z']",real,9,long
816,targets,1.95e-05,4.29,NOUN,"['T', 'AA1', 'R', 'G', 'AH0', 'T', 'S']","['T', 'AA', 'R', 'G', 'AH', 'T', 'S']",real,7,long
817,volunteers,1.95e-05,4.29,NOUN,"['V', 'AA2', 'L', 'AH0', 'N', 'T', 'IH1', 'R', 'Z']","['V', 'AA', 'L', 'AH', 'N', 'T', 'IH', 'R', 'Z']",real,9,long
818,witnesses,1.95e-05,4.29,NOUN,"['W', 'IH1', 'T', 'N', 'AH0', 'S', 'AH0', 'Z']","['W', 'IH', 'T', 'N', 'AH', 'S', 'AH', 'Z']",real,8,long
819,dependent,1.91e-05,4.28,ADJ,"['D', 'IH0', 'P', 'EH1', 'N', 'D', 'AH0', 'N', 'T']","['D', 'IH', 'P', 'EH', 'N', 'D', 'AH', 'N', 'T']",real,9,long
820,discussions,1.91e-05,4.28,NOUN,"['D', 'IH0', 'S', 'K', 'AH1', 'SH', 'AH0', 'N', 'Z']","['D', 'IH', 'S', 'K', 'AH', 'SH', 'AH', 'N', 'Z']",real,9,long
821,expanded,1.91e-05,4.28,VERB,"['IH0', 'K', 'S', 'P', 'AE1', 'N', 'D', 'AH0', 'D']","['IH', 'K', 'S', 'P', 'AE', 'N', 'D', 'AH', 'D']",real,9,long
822,judgment,1.91e-05,4.28,NOUN,"['JH', 'AH1', 'JH', 'M', 'AH0', 'N', 'T']","['JH', 'AH', 'JH', 'M', 'AH', 'N', 'T']",real,7,long
823,netherlands,1.91e-05,4.28,PROPN,"['N', 'EH1', 'DH', 'ER0', 'L', 'AH0', 'N', 'D', 'Z']","['N', 'EH', 'DH', 'ER', 'L', 'AH', 'N', 'D', 'Z']",real,9,long
824,photographer,1.91e-05,4.28,NOUN,"['F', 'AH0', 'T', 'AA1', 'G', 'R', 'AH0', 'F', 'ER0']","['F', 'AH', 'T', 'AA', 'G', 'R', 'AH', 'F', 'ER']",real,9,long
825,prevention,1.91e-05,4.28,NOUN,"['P', 'R', 'IY0', 'V', 'EH1', 'N', 'SH', 'AH0', 'N']","['P', 'R', 'IY', 'V', 'EH', 'N', 'SH', 'AH', 'N']",real,9,long
826,printing,1.91e-05,4.28,VERB,"['P', 'R', 'IH1', 'N', 'T', 'IH0', 'NG']","['P', 'R', 'IH', 'N', 'T', 'IH', 'NG']",real,7,long
827,promoting,1.91e-05,4.28,VERB,"['P', 'R', 'AH0', 'M', 'OW1', 'T', 'IH0', 'NG']","['P', 'R', 'AH', 'M', 'OW', 'T', 'IH', 'NG']",real,8,long
828,publicly,1.91e-05,4.28,ADV,"['P', 'AH1', 'B', 'L', 'IH0', 'K', 'L', 'IY0']","['P', 'AH', 'B', 'L', 'IH', 'K', 'L', 'IY']",real,8,long
829,repeated,1.91e-05,4.28,VERB,"['R', 'IH0', 'P', 'IY1', 'T', 'IH0', 'D']","['R', 'IH', 'P', 'IY', 'T', 'IH', 'D']",real,7,long
