,Phonemes,No_Stress,Sonority,Type,Length,Prediction,Edit_Distance,Insertions,Deletions,Substitutions,Error_Indices
1736,"['K', 'V', 'AE']","['K', 'V', 'AE']",1,CCV,3,"['K', 'AE', 'V']",2,1,1,0,"[2, 3]"
1737,"['AE', 'K', 'V']","['AE', 'K', 'V']",-1,VCC,3,"['AE', 'V', '<EOS>']",2,0,0,2,"[2, 3]"
1738,"['K', 'V', 'AW']","['K', 'V', 'AW']",1,CCV,3,"['K', 'V', '<EOS>']",1,0,0,1,[3]
1739,"['AW', 'K', 'V']","['AW', 'K', 'V']",-1,VCC,3,"['AW', 'K', '<EOS>']",1,0,0,1,[3]
1740,"['K', 'DH', 'AH']","['K', 'DH', 'AH']",1,CCV,3,"['K', 'DH', '<EOS>']",1,0,0,1,[3]
1741,"['AH', 'K', 'DH']","['AH', 'K', 'DH']",-1,VCC,3,"['AH', 'DH', '<EOS>']",2,0,0,2,"[2, 3]"
1742,"['K', 'DH', 'OY']","['K', 'DH', 'OY']",1,CCV,3,"['K', 'DH', '<EOS>']",1,0,0,1,[3]
1743,"['OY', 'K', 'DH']","['OY', 'K', 'DH']",-1,VCC,3,"['SH', 'UW', 'DH']",2,0,0,2,"[1, 2]"
1744,"['K', 'DH', 'AA']","['K', 'DH', 'AA']",1,CCV,3,"['K', 'DH', '<EOS>']",1,0,0,1,[3]
1745,"['AA', 'K', 'DH']","['AA', 'K', 'DH']",-1,VCC,3,"['K', 'DH', '<EOS>']",2,1,1,0,"[1, 2, 3]"
1746,"['K', 'DH', 'AY']","['K', 'DH', 'AY']",1,CCV,3,"['K', 'DH', '<EOS>']",1,0,0,1,[3]
1747,"['AY', 'K', 'DH']","['AY', 'K', 'DH']",-1,VCC,3,"['AY', 'K', '<EOS>']",1,0,0,1,[3]
1748,"['K', 'DH', 'ER']","['K', 'DH', 'ER']",1,CCV,3,"['K', 'DH', 'ER']",0,0,0,0,[]
1749,"['ER', 'K', 'DH']","['ER', 'K', 'DH']",-1,VCC,3,"['ER', 'K', 'DH']",0,0,0,0,[]
1750,"['K', 'DH', 'AO']","['K', 'DH', 'AO']",1,CCV,3,"['K', 'DH', 'AO']",0,0,0,0,[]
1751,"['AO', 'K', 'DH']","['AO', 'K', 'DH']",-1,VCC,3,"['K', 'DH', '<EOS>']",2,1,1,0,"[1, 2, 3]"
1752,"['K', 'DH', 'UW']","['K', 'DH', 'UW']",1,CCV,3,"['K', 'DH', '<EOS>']",1,0,0,1,[3]
1753,"['UW', 'K', 'DH']","['UW', 'K', 'DH']",-1,VCC,3,"['UW', 'DH', '<EOS>']",2,0,0,2,"[2, 3]"
1754,"['K', 'DH', 'IH']","['K', 'DH', 'IH']",1,CCV,3,"['K', 'DH', '<EOS>']",1,0,0,1,[3]
1755,"['IH', 'K', 'DH']","['IH', 'K', 'DH']",-1,VCC,3,"['IH', 'DH', '<EOS>']",2,0,0,2,"[2, 3]"
1756,"['K', 'DH', 'EH']","['K', 'DH', 'EH']",1,CCV,3,"['K', 'DH', '<EOS>']",1,0,0,1,[3]
1757,"['EH', 'K', 'DH']","['EH', 'K', 'DH']",-1,VCC,3,"['EH', 'DH', '<EOS>']",2,0,0,2,"[2, 3]"
1758,"['K', 'DH', 'UH']","['K', 'DH', 'UH']",1,CCV,3,"['K', 'DH', '<EOS>']",1,0,0,1,[3]
1759,"['UH', 'K', 'DH']","['UH', 'K', 'DH']",-1,VCC,3,"['K', 'UH', 'DH']",2,1,1,0,"[1, 2]"
1760,"['K', 'DH', 'IY']","['K', 'DH', 'IY']",1,CCV,3,"['K', 'DH', '<EOS>']",1,0,0,1,[3]
1761,"['IY', 'K', 'DH']","['IY', 'K', 'DH']",-1,VCC,3,"['K', 'DH', '<EOS>']",2,1,1,0,"[1, 2, 3]"
1762,"['K', 'DH', 'EY']","['K', 'DH', 'EY']",1,CCV,3,"['K', 'DH', '<EOS>']",1,0,0,1,[3]
1763,"['EY', 'K', 'DH']","['EY', 'K', 'DH']",-1,VCC,3,"['K', 'DH', '<EOS>']",2,1,1,0,"[1, 2, 3]"
1764,"['K', 'DH', 'OW']","['K', 'DH', 'OW']",1,CCV,3,"['K', 'DH', '<EOS>']",1,0,0,1,[3]
1765,"['OW', 'K', 'DH']","['OW', 'K', 'DH']",-1,VCC,3,"['OW', 'K', 'DH']",0,0,0,0,[]
1766,"['K', 'DH', 'AE']","['K', 'DH', 'AE']",1,CCV,3,"['K', 'DH', '<EOS>']",1,0,0,1,[3]
1767,"['AE', 'K', 'DH']","['AE', 'K', 'DH']",-1,VCC,3,"['AE', 'K', 'DH']",0,0,0,0,[]
1768,"['K', 'DH', 'AW']","['K', 'DH', 'AW']",1,CCV,3,"['K', 'DH', '<EOS>']",1,0,0,1,[3]
1769,"['AW', 'K', 'DH']","['AW', 'K', 'DH']",-1,VCC,3,"['AW', 'DH', '<EOS>']",2,0,0,2,"[2, 3]"
1770,"['K', 'HH', 'AH']","['K', 'HH', 'AH']",1,CCV,3,"['K', 'HH', '<EOS>']",1,0,0,1,[3]
1771,"['AH', 'K', 'HH']","['AH', 'K', 'HH']",-1,VCC,3,"['AH', 'K', '<EOS>']",1,0,0,1,[3]
1772,"['K', 'HH', 'OY']","['K', 'HH', 'OY']",1,CCV,3,"['HH', 'K', '<EOS>']",3,1,1,1,"[1, 2, 3]"
1773,"['OY', 'K', 'HH']","['OY', 'K', 'HH']",-1,VCC,3,"['OY', 'K', '<EOS>']",1,0,0,1,[3]
1774,"['K', 'HH', 'AA']","['K', 'HH', 'AA']",1,CCV,3,"['K', 'HH', '<EOS>']",1,0,0,1,[3]
1775,"['AA', 'K', 'HH']","['AA', 'K', 'HH']",-1,VCC,3,"['AA', 'K', '<EOS>']",1,0,0,1,[3]
1776,"['K', 'HH', 'AY']","['K', 'HH', 'AY']",1,CCV,3,"['HH', 'AY', '<EOS>']",2,1,1,0,"[1, 2, 3]"
1777,"['AY', 'K', 'HH']","['AY', 'K', 'HH']",-1,VCC,3,"['AY', 'K', '<EOS>']",1,0,0,1,[3]
1778,"['K', 'HH', 'ER']","['K', 'HH', 'ER']",1,CCV,3,"['HH', 'ER', '<EOS>']",2,1,1,0,"[1, 2, 3]"
1779,"['ER', 'K', 'HH']","['ER', 'K', 'HH']",-1,VCC,3,"['ER', 'K', '<EOS>']",1,0,0,1,[3]
1780,"['K', 'HH', 'AO']","['K', 'HH', 'AO']",1,CCV,3,"['K', 'HH', 'AO']",0,0,0,0,[]
1781,"['AO', 'K', 'HH']","['AO', 'K', 'HH']",-1,VCC,3,"['AO', 'K', 'HH']",0,0,0,0,[]
1782,"['K', 'HH', 'UW']","['K', 'HH', 'UW']",1,CCV,3,"['K', 'HH', '<EOS>']",1,0,0,1,[3]
1783,"['UW', 'K', 'HH']","['UW', 'K', 'HH']",-1,VCC,3,"['UW', 'K', '<EOS>']",1,0,0,1,[3]
1784,"['K', 'HH', 'IH']","['K', 'HH', 'IH']",1,CCV,3,"['HH', 'K', '<EOS>']",3,1,1,1,"[1, 2, 3]"
1785,"['IH', 'K', 'HH']","['IH', 'K', 'HH']",-1,VCC,3,"['IH', 'K', '<EOS>']",1,0,0,1,[3]
1786,"['K', 'HH', 'EH']","['K', 'HH', 'EH']",1,CCV,3,"['HH', 'EH', '<EOS>']",2,1,1,0,"[1, 2, 3]"
1787,"['EH', 'K', 'HH']","['EH', 'K', 'HH']",-1,VCC,3,"['EH', 'K', '<EOS>']",1,0,0,1,[3]
1788,"['K', 'HH', 'UH']","['K', 'HH', 'UH']",1,CCV,3,"['K', 'UH', '<EOS>']",2,0,0,2,"[2, 3]"
1789,"['UH', 'K', 'HH']","['UH', 'K', 'HH']",-1,VCC,3,"['UH', 'K', '<EOS>']",1,0,0,1,[3]
1790,"['K', 'HH', 'IY']","['K', 'HH', 'IY']",1,CCV,3,"['HH', 'K', '<EOS>']",3,1,1,1,"[1, 2, 3]"
1791,"['IY', 'K', 'HH']","['IY', 'K', 'HH']",-1,VCC,3,"['EH', 'K', '<EOS>']",2,0,0,2,"[1, 3]"
1792,"['K', 'HH', 'EY']","['K', 'HH', 'EY']",1,CCV,3,"['K', 'EY', 'HH']",2,1,1,0,"[2, 3]"
1793,"['EY', 'K', 'HH']","['EY', 'K', 'HH']",-1,VCC,3,"['EY', 'K', '<EOS>']",1,0,0,1,[3]
1794,"['K', 'HH', 'OW']","['K', 'HH', 'OW']",1,CCV,3,"['HH', 'OW', '<EOS>']",2,1,1,0,"[1, 2, 3]"
1795,"['OW', 'K', 'HH']","['OW', 'K', 'HH']",-1,VCC,3,"['OW', 'K', '<EOS>']",1,0,0,1,[3]
1796,"['K', 'HH', 'AE']","['K', 'HH', 'AE']",1,CCV,3,"['K', 'HH', '<EOS>']",1,0,0,1,[3]
1797,"['AE', 'K', 'HH']","['AE', 'K', 'HH']",-1,VCC,3,"['AE', 'K', 'HH']",0,0,0,0,[]
1798,"['K', 'HH', 'AW']","['K', 'HH', 'AW']",1,CCV,3,"['K', 'HH', 'AW']",0,0,0,0,[]
1799,"['AW', 'K', 'HH']","['AW', 'K', 'HH']",-1,VCC,3,"['K', 'HH', '<EOS>']",2,1,1,0,"[1, 2, 3]"
1800,"['K', 'CH', 'AH']","['K', 'CH', 'AH']",2,CCV,3,"['K', 'CH', '<EOS>']",1,0,0,1,[3]
1801,"['AH', 'K', 'CH']","['AH', 'K', 'CH']",-2,VCC,3,"['AH', 'K', 'CH']",0,0,0,0,[]
1802,"['K', 'CH', 'OY']","['K', 'CH', 'OY']",2,CCV,3,"['K', 'R', '<EOS>']",2,0,0,2,"[2, 3]"
1803,"['OY', 'K', 'CH']","['OY', 'K', 'CH']",-2,VCC,3,"['AH', 'K', 'CH']",1,0,0,1,[1]
1804,"['K', 'CH', 'AA']","['K', 'CH', 'AA']",2,CCV,3,"['K', 'CH', '<EOS>']",1,0,0,1,[3]
1805,"['AA', 'K', 'CH']","['AA', 'K', 'CH']",-2,VCC,3,"['AA', 'K', 'CH']",0,0,0,0,[]
1806,"['K', 'CH', 'AY']","['K', 'CH', 'AY']",2,CCV,3,"['K', 'R', '<EOS>']",2,0,0,2,"[2, 3]"
1807,"['AY', 'K', 'CH']","['AY', 'K', 'CH']",-2,VCC,3,"['AY', 'K', '<EOS>']",1,0,0,1,[3]
1808,"['K', 'CH', 'ER']","['K', 'CH', 'ER']",2,CCV,3,"['K', 'CH', '<EOS>']",1,0,0,1,[3]
1809,"['ER', 'K', 'CH']","['ER', 'K', 'CH']",-2,VCC,3,"['ER', 'K', '<EOS>']",1,0,0,1,[3]
1810,"['K', 'CH', 'AO']","['K', 'CH', 'AO']",2,CCV,3,"['K', 'CH', '<EOS>']",1,0,0,1,[3]
1811,"['AO', 'K', 'CH']","['AO', 'K', 'CH']",-2,VCC,3,"['AO', 'K', 'CH']",0,0,0,0,[]
1812,"['K', 'CH', 'UW']","['K', 'CH', 'UW']",2,CCV,3,"['K', 'CH', '<EOS>']",1,0,0,1,[3]
1813,"['UW', 'K', 'CH']","['UW', 'K', 'CH']",-2,VCC,3,"['UW', 'K', '<EOS>']",1,0,0,1,[3]
1814,"['K', 'CH', 'IH']","['K', 'CH', 'IH']",2,CCV,3,"['K', 'R', '<EOS>']",2,0,0,2,"[2, 3]"
1815,"['IH', 'K', 'CH']","['IH', 'K', 'CH']",-2,VCC,3,"['IH', 'K', 'CH']",0,0,0,0,[]
1816,"['K', 'CH', 'EH']","['K', 'CH', 'EH']",2,CCV,3,"['K', 'CH', '<EOS>']",1,0,0,1,[3]
1817,"['EH', 'K', 'CH']","['EH', 'K', 'CH']",-2,VCC,3,"['EH', 'K', 'CH']",0,0,0,0,[]
1818,"['K', 'CH', 'UH']","['K', 'CH', 'UH']",2,CCV,3,"['K', 'UH', '<EOS>']",2,0,0,2,"[2, 3]"
1819,"['UH', 'K', 'CH']","['UH', 'K', 'CH']",-2,VCC,3,"['UH', 'K', '<EOS>']",1,0,0,1,[3]
1820,"['K', 'CH', 'IY']","['K', 'CH', 'IY']",2,CCV,3,"['K', 'CH', '<EOS>']",1,0,0,1,[3]
1821,"['IY', 'K', 'CH']","['IY', 'K', 'CH']",-2,VCC,3,"['IY', 'K', 'CH']",0,0,0,0,[]
1822,"['K', 'CH', 'EY']","['K', 'CH', 'EY']",2,CCV,3,"['K', 'EY', '<EOS>']",2,0,0,2,"[2, 3]"
1823,"['EY', 'K', 'CH']","['EY', 'K', 'CH']",-2,VCC,3,"['AH', 'K', 'CH']",1,0,0,1,[1]
1824,"['K', 'CH', 'OW']","['K', 'CH', 'OW']",2,CCV,3,"['K', 'OW', '<EOS>']",2,0,0,2,"[2, 3]"
1825,"['OW', 'K', 'CH']","['OW', 'K', 'CH']",-2,VCC,3,"['OW', 'K', 'CH']",0,0,0,0,[]
1826,"['K', 'CH', 'AE']","['K', 'CH', 'AE']",2,CCV,3,"['K', 'AE', 'CH']",2,1,1,0,"[2, 3]"
1827,"['AE', 'K', 'CH']","['AE', 'K', 'CH']",-2,VCC,3,"['AE', 'K', 'CH']",0,0,0,0,[]
1828,"['K', 'CH', 'AW']","['K', 'CH', 'AW']",2,CCV,3,"['K', 'R', '<EOS>']",2,0,0,2,"[2, 3]"
1829,"['AW', 'K', 'CH']","['AW', 'K', 'CH']",-2,VCC,3,"['K', 'F', '<EOS>']",3,0,0,3,"[1, 2, 3]"
1830,"['K', 'JH', 'AH']","['K', 'JH', 'AH']",2,CCV,3,"['K', 'AH', '<EOS>']",2,0,0,2,"[2, 3]"
1831,"['AH', 'K', 'JH']","['AH', 'K', 'JH']",-2,VCC,3,"['AH', 'K', '<EOS>']",1,0,0,1,[3]
1832,"['K', 'JH', 'OY']","['K', 'JH', 'OY']",2,CCV,3,"['K', 'OY', '<EOS>']",2,0,0,2,"[2, 3]"
1833,"['OY', 'K', 'JH']","['OY', 'K', 'JH']",-2,VCC,3,"['OY', 'K', '<EOS>']",1,0,0,1,[3]
1834,"['K', 'JH', 'AA']","['K', 'JH', 'AA']",2,CCV,3,"['K', 'AA', '<EOS>']",2,0,0,2,"[2, 3]"
1835,"['AA', 'K', 'JH']","['AA', 'K', 'JH']",-2,VCC,3,"['AA', 'K', '<EOS>']",1,0,0,1,[3]
1836,"['K', 'JH', 'AY']","['K', 'JH', 'AY']",2,CCV,3,"['K', 'AY', '<EOS>']",2,0,0,2,"[2, 3]"
1837,"['AY', 'K', 'JH']","['AY', 'K', 'JH']",-2,VCC,3,"['AY', 'K', '<EOS>']",1,0,0,1,[3]
1838,"['K', 'JH', 'ER']","['K', 'JH', 'ER']",2,CCV,3,"['K', 'ER', '<EOS>']",2,0,0,2,"[2, 3]"
1839,"['ER', 'K', 'JH']","['ER', 'K', 'JH']",-2,VCC,3,"['ER', 'K', '<EOS>']",1,0,0,1,[3]
1840,"['K', 'JH', 'AO']","['K', 'JH', 'AO']",2,CCV,3,"['K', 'AO', '<EOS>']",2,0,0,2,"[2, 3]"
1841,"['AO', 'K', 'JH']","['AO', 'K', 'JH']",-2,VCC,3,"['AO', 'K', '<EOS>']",1,0,0,1,[3]
1842,"['K', 'JH', 'UW']","['K', 'JH', 'UW']",2,CCV,3,"['K', 'UW', '<EOS>']",2,0,0,2,"[2, 3]"
1843,"['UW', 'K', 'JH']","['UW', 'K', 'JH']",-2,VCC,3,"['UW', 'K', '<EOS>']",1,0,0,1,[3]
1844,"['K', 'JH', 'IH']","['K', 'JH', 'IH']",2,CCV,3,"['K', 'IH', '<EOS>']",2,0,0,2,"[2, 3]"
1845,"['IH', 'K', 'JH']","['IH', 'K', 'JH']",-2,VCC,3,"['IH', 'K', '<EOS>']",1,0,0,1,[3]
1846,"['K', 'JH', 'EH']","['K', 'JH', 'EH']",2,CCV,3,"['K', 'EH', 'JH']",2,1,1,0,"[2, 3]"
1847,"['EH', 'K', 'JH']","['EH', 'K', 'JH']",-2,VCC,3,"['EH', 'K', '<EOS>']",1,0,0,1,[3]
1848,"['K', 'JH', 'UH']","['K', 'JH', 'UH']",2,CCV,3,"['K', 'UH', 'JH']",2,1,1,0,"[2, 3]"
1849,"['UH', 'K', 'JH']","['UH', 'K', 'JH']",-2,VCC,3,"['UH', 'K', '<EOS>']",1,0,0,1,[3]
1850,"['K', 'JH', 'IY']","['K', 'JH', 'IY']",2,CCV,3,"['K', 'IY', '<EOS>']",2,0,0,2,"[2, 3]"
1851,"['IY', 'K', 'JH']","['IY', 'K', 'JH']",-2,VCC,3,"['IY', 'K', '<EOS>']",1,0,0,1,[3]
1852,"['K', 'JH', 'EY']","['K', 'JH', 'EY']",2,CCV,3,"['K', 'EY', 'JH']",2,1,1,0,"[2, 3]"
1853,"['EY', 'K', 'JH']","['EY', 'K', 'JH']",-2,VCC,3,"['EY', 'K', '<EOS>']",1,0,0,1,[3]
1854,"['K', 'JH', 'OW']","['K', 'JH', 'OW']",2,CCV,3,"['K', 'OW', '<EOS>']",2,0,0,2,"[2, 3]"
1855,"['OW', 'K', 'JH']","['OW', 'K', 'JH']",-2,VCC,3,"['OW', 'K', '<EOS>']",1,0,0,1,[3]
1856,"['K', 'JH', 'AE']","['K', 'JH', 'AE']",2,CCV,3,"['K', 'AE', 'JH']",2,1,1,0,"[2, 3]"
1857,"['AE', 'K', 'JH']","['AE', 'K', 'JH']",-2,VCC,3,"['AE', 'K', '<EOS>']",1,0,0,1,[3]
1858,"['K', 'JH', 'AW']","['K', 'JH', 'AW']",2,CCV,3,"['K', 'AW', '<EOS>']",2,0,0,2,"[2, 3]"
1859,"['AW', 'K', 'JH']","['AW', 'K', 'JH']",-2,VCC,3,"['AW', 'K', '<EOS>']",1,0,0,1,[3]
1860,"['K', 'M', 'AH']","['K', 'M', 'AH']",3,CCV,3,"['K', 'M', '<EOS>']",1,0,0,1,[3]
1861,"['AH', 'K', 'M']","['AH', 'K', 'M']",-3,VCC,3,"['AH', 'K', '<EOS>']",1,0,0,1,[3]
1862,"['K', 'M', 'OY']","['K', 'M', 'OY']",3,CCV,3,"['K', 'OY', '<EOS>']",2,0,0,2,"[2, 3]"
1863,"['OY', 'K', 'M']","['OY', 'K', 'M']",-3,VCC,3,"['EH', 'M', '<EOS>']",3,0,0,3,"[1, 2, 3]"
1864,"['K', 'M', 'AA']","['K', 'M', 'AA']",3,CCV,3,"['K', 'AA', '<EOS>']",2,0,0,2,"[2, 3]"
1865,"['AA', 'K', 'M']","['AA', 'K', 'M']",-3,VCC,3,"['AA', 'K', '<EOS>']",1,0,0,1,[3]
1866,"['K', 'M', 'AY']","['K', 'M', 'AY']",3,CCV,3,"['K', 'M', '<EOS>']",1,0,0,1,[3]
1867,"['AY', 'K', 'M']","['AY', 'K', 'M']",-3,VCC,3,"['EH', 'K', '<EOS>']",2,0,0,2,"[1, 3]"
1868,"['K', 'M', 'ER']","['K', 'M', 'ER']",3,CCV,3,"['K', 'ER', '<EOS>']",2,0,0,2,"[2, 3]"
1869,"['ER', 'K', 'M']","['ER', 'K', 'M']",-3,VCC,3,"['ER', 'K', '<EOS>']",1,0,0,1,[3]
1870,"['K', 'M', 'AO']","['K', 'M', 'AO']",3,CCV,3,"['K', 'AO', '<EOS>']",2,0,0,2,"[2, 3]"
1871,"['AO', 'K', 'M']","['AO', 'K', 'M']",-3,VCC,3,"['K', 'AH', 'M']",2,0,0,2,"[1, 2]"
1872,"['K', 'M', 'UW']","['K', 'M', 'UW']",3,CCV,3,"['K', 'UW', '<EOS>']",2,0,0,2,"[2, 3]"
1873,"['UW', 'K', 'M']","['UW', 'K', 'M']",-3,VCC,3,"['UW', 'K', '<EOS>']",1,0,0,1,[3]
1874,"['K', 'M', 'IH']","['K', 'M', 'IH']",3,CCV,3,"['K', 'IH', '<EOS>']",2,0,0,2,"[2, 3]"
1875,"['IH', 'K', 'M']","['IH', 'K', 'M']",-3,VCC,3,"['IH', 'K', '<EOS>']",1,0,0,1,[3]
1876,"['K', 'M', 'EH']","['K', 'M', 'EH']",3,CCV,3,"['K', 'M', '<EOS>']",1,0,0,1,[3]
1877,"['EH', 'K', 'M']","['EH', 'K', 'M']",-3,VCC,3,"['EH', 'K', '<EOS>']",1,0,0,1,[3]
1878,"['K', 'M', 'UH']","['K', 'M', 'UH']",3,CCV,3,"['K', 'UH', '<EOS>']",2,0,0,2,"[2, 3]"
1879,"['UH', 'K', 'M']","['UH', 'K', 'M']",-3,VCC,3,"['EH', 'K', '<EOS>']",2,0,0,2,"[1, 3]"
1880,"['K', 'M', 'IY']","['K', 'M', 'IY']",3,CCV,3,"['K', 'M', '<EOS>']",1,0,0,1,[3]
1881,"['IY', 'K', 'M']","['IY', 'K', 'M']",-3,VCC,3,"['EH', 'K', '<EOS>']",2,0,0,2,"[1, 3]"
1882,"['K', 'M', 'EY']","['K', 'M', 'EY']",3,CCV,3,"['K', 'EY', '<EOS>']",2,0,0,2,"[2, 3]"
1883,"['EY', 'K', 'M']","['EY', 'K', 'M']",-3,VCC,3,"['K', 'EY', '<EOS>']",3,1,1,1,"[1, 2, 3]"
1884,"['K', 'M', 'OW']","['K', 'M', 'OW']",3,CCV,3,"['K', 'OW', '<EOS>']",2,0,0,2,"[2, 3]"
1885,"['OW', 'K', 'M']","['OW', 'K', 'M']",-3,VCC,3,"['OW', 'K', '<EOS>']",1,0,0,1,[3]
1886,"['K', 'M', 'AE']","['K', 'M', 'AE']",3,CCV,3,"['K', 'AE', '<EOS>']",2,0,0,2,"[2, 3]"
1887,"['AE', 'K', 'M']","['AE', 'K', 'M']",-3,VCC,3,"['AE', 'K', '<EOS>']",1,0,0,1,[3]
1888,"['K', 'M', 'AW']","['K', 'M', 'AW']",3,CCV,3,"['K', 'AW', '<EOS>']",2,0,0,2,"[2, 3]"
1889,"['AW', 'K', 'M']","['AW', 'K', 'M']",-3,VCC,3,"['AW', 'K', '<EOS>']",1,0,0,1,[3]
1890,"['K', 'N', 'AH']","['K', 'N', 'AH']",3,CCV,3,"['K', 'AH', '<EOS>']",2,0,0,2,"[2, 3]"
1891,"['AH', 'K', 'N']","['AH', 'K', 'N']",-3,VCC,3,"['AH', 'K', '<EOS>']",1,0,0,1,[3]
1892,"['K', 'N', 'OY']","['K', 'N', 'OY']",3,CCV,3,"['K', 'OY', '<EOS>']",2,0,0,2,"[2, 3]"
1893,"['OY', 'K', 'N']","['OY', 'K', 'N']",-3,VCC,3,"['OY', 'K', '<EOS>']",1,0,0,1,[3]
1894,"['K', 'N', 'AA']","['K', 'N', 'AA']",3,CCV,3,"['K', 'AA', '<EOS>']",2,0,0,2,"[2, 3]"
1895,"['AA', 'K', 'N']","['AA', 'K', 'N']",-3,VCC,3,"['AA', 'K', '<EOS>']",1,0,0,1,[3]
1896,"['K', 'N', 'AY']","['K', 'N', 'AY']",3,CCV,3,"['K', 'AY', '<EOS>']",2,0,0,2,"[2, 3]"
1897,"['AY', 'K', 'N']","['AY', 'K', 'N']",-3,VCC,3,"['AY', 'K', '<EOS>']",1,0,0,1,[3]
1898,"['K', 'N', 'ER']","['K', 'N', 'ER']",3,CCV,3,"['K', 'ER', '<EOS>']",2,0,0,2,"[2, 3]"
1899,"['ER', 'K', 'N']","['ER', 'K', 'N']",-3,VCC,3,"['ER', 'K', '<EOS>']",1,0,0,1,[3]
1900,"['K', 'N', 'AO']","['K', 'N', 'AO']",3,CCV,3,"['K', 'AO', 'N']",2,1,1,0,"[2, 3]"
1901,"['AO', 'K', 'N']","['AO', 'K', 'N']",-3,VCC,3,"['AH', 'K', '<EOS>']",2,0,0,2,"[1, 3]"
1902,"['K', 'N', 'UW']","['K', 'N', 'UW']",3,CCV,3,"['K', 'UW', '<EOS>']",2,0,0,2,"[2, 3]"
1903,"['UW', 'K', 'N']","['UW', 'K', 'N']",-3,VCC,3,"['UW', 'K', '<EOS>']",1,0,0,1,[3]
1904,"['K', 'N', 'IH']","['K', 'N', 'IH']",3,CCV,3,"['K', 'IH', 'N']",2,1,1,0,"[2, 3]"
1905,"['IH', 'K', 'N']","['IH', 'K', 'N']",-3,VCC,3,"['IH', 'K', '<EOS>']",1,0,0,1,[3]
1906,"['K', 'N', 'EH']","['K', 'N', 'EH']",3,CCV,3,"['K', 'EH', 'N']",2,1,1,0,"[2, 3]"
1907,"['EH', 'K', 'N']","['EH', 'K', 'N']",-3,VCC,3,"['EH', 'K', '<EOS>']",1,0,0,1,[3]
1908,"['K', 'N', 'UH']","['K', 'N', 'UH']",3,CCV,3,"['K', 'UH', 'N']",2,1,1,0,"[2, 3]"
1909,"['UH', 'K', 'N']","['UH', 'K', 'N']",-3,VCC,3,"['UH', 'K', '<EOS>']",1,0,0,1,[3]
1910,"['K', 'N', 'IY']","['K', 'N', 'IY']",3,CCV,3,"['K', 'AH', '<EOS>']",2,0,0,2,"[2, 3]"
1911,"['IY', 'K', 'N']","['IY', 'K', 'N']",-3,VCC,3,"['EH', 'K', '<EOS>']",2,0,0,2,"[1, 3]"
1912,"['K', 'N', 'EY']","['K', 'N', 'EY']",3,CCV,3,"['K', 'EY', 'N']",2,1,1,0,"[2, 3]"
1913,"['EY', 'K', 'N']","['EY', 'K', 'N']",-3,VCC,3,"['AH', 'K', '<EOS>']",2,0,0,2,"[1, 3]"
1914,"['K', 'N', 'OW']","['K', 'N', 'OW']",3,CCV,3,"['K', 'OW', '<EOS>']",2,0,0,2,"[2, 3]"
1915,"['OW', 'K', 'N']","['OW', 'K', 'N']",-3,VCC,3,"['OW', 'K', '<EOS>']",1,0,0,1,[3]
1916,"['K', 'N', 'AE']","['K', 'N', 'AE']",3,CCV,3,"['K', 'AE', '<EOS>']",2,0,0,2,"[2, 3]"
1917,"['AE', 'K', 'N']","['AE', 'K', 'N']",-3,VCC,3,"['AE', 'K', '<EOS>']",1,0,0,1,[3]
1918,"['K', 'N', 'AW']","['K', 'N', 'AW']",3,CCV,3,"['K', 'AW', '<EOS>']",2,0,0,2,"[2, 3]"
1919,"['AW', 'K', 'N']","['AW', 'K', 'N']",-3,VCC,3,"['AW', 'K', '<EOS>']",1,0,0,1,[3]
1920,"['K', 'NG', 'AH']","['K', 'NG', 'AH']",3,CCV,3,"['K', 'AH', '<EOS>']",2,0,0,2,"[2, 3]"
1921,"['AH', 'K', 'NG']","['AH', 'K', 'NG']",-3,VCC,3,"['AH', 'NG', '<EOS>']",2,0,0,2,"[2, 3]"
1922,"['K', 'NG', 'OY']","['K', 'NG', 'OY']",3,CCV,3,"['K', 'OY', '<EOS>']",2,0,0,2,"[2, 3]"
1923,"['OY', 'K', 'NG']","['OY', 'K', 'NG']",-3,VCC,3,"['OY', 'NG', '<EOS>']",2,0,0,2,"[2, 3]"
1924,"['K', 'NG', 'AA']","['K', 'NG', 'AA']",3,CCV,3,"['K', 'AA', '<EOS>']",2,0,0,2,"[2, 3]"
1925,"['AA', 'K', 'NG']","['AA', 'K', 'NG']",-3,VCC,3,"['AA', 'NG', '<EOS>']",2,0,0,2,"[2, 3]"
1926,"['K', 'NG', 'AY']","['K', 'NG', 'AY']",3,CCV,3,"['K', 'DH', '<EOS>']",2,0,0,2,"[2, 3]"
1927,"['AY', 'K', 'NG']","['AY', 'K', 'NG']",-3,VCC,3,"['AY', 'NG', '<EOS>']",2,0,0,2,"[2, 3]"
1928,"['K', 'NG', 'ER']","['K', 'NG', 'ER']",3,CCV,3,"['K', 'ER', '<EOS>']",2,0,0,2,"[2, 3]"
1929,"['ER', 'K', 'NG']","['ER', 'K', 'NG']",-3,VCC,3,"['ER', 'NG', '<EOS>']",2,0,0,2,"[2, 3]"
1930,"['K', 'NG', 'AO']","['K', 'NG', 'AO']",3,CCV,3,"['K', 'AO', '<EOS>']",2,0,0,2,"[2, 3]"
1931,"['AO', 'K', 'NG']","['AO', 'K', 'NG']",-3,VCC,3,"['AO', 'NG', '<EOS>']",2,0,0,2,"[2, 3]"
