,Word,Condition,Lexicality,Size,Morphology,Frequency,Length,Zipf_Frequency,Phonemes,No_Stress,Part of Speech,Vowel Count,Consonant Count,Prediction,Edit_Distance,Insertions,Deletions,Substitutions,Error_Indices
312,pringle,RLSL,real,long,simple,7.94e-07,7,2.9,"['P', 'R', 'IH', 'NG', 'G', 'AH', 'L']","['P', 'R', 'IH', 'NG', 'G', 'AH', 'L']",PROPN,2,5,"['P', 'R', 'IH', 'NG', 'G', 'AH', 'L']",0,0,0,0,[]
313,diaspora,RLSL,real,long,simple,2.82e-06,7,3.45,"['D', 'AY', 'AE', 'S', 'P', 'ER', 'AH']","['D', 'AY', 'AE', 'S', 'P', 'ER', 'AH']",PROPN,4,3,"['D', 'AY', 'AE', 'S', 'P', 'ER', 'AH']",0,0,0,0,[]
314,camelot,RLSL,real,long,simple,9.33e-07,7,2.97,"['K', 'AE', 'M', 'AH', 'L', 'AA', 'T']","['K', 'AE', 'M', 'AH', 'L', 'AA', 'T']",PROPN,3,4,"['K', 'AE', 'M', 'AH', 'L', 'AA', 'T']",0,0,0,0,[]
315,conundrum,RLSL,real,long,simple,1e-06,9,3.0,"['K', 'AH', 'N', 'AH', 'N', 'D', 'R', 'AH', 'M']","['K', 'AH', 'N', 'AH', 'N', 'D', 'R', 'AH', 'M']",NOUN,3,6,"['K', 'AH', 'N', 'AH', 'N', 'D', 'R', 'AH', 'M']",0,0,0,0,[]
316,lombard,RLSL,real,long,simple,1e-06,7,3.0,"['L', 'AA', 'M', 'B', 'AA', 'R', 'D']","['L', 'AA', 'M', 'B', 'AA', 'R', 'D']",PROPN,2,5,"['L', 'AA', 'M', 'B', 'AA', 'R', 'D']",0,0,0,0,[]
317,placebo,RLSL,real,long,simple,3.02e-06,7,3.48,"['P', 'L', 'AH', 'S', 'IY', 'B', 'OW']","['P', 'L', 'AH', 'S', 'IY', 'B', 'OW']",NOUN,3,4,"['P', 'L', 'AH', 'S', 'IY', 'B', 'OW']",0,0,0,0,[]
318,bolshevik,RLSL,real,long,simple,9.33e-07,8,2.97,"['B', 'OW', 'L', 'SH', 'AH', 'V', 'IH', 'K']","['B', 'OW', 'L', 'SH', 'AH', 'V', 'IH', 'K']",ADJ,3,5,"['B', 'OW', 'L', 'SH', 'AH', 'V', 'IH', 'K']",0,0,0,0,[]
319,ephemeral,RLSL,real,long,simple,9.77e-07,7,2.99,"['IH', 'F', 'EH', 'M', 'ER', 'AH', 'L']","['IH', 'F', 'EH', 'M', 'ER', 'AH', 'L']",ADJ,4,3,"['IH', 'F', 'EH', 'M', 'ER', 'AH', 'L']",0,0,0,0,[]
320,nicaragua,RLSL,real,long,simple,2.75e-06,8,3.44,"['N', 'IH', 'K', 'ER', 'AA', 'G', 'W', 'AH']","['N', 'IH', 'K', 'ER', 'AA', 'G', 'W', 'AH']",PROPN,4,4,"['N', 'IH', 'K', 'ER', 'AA', 'G', 'W', 'AH']",0,0,0,0,[]
321,apricot,RLSL,real,long,simple,9.55e-07,7,2.98,"['EY', 'P', 'R', 'AH', 'K', 'AA', 'T']","['EY', 'P', 'R', 'AH', 'K', 'AA', 'T']",PROPN,3,4,"['EY', 'P', 'R', 'AH', 'K', 'AA', 'T']",0,0,0,0,[]
322,hiroshima,RLSL,real,long,simple,1.86e-06,8,3.27,"['HH', 'IH', 'R', 'OW', 'SH', 'IY', 'M', 'AH']","['HH', 'IH', 'R', 'OW', 'SH', 'IY', 'M', 'AH']",PROPN,4,4,"['HH', 'IH', 'R', 'OW', 'SH', 'IY', 'M', 'AH']",0,0,0,0,[]
323,adrenal,RLSL,real,long,simple,9.77e-07,7,2.99,"['AH', 'D', 'R', 'IY', 'N', 'AH', 'L']","['AH', 'D', 'R', 'IY', 'N', 'AH', 'L']",PROPN,3,4,"['AH', 'D', 'R', 'IY', 'N', 'AH', 'L']",0,0,0,0,[]
324,requiem,RLSL,real,long,simple,1.15e-06,7,3.06,"['R', 'EH', 'K', 'W', 'IY', 'AH', 'M']","['R', 'EH', 'K', 'W', 'IY', 'AH', 'M']",NOUN,3,4,"['R', 'EH', 'K', 'W', 'IY', 'AH', 'M']",0,0,0,0,[]
325,kendrick,RLSL,real,long,simple,2.88e-06,7,3.46,"['K', 'EH', 'N', 'D', 'R', 'IH', 'K']","['K', 'EH', 'N', 'D', 'R', 'IH', 'K']",PROPN,2,5,"['K', 'EH', 'N', 'D', 'R', 'IH', 'K']",0,0,0,0,[]
326,marlboro,RLSL,real,long,simple,1.05e-06,7,3.02,"['M', 'AA', 'R', 'L', 'B', 'ER', 'OW']","['M', 'AA', 'R', 'L', 'B', 'ER', 'OW']",PROPN,3,4,"['M', 'AA', 'R', 'L', 'B', 'ER', 'OW']",0,0,0,0,[]
327,abercrombie,RLSL,real,long,simple,9.33e-07,9,2.97,"['AE', 'B', 'ER', 'K', 'R', 'AA', 'M', 'B', 'IY']","['AE', 'B', 'ER', 'K', 'R', 'AA', 'M', 'B', 'IY']",PROPN,4,5,"['AE', 'B', 'ER', 'K', 'R', 'AA', 'M', 'B', 'IY']",0,0,0,0,[]
328,socrates,RLSL,real,long,simple,1.86e-06,8,3.27,"['S', 'AA', 'K', 'R', 'AH', 'T', 'IY', 'Z']","['S', 'AA', 'K', 'R', 'AH', 'T', 'IY', 'Z']",NOUN,3,5,"['S', 'AA', 'K', 'R', 'AH', 'T', 'IY', 'Z']",0,0,0,0,[]
329,nagasaki,RLSL,real,long,simple,9.55e-07,8,2.98,"['N', 'AA', 'G', 'AA', 'S', 'AA', 'K', 'IY']","['N', 'AA', 'G', 'AA', 'S', 'AA', 'K', 'IY']",PROPN,4,4,"['N', 'AA', 'G', 'AA', 'S', 'AA', 'K', 'IY']",0,0,0,0,[]
330,mutiny,RLSL,real,long,simple,1.86e-06,7,3.27,"['M', 'Y', 'UW', 'T', 'AH', 'N', 'IY']","['M', 'Y', 'UW', 'T', 'AH', 'N', 'IY']",NOUN,3,4,"['M', 'Y', 'UW', 'T', 'AH', 'N', 'IY']",0,0,0,0,[]
331,wesleyan,RLSL,real,long,simple,1.12e-06,7,3.05,"['W', 'EH', 'Z', 'L', 'IY', 'AH', 'N']","['W', 'EH', 'Z', 'L', 'IY', 'AH', 'N']",PROPN,3,4,"['W', 'EH', 'Z', 'L', 'IY', 'AH', 'N']",0,0,0,0,[]
332,eradicate,RLSL,real,long,simple,1.95e-06,8,3.29,"['IH', 'R', 'AE', 'D', 'AH', 'K', 'EY', 'T']","['IH', 'R', 'AE', 'D', 'AH', 'K', 'EY', 'T']",VERB,4,4,"['IH', 'R', 'AE', 'D', 'AH', 'K', 'EY', 'T']",0,0,0,0,[]
333,umbilical,RLSL,real,long,simple,1.05e-06,9,3.02,"['AH', 'M', 'B', 'IH', 'L', 'IH', 'K', 'AH', 'L']","['AH', 'M', 'B', 'IH', 'L', 'IH', 'K', 'AH', 'L']",ADJ,4,5,"['AH', 'M', 'B', 'IH', 'L', 'IH', 'K', 'AH', 'L']",0,0,0,0,[]
334,cornelius,RLSL,real,long,simple,1.86e-06,9,3.27,"['K', 'AO', 'R', 'N', 'IY', 'L', 'Y', 'AH', 'S']","['K', 'AO', 'R', 'N', 'IY', 'L', 'Y', 'AH', 'S']",PROPN,3,6,"['K', 'AO', 'R', 'N', 'IY', 'L', 'Y', 'AH', 'S']",0,0,0,0,[]
335,crocodile,RLSL,real,long,simple,3.09e-06,8,3.49,"['K', 'R', 'AA', 'K', 'AH', 'D', 'AY', 'L']","['K', 'R', 'AA', 'K', 'AH', 'D', 'AY', 'L']",NOUN,3,5,"['K', 'R', 'AA', 'K', 'AH', 'D', 'AY', 'L']",0,0,0,0,[]
336,pensacola,RLSL,real,long,simple,1.15e-06,9,3.06,"['P', 'EH', 'N', 'S', 'AH', 'K', 'OW', 'L', 'AH']","['P', 'EH', 'N', 'S', 'AH', 'K', 'OW', 'L', 'AH']",PROPN,4,5,"['P', 'EH', 'N', 'S', 'AH', 'K', 'OW', 'L', 'AH']",0,0,0,0,[]
337,pasadena,RLSL,real,long,simple,2.82e-06,8,3.45,"['P', 'AE', 'S', 'AH', 'D', 'IY', 'N', 'ER']","['P', 'AE', 'S', 'AH', 'D', 'IY', 'N', 'ER']",PROPN,4,4,"['P', 'AE', 'S', 'AH', 'D', 'IY', 'N', 'ER']",0,0,0,0,[]
338,amulet,RLSL,real,long,simple,9.77e-07,7,2.99,"['AE', 'M', 'Y', 'AH', 'L', 'AH', 'T']","['AE', 'M', 'Y', 'AH', 'L', 'AH', 'T']",NOUN,3,4,"['AE', 'M', 'Y', 'AH', 'L', 'AH', 'T']",0,0,0,0,[]
339,kalamazoo,RLSL,real,long,simple,9.77e-07,8,2.99,"['K', 'AE', 'L', 'AH', 'M', 'AH', 'Z', 'UW']","['K', 'AE', 'L', 'AH', 'M', 'AH', 'Z', 'UW']",PROPN,4,4,"['K', 'AE', 'L', 'AH', 'M', 'AH', 'Z', 'UW']",0,0,0,0,[]
340,molasses,RLSL,real,long,simple,1e-06,7,3.0,"['M', 'AH', 'L', 'AE', 'S', 'AH', 'Z']","['M', 'AH', 'L', 'AE', 'S', 'AH', 'Z']",VERB,3,4,"['M', 'AH', 'L', 'AE', 'S', 'AH', 'Z']",0,0,0,0,[]
341,ebenezer,RLSL,real,long,simple,7.76e-07,7,2.89,"['EH', 'B', 'IH', 'N', 'IY', 'Z', 'ER']","['EH', 'B', 'IH', 'N', 'IY', 'Z', 'ER']",PROPN,4,3,"['EH', 'B', 'IH', 'N', 'IY', 'Z', 'ER']",0,0,0,0,[]
342,epitome,RLSL,real,long,simple,1.91e-06,7,3.28,"['IH', 'P', 'IH', 'T', 'AH', 'M', 'IY']","['IH', 'P', 'IH', 'T', 'AH', 'M', 'IY']",NOUN,4,3,"['IH', 'P', 'IH', 'T', 'AH', 'M', 'IY']",0,0,0,0,[]
343,hezbollah,RLSL,real,long,simple,1.86e-06,7,3.27,"['HH', 'EH', 'Z', 'B', 'AA', 'L', 'AH']","['HH', 'EH', 'Z', 'B', 'AA', 'L', 'AH']",PROPN,3,4,"['HH', 'EH', 'Z', 'B', 'AA', 'L', 'AH']",0,0,0,0,[]
344,reprimand,RLSL,real,long,simple,7.94e-07,9,2.9,"['R', 'EH', 'P', 'R', 'AH', 'M', 'AE', 'N', 'D']","['R', 'EH', 'P', 'R', 'AH', 'M', 'AE', 'N', 'D']",VERB,3,6,"['R', 'EH', 'P', 'R', 'AH', 'M', 'AE', 'N', 'D']",0,0,0,0,[]
345,plankton,RLSL,real,long,simple,1.12e-06,8,3.05,"['P', 'L', 'AE', 'NG', 'K', 'T', 'AH', 'N']","['P', 'L', 'AE', 'NG', 'K', 'T', 'AH', 'N']",NOUN,2,6,"['P', 'L', 'AE', 'NG', 'K', 'T', 'AH', 'N']",0,0,0,0,[]
346,maserati,RLSL,real,long,simple,9.55e-07,8,2.98,"['M', 'AE', 'S', 'EH', 'R', 'AA', 'T', 'IY']","['M', 'AE', 'S', 'EH', 'R', 'AA', 'T', 'IY']",PROPN,4,4,"['M', 'AE', 'S', 'EH', 'R', 'AA', 'T', 'IY']",0,0,0,0,[]
347,yokohama,RLSL,real,long,simple,1.12e-06,8,3.05,"['Y', 'OW', 'K', 'AH', 'HH', 'AA', 'M', 'AH']","['Y', 'OW', 'K', 'AH', 'HH', 'AA', 'M', 'AH']",PROPN,4,4,"['Y', 'OW', 'K', 'AH', 'HH', 'AA', 'M', 'AH']",0,0,0,0,[]
348,albuquerque,RLSL,real,long,simple,3.16e-06,8,3.5,"['AE', 'L', 'B', 'AH', 'K', 'ER', 'K', 'IY']","['AE', 'L', 'B', 'AH', 'K', 'ER', 'K', 'IY']",PROPN,4,4,"['AE', 'L', 'B', 'AH', 'K', 'ER', 'K', 'IY']",0,0,0,0,[]
349,pretzel,RLSL,real,long,simple,9.55e-07,7,2.98,"['P', 'R', 'EH', 'T', 'Z', 'AH', 'L']","['P', 'R', 'EH', 'T', 'Z', 'AH', 'L']",PROPN,2,5,"['P', 'R', 'EH', 'T', 'Z', 'AH', 'L']",0,0,0,0,[]
350,lavatory,RLSL,real,long,simple,7.94e-07,8,2.9,"['L', 'AE', 'V', 'AH', 'T', 'AO', 'R', 'IY']","['L', 'AE', 'V', 'AH', 'T', 'AO', 'R', 'IY']",NOUN,4,4,"['L', 'AE', 'V', 'AH', 'T', 'AO', 'R', 'IY']",0,0,0,0,[]
351,mozambique,RLSL,real,long,simple,1.95e-06,8,3.29,"['M', 'OW', 'Z', 'AE', 'M', 'B', 'IY', 'K']","['M', 'OW', 'Z', 'AE', 'M', 'B', 'IY', 'K']",PROPN,3,5,"['M', 'OW', 'Z', 'AE', 'M', 'B', 'IY', 'K']",0,0,0,0,[]
352,penicillin,RLSL,real,long,simple,1.1e-06,9,3.04,"['P', 'EH', 'N', 'AH', 'S', 'IH', 'L', 'AH', 'N']","['P', 'EH', 'N', 'AH', 'S', 'IH', 'L', 'AH', 'N']",NOUN,4,5,"['P', 'EH', 'N', 'AH', 'S', 'IH', 'L', 'AH', 'N']",0,0,0,0,[]
353,broccoli,RLSL,real,long,simple,3.16e-06,7,3.5,"['B', 'R', 'AA', 'K', 'AH', 'L', 'IY']","['B', 'R', 'AA', 'K', 'AH', 'L', 'IY']",VERB,3,4,"['B', 'R', 'AA', 'K', 'AH', 'L', 'IY']",0,0,0,0,[]
354,molotov,RLSL,real,long,simple,1.05e-06,7,3.02,"['M', 'AO', 'L', 'AH', 'T', 'AA', 'F']","['M', 'AO', 'L', 'AH', 'T', 'AA', 'F']",PROPN,3,4,"['M', 'AO', 'L', 'AH', 'T', 'AA', 'F']",0,0,0,0,[]
355,winthrop,RLSL,real,long,simple,1.1e-06,7,3.04,"['W', 'IH', 'N', 'TH', 'R', 'AH', 'P']","['W', 'IH', 'N', 'TH', 'R', 'AH', 'P']",PROPN,2,5,"['W', 'IH', 'N', 'TH', 'R', 'AH', 'P']",0,0,0,0,[]
356,behemoth,RLSL,real,long,simple,9.33e-07,7,2.97,"['B', 'AH', 'HH', 'IY', 'M', 'AH', 'TH']","['B', 'AH', 'HH', 'IY', 'M', 'AH', 'TH']",NOUN,3,4,"['B', 'AH', 'HH', 'IY', 'M', 'AH', 'TH']",0,0,0,0,[]
357,siegfried,RLSL,real,long,simple,1.07e-06,7,3.03,"['S', 'IY', 'G', 'F', 'R', 'IY', 'D']","['S', 'IY', 'G', 'F', 'R', 'IY', 'D']",PROPN,2,5,"['S', 'IY', 'G', 'F', 'R', 'IY', 'D']",0,0,0,0,[]
358,uranus,RLSL,real,long,simple,1.02e-06,7,3.01,"['Y', 'UW', 'R', 'AH', 'N', 'AH', 'S']","['Y', 'UW', 'R', 'AH', 'N', 'AH', 'S']",PROPN,3,4,"['Y', 'UW', 'R', 'AH', 'N', 'AH', 'S']",0,0,0,0,[]
359,trenton,RLSL,real,long,simple,1.95e-06,7,3.29,"['T', 'R', 'EH', 'N', 'T', 'AH', 'N']","['T', 'R', 'EH', 'N', 'T', 'AH', 'N']",PROPN,2,5,"['T', 'R', 'EH', 'N', 'T', 'AH', 'N']",0,0,0,0,[]
360,pragmatic,RLSL,real,long,simple,3.09e-06,9,3.49,"['P', 'R', 'AE', 'G', 'M', 'AE', 'T', 'IH', 'K']","['P', 'R', 'AE', 'G', 'M', 'AE', 'T', 'IH', 'K']",ADJ,3,6,"['P', 'R', 'AE', 'G', 'M', 'AE', 'T', 'IH', 'K']",0,0,0,0,[]
361,blatant,RLSL,real,long,simple,2.82e-06,7,3.45,"['B', 'L', 'EY', 'T', 'AH', 'N', 'T']","['B', 'L', 'EY', 'T', 'AH', 'N', 'T']",ADJ,2,5,"['B', 'L', 'EY', 'T', 'AH', 'N', 'T']",0,0,0,0,[]
362,chardonnay,RLSL,real,long,simple,9.55e-07,7,2.98,"['CH', 'AA', 'R', 'D', 'AA', 'N', 'EY']","['CH', 'AA', 'R', 'D', 'AA', 'N', 'EY']",NOUN,3,4,"['CH', 'AA', 'R', 'D', 'AA', 'N', 'EY']",0,0,0,0,[]
363,travesty,RLSL,real,long,simple,1e-06,8,3.0,"['T', 'R', 'AE', 'V', 'AH', 'S', 'T', 'IY']","['T', 'R', 'AE', 'V', 'AH', 'S', 'T', 'IY']",PROPN,3,5,"['T', 'R', 'AE', 'V', 'AH', 'S', 'T', 'IY']",0,0,0,0,[]
364,jeremiah,RLSL,real,long,simple,3.02e-06,7,3.48,"['JH', 'EH', 'R', 'AH', 'M', 'AY', 'AH']","['JH', 'EH', 'R', 'AH', 'M', 'AY', 'AH']",PROPN,4,3,"['JH', 'EH', 'R', 'AH', 'M', 'AY', 'AH']",0,0,0,0,[]
365,vortex,RLSL,real,long,simple,2.95e-06,7,3.47,"['V', 'AO', 'R', 'T', 'EH', 'K', 'S']","['V', 'AO', 'R', 'T', 'EH', 'K', 'S']",NOUN,2,5,"['V', 'AO', 'R', 'T', 'EH', 'K', 'S']",0,0,0,0,[]
366,badminton,RLSL,real,long,simple,1.91e-06,9,3.28,"['B', 'AE', 'D', 'M', 'IH', 'N', 'T', 'AH', 'N']","['B', 'AE', 'D', 'M', 'IH', 'N', 'T', 'AH', 'N']",PROPN,3,6,"['B', 'AE', 'D', 'M', 'IH', 'N', 'T', 'AH', 'N']",0,0,0,0,[]
367,heineken,RLSL,real,long,simple,1.02e-06,7,3.01,"['HH', 'AY', 'N', 'AH', 'K', 'AH', 'N']","['HH', 'AY', 'N', 'AH', 'K', 'AH', 'N']",PROPN,3,4,"['HH', 'AY', 'N', 'AH', 'K', 'AH', 'N']",0,0,0,0,[]
368,azerbaijan,RLSL,real,long,simple,3.02e-06,8,3.48,"['AA', 'Z', 'ER', 'B', 'AY', 'JH', 'AA', 'N']","['AA', 'Z', 'ER', 'B', 'AY', 'JH', 'AA', 'N']",PROPN,4,4,"['AA', 'Z', 'ER', 'B', 'AY', 'JH', 'AA', 'N']",0,0,0,0,[]
369,synagogue,RLSL,real,long,simple,2.82e-06,7,3.45,"['S', 'IH', 'N', 'AH', 'G', 'AO', 'G']","['S', 'IH', 'N', 'AH', 'G', 'AO', 'G']",NOUN,3,4,"['S', 'IH', 'N', 'AH', 'G', 'AO', 'G']",0,0,0,0,[]
370,labrador,RLSL,real,long,simple,2e-06,8,3.3,"['L', 'AE', 'B', 'R', 'AH', 'D', 'AO', 'R']","['L', 'AE', 'B', 'R', 'AH', 'D', 'AO', 'R']",PROPN,3,5,"['L', 'AE', 'B', 'R', 'AH', 'D', 'AO', 'R']",0,0,0,0,[]
371,euphrates,RLSL,real,long,simple,7.76e-07,8,2.89,"['Y', 'UW', 'F', 'R', 'EY', 'T', 'IY', 'Z']","['Y', 'UW', 'F', 'R', 'EY', 'T', 'IY', 'Z']",X,3,5,"['Y', 'UW', 'F', 'R', 'EY', 'T', 'IY', 'Z']",0,0,0,0,[]
372,avalanche,RLSL,real,long,simple,3.02e-06,7,3.48,"['AE', 'V', 'AH', 'L', 'AE', 'N', 'CH']","['AE', 'V', 'AH', 'L', 'AE', 'N', 'CH']",NOUN,3,4,"['AE', 'V', 'AH', 'L', 'AE', 'N', 'CH']",0,0,0,0,[]
373,trafalgar,RLSL,real,long,simple,1.05e-06,8,3.02,"['T', 'R', 'AH', 'F', 'AE', 'L', 'G', 'ER']","['T', 'R', 'AH', 'F', 'AE', 'L', 'G', 'ER']",PROPN,3,5,"['T', 'R', 'AH', 'F', 'AE', 'L', 'G', 'ER']",0,0,0,0,[]
374,tarantino,RLSL,real,long,simple,1.1e-06,9,3.04,"['T', 'AA', 'R', 'AA', 'N', 'T', 'IY', 'N', 'OW']","['T', 'AA', 'R', 'AA', 'N', 'T', 'IY', 'N', 'OW']",NOUN,4,5,"['T', 'AA', 'R', 'AA', 'N', 'T', 'IY', 'N', 'OW']",0,0,0,0,[]
375,confetti,RLSL,real,long,simple,1.07e-06,7,3.03,"['K', 'AH', 'N', 'F', 'EH', 'T', 'IY']","['K', 'AH', 'N', 'F', 'EH', 'T', 'IY']",NOUN,3,4,"['K', 'AH', 'N', 'F', 'EH', 'T', 'IY']",0,0,0,0,[]
376,hallelujah,RLSL,real,long,simple,2e-06,8,3.3,"['HH', 'AE', 'L', 'AH', 'L', 'UW', 'Y', 'AH']","['HH', 'AE', 'L', 'AH', 'L', 'UW', 'Y', 'AH']",PROPN,4,4,"['HH', 'AE', 'L', 'AH', 'L', 'UW', 'Y', 'AH']",0,0,0,0,[]
377,catapult,RLSL,real,long,simple,1.02e-06,8,3.01,"['K', 'AE', 'T', 'AH', 'P', 'AH', 'L', 'T']","['K', 'AE', 'T', 'AH', 'P', 'AH', 'L', 'T']",VERB,3,5,"['K', 'AE', 'T', 'AH', 'P', 'AH', 'L', 'T']",0,0,0,0,[]
378,sheridan,RLSL,real,long,simple,2.95e-06,7,3.47,"['SH', 'EH', 'R', 'IH', 'D', 'AH', 'N']","['SH', 'EH', 'R', 'IH', 'D', 'AH', 'N']",PROPN,3,4,"['SH', 'EH', 'R', 'IH', 'D', 'AH', 'N']",0,0,0,0,[]
379,ukulele,RLSL,real,long,simple,1.02e-06,8,3.01,"['Y', 'UW', 'K', 'AH', 'L', 'EY', 'L', 'IY']","['Y', 'UW', 'K', 'AH', 'L', 'EY', 'L', 'IY']",PROPN,4,4,"['Y', 'UW', 'K', 'AH', 'L', 'EY', 'L', 'IY']",0,0,0,0,[]
380,fluctuate,RLSL,real,long,simple,9.77e-07,9,2.99,"['F', 'L', 'AH', 'K', 'CH', 'AH', 'W', 'EY', 'T']","['F', 'L', 'AH', 'K', 'CH', 'AH', 'W', 'EY', 'T']",VERB,3,6,"['F', 'L', 'AH', 'K', 'CH', 'AH', 'W', 'EY', 'T']",0,0,0,0,[]
381,anomaly,RLSL,real,long,simple,2.95e-06,7,3.47,"['AH', 'N', 'AA', 'M', 'AH', 'L', 'IY']","['AH', 'N', 'AA', 'M', 'AH', 'L', 'IY']",NOUN,4,3,"['AH', 'N', 'AA', 'M', 'AH', 'L', 'IY']",0,0,0,0,[]
382,zeppelin,RLSL,real,long,simple,1.95e-06,7,3.29,"['Z', 'EH', 'P', 'IH', 'L', 'IH', 'N']","['Z', 'EH', 'P', 'IH', 'L', 'IH', 'N']",PROPN,3,4,"['Z', 'EH', 'P', 'IH', 'L', 'IH', 'N']",0,0,0,0,[]
383,avocado,RLSL,real,long,simple,2.82e-06,7,3.45,"['AE', 'V', 'AH', 'K', 'AA', 'D', 'OW']","['AE', 'V', 'AH', 'K', 'AA', 'D', 'OW']",NOUN,4,3,"['AE', 'V', 'AH', 'K', 'AA', 'D', 'OW']",0,0,0,0,[]
384,thesaurus,RLSL,real,long,simple,7.59e-07,7,2.88,"['TH', 'AH', 'S', 'AO', 'R', 'AH', 'S']","['TH', 'AH', 'S', 'AO', 'R', 'AH', 'S']",NOUN,3,4,"['TH', 'AH', 'S', 'AO', 'R', 'AH', 'S']",0,0,0,0,[]
385,porcupine,RLSL,real,long,simple,7.59e-07,9,2.88,"['P', 'AO', 'R', 'K', 'Y', 'AH', 'P', 'AY', 'N']","['P', 'AO', 'R', 'K', 'Y', 'AH', 'P', 'AY', 'N']",NOUN,3,6,"['P', 'AO', 'R', 'K', 'Y', 'AH', 'P', 'AY', 'N']",0,0,0,0,[]
386,caramel,RLSL,real,long,simple,3.02e-06,7,3.48,"['K', 'EH', 'R', 'AH', 'M', 'AH', 'L']","['K', 'EH', 'R', 'AH', 'M', 'AH', 'L']",PROPN,3,4,"['K', 'EH', 'R', 'AH', 'M', 'AH', 'L']",0,0,0,0,[]
387,innuendo,RLSL,real,long,simple,7.94e-07,8,2.9,"['IH', 'N', 'Y', 'UW', 'EH', 'N', 'D', 'OW']","['IH', 'N', 'Y', 'UW', 'EH', 'N', 'D', 'OW']",NOUN,4,4,"['IH', 'N', 'Y', 'UW', 'EH', 'N', 'D', 'OW']",0,0,0,0,[]
388,costello,RLSL,real,long,simple,1.95e-06,7,3.29,"['K', 'AO', 'S', 'T', 'EH', 'L', 'OW']","['K', 'AO', 'S', 'T', 'EH', 'L', 'OW']",PROPN,3,4,"['K', 'AO', 'S', 'T', 'EH', 'L', 'OW']",0,0,0,0,[]
389,episcopal,RLSL,real,long,simple,2.75e-06,9,3.44,"['IH', 'P', 'IH', 'S', 'K', 'AH', 'P', 'AH', 'L']","['IH', 'P', 'IH', 'S', 'K', 'AH', 'P', 'AH', 'L']",PROPN,4,5,"['IH', 'P', 'IH', 'S', 'K', 'AH', 'P', 'AH', 'L']",0,0,0,0,[]
390,nordstrom,RLSL,real,long,simple,9.55e-07,9,2.98,"['N', 'AO', 'R', 'D', 'S', 'T', 'R', 'AH', 'M']","['N', 'AO', 'R', 'D', 'S', 'T', 'R', 'AH', 'M']",PROPN,2,7,"['N', 'AO', 'R', 'D', 'S', 'T', 'R', 'AH', 'M']",0,0,0,0,[]
391,cannibal,RLSL,real,long,simple,1.12e-06,7,3.05,"['K', 'AE', 'N', 'AH', 'B', 'AH', 'L']","['K', 'AE', 'N', 'AH', 'B', 'AH', 'L']",NOUN,3,4,"['K', 'AE', 'N', 'AH', 'B', 'AH', 'L']",0,0,0,0,[]
392,vanderbilt,RLSL,real,long,simple,1.86e-06,9,3.27,"['V', 'AE', 'N', 'D', 'ER', 'B', 'IH', 'L', 'T']","['V', 'AE', 'N', 'D', 'ER', 'B', 'IH', 'L', 'T']",PROPN,3,6,"['V', 'AE', 'N', 'D', 'ER', 'B', 'IH', 'L', 'T']",0,0,0,0,[]
393,lavender,RLSL,real,long,simple,2.75e-06,7,3.44,"['L', 'AE', 'V', 'AH', 'N', 'D', 'ER']","['L', 'AE', 'V', 'AH', 'N', 'D', 'ER']",VERB,3,4,"['L', 'AE', 'V', 'AH', 'N', 'D', 'ER']",0,0,0,0,[]
394,gingrich,RLSL,real,long,simple,9.77e-07,7,2.99,"['G', 'IH', 'NG', 'G', 'R', 'IH', 'CH']","['G', 'IH', 'NG', 'G', 'R', 'IH', 'CH']",PROPN,2,5,"['G', 'IH', 'NG', 'G', 'R', 'IH', 'CH']",0,0,0,0,[]
395,javelin,RLSL,real,long,simple,7.94e-07,7,2.9,"['JH', 'AE', 'V', 'AH', 'L', 'AH', 'N']","['JH', 'AE', 'V', 'AH', 'L', 'AH', 'N']",NOUN,3,4,"['JH', 'AE', 'V', 'AH', 'L', 'AH', 'N']",0,0,0,0,[]
396,piccadilly,RLSL,real,long,simple,1.05e-06,8,3.02,"['P', 'IH', 'K', 'AH', 'D', 'IH', 'L', 'IY']","['P', 'IH', 'K', 'AH', 'D', 'IH', 'L', 'IY']",PROPN,4,4,"['P', 'IH', 'K', 'AH', 'D', 'IH', 'L', 'IY']",0,0,0,0,[]
397,anaconda,RLSL,real,long,simple,9.33e-07,8,2.97,"['AE', 'N', 'AH', 'K', 'AA', 'N', 'D', 'AH']","['AE', 'N', 'AH', 'K', 'AA', 'N', 'D', 'AH']",NOUN,4,4,"['AE', 'N', 'AH', 'K', 'AA', 'N', 'D', 'AH']",0,0,0,0,[]
398,mannequin,RLSL,real,long,simple,1.15e-06,7,3.06,"['M', 'AE', 'N', 'AH', 'K', 'IH', 'N']","['M', 'AE', 'N', 'AH', 'K', 'IH', 'N']",NOUN,3,4,"['M', 'AE', 'N', 'AH', 'K', 'IH', 'N']",0,0,0,0,[]
399,fiduciary,RLSL,real,long,simple,1.12e-06,9,3.05,"['F', 'AH', 'D', 'UW', 'SH', 'IY', 'EH', 'R', 'IY']","['F', 'AH', 'D', 'UW', 'SH', 'IY', 'EH', 'R', 'IY']",ADJ,5,4,"['F', 'AH', 'D', 'UW', 'SH', 'IY', 'EH', 'R', 'IY']",0,0,0,0,[]
