,No_Stress,Sonority,Type,Prediction
1702,"['D', 'W', 'IH']",5,CCV,"['D', 'W', 'IH']"
1703,"['D', 'W', 'EH']",5,CCV,"['D', 'W', 'EH']"
1704,"['D', 'W', 'UH']",5,CCV,"['D', 'W', 'UH']"
1705,"['D', 'W', 'IY']",5,CCV,"['D', 'W', 'IY']"
1706,"['D', 'W', 'EY']",5,CCV,"['D', 'W', 'EY']"
1707,"['D', 'W', 'OW']",5,CCV,"['D', 'W', 'OW']"
1708,"['D', 'W', 'AE']",5,CCV,"['D', 'W', 'AE']"
1709,"['D', 'W', 'AW']",5,CCV,"['D', 'W', 'AW']"
1710,"['D', 'Y', 'AH']",5,CCV,"['D', 'Y', 'AH']"
1711,"['D', 'Y', 'OY']",5,CCV,"['D', 'OY', 'L']"
1712,"['D', 'Y', 'AA']",5,CCV,"['D', 'Y', 'AA']"
1713,"['D', 'Y', 'AY']",5,CCV,"['D', 'Y', 'AY']"
1714,"['D', 'Y', 'ER']",5,CCV,"['D', 'Y', 'ER']"
1715,"['D', 'Y', 'AO']",5,CCV,"['D', 'AO', 'Y']"
1716,"['D', 'Y', 'UW']",5,CCV,"['D', 'Y', 'UW']"
1717,"['D', 'Y', 'IH']",5,CCV,"['D', 'IH', 'Y']"
1718,"['D', 'Y', 'EH']",5,CCV,"['D', 'Y', 'EH']"
1719,"['D', 'Y', 'UH']",5,CCV,"['D', 'Y', 'UH']"
1720,"['D', 'Y', 'IY']",5,CCV,"['D', 'Y', 'IY']"
1721,"['D', 'Y', 'EY']",5,CCV,"['D', 'Y', 'EY']"
1722,"['D', 'Y', 'OW']",5,CCV,"['D', 'Y', 'OW']"
1723,"['D', 'Y', 'AE']",5,CCV,"['D', 'Y', 'AE']"
1724,"['D', 'Y', 'AW']",5,CCV,"['D', 'Y', 'AW']"
1725,"['G', 'P', 'AH']",0,CCV,"['G', 'P', 'AH']"
1726,"['G', 'P', 'OY']",0,CCV,"['G', 'OY', 'P']"
1727,"['G', 'P', 'AA']",0,CCV,"['G', 'P', 'AA']"
1728,"['G', 'P', 'AY']",0,CCV,"['G', 'P', 'AY']"
1729,"['G', 'P', 'ER']",0,CCV,"['G', 'P', 'ER']"
1730,"['G', 'P', 'AO']",0,CCV,"['G', 'P', 'AO']"
1731,"['G', 'P', 'UW']",0,CCV,"['G', 'UW', 'P']"
1732,"['G', 'P', 'IH']",0,CCV,"['G', 'P', 'IH']"
1733,"['G', 'P', 'EH']",0,CCV,"['G', 'P', 'EH']"
1734,"['G', 'P', 'UH']",0,CCV,"['G', 'UH', 'P']"
1735,"['G', 'P', 'IY']",0,CCV,"['G', 'P', 'IY']"
1736,"['G', 'P', 'EY']",0,CCV,"['G', 'EY', 'P']"
1737,"['G', 'P', 'OW']",0,CCV,"['G', 'P', 'OW']"
1738,"['G', 'P', 'AE']",0,CCV,"['P', 'AE', 'G']"
1739,"['G', 'P', 'AW']",0,CCV,"['G', 'P', 'AW']"
1740,"['G', 'T', 'AH']",0,CCV,"['G', 'T', 'AH']"
1741,"['G', 'T', 'OY']",0,CCV,"['G', 'T', 'OY']"
1742,"['G', 'T', 'AA']",0,CCV,"['G', 'T', 'AA']"
1743,"['G', 'T', 'AY']",0,CCV,"['G', 'T', 'AY']"
1744,"['G', 'T', 'ER']",0,CCV,"['G', 'T', 'ER']"
1745,"['G', 'T', 'AO']",0,CCV,"['G', 'T', 'AO']"
1746,"['G', 'T', 'UW']",0,CCV,"['G', 'T', 'UW']"
1747,"['G', 'T', 'IH']",0,CCV,"['G', 'T', 'IH']"
1748,"['G', 'T', 'EH']",0,CCV,"['G', 'T', 'EH']"
1749,"['G', 'T', 'UH']",0,CCV,"['G', 'UH', 'T']"
1750,"['G', 'T', 'IY']",0,CCV,"['G', 'T', 'IY']"
1751,"['G', 'T', 'EY']",0,CCV,"['G', 'T', 'EY']"
1752,"['G', 'T', 'OW']",0,CCV,"['G', 'T', 'OW']"
1753,"['G', 'T', 'AE']",0,CCV,"['G', 'AE', 'T']"
1754,"['G', 'T', 'AW']",0,CCV,"['G', 'T', 'AW']"
1755,"['G', 'K', 'AH']",0,CCV,"['G', 'K', 'AH']"
1756,"['G', 'K', 'OY']",0,CCV,"['G', 'OY', 'K']"
1757,"['G', 'K', 'AA']",0,CCV,"['G', 'K', 'AA']"
1758,"['G', 'K', 'AY']",0,CCV,"['G', 'K', 'AY']"
1759,"['G', 'K', 'ER']",0,CCV,"['G', 'K', 'ER']"
1760,"['G', 'K', 'AO']",0,CCV,"['G', 'K', 'AO']"
1761,"['G', 'K', 'UW']",0,CCV,"['G', 'UW', 'K']"
1762,"['G', 'K', 'IH']",0,CCV,"['G', 'K', 'IH']"
1763,"['G', 'K', 'EH']",0,CCV,"['G', 'EH', 'K']"
1764,"['G', 'K', 'UH']",0,CCV,"['G', 'UH', 'K']"
1765,"['G', 'K', 'IY']",0,CCV,"['G', 'K', 'IY']"
1766,"['G', 'K', 'EY']",0,CCV,"['G', 'EY', 'K']"
1767,"['G', 'K', 'OW']",0,CCV,"['G', 'K', 'OW']"
1768,"['G', 'K', 'AE']",0,CCV,"['G', 'K', 'AE']"
1769,"['G', 'K', 'AW']",0,CCV,"['G', 'AW', 'K']"
1770,"['G', 'B', 'AH']",0,CCV,"['G', 'B', 'AH']"
1771,"['G', 'B', 'OY']",0,CCV,"['G', 'OY', 'B']"
1772,"['G', 'B', 'AA']",0,CCV,"['G', 'B', 'AA']"
1773,"['G', 'B', 'AY']",0,CCV,"['G', 'B', 'AY']"
1774,"['G', 'B', 'ER']",0,CCV,"['G', 'B', 'ER']"
1775,"['G', 'B', 'AO']",0,CCV,"['G', 'AO', 'SH']"
1776,"['G', 'B', 'UW']",0,CCV,"['G', 'B', 'UW']"
1777,"['G', 'B', 'IH']",0,CCV,"['G', 'B', 'IH']"
1778,"['G', 'B', 'EH']",0,CCV,"['G', 'B', 'EH']"
1779,"['G', 'B', 'UH']",0,CCV,"['G', 'UH', 'B']"
1780,"['G', 'B', 'IY']",0,CCV,"['G', 'B', 'IY']"
1781,"['G', 'B', 'EY']",0,CCV,"['G', 'EY', 'B']"
1782,"['G', 'B', 'OW']",0,CCV,"['G', 'OW', 'B']"
1783,"['G', 'B', 'AE']",0,CCV,"['B', 'AE', 'G']"
1784,"['G', 'B', 'AW']",0,CCV,"['G', 'B', 'AW']"
1785,"['G', 'D', 'AH']",0,CCV,"['G', 'D', 'AH']"
1786,"['G', 'D', 'OY']",0,CCV,"['G', 'OY', 'D']"
1787,"['G', 'D', 'AA']",0,CCV,"['G', 'D', 'AA']"
1788,"['G', 'D', 'AY']",0,CCV,"['G', 'AY', 'D']"
1789,"['G', 'D', 'ER']",0,CCV,"['G', 'D', 'ER']"
1790,"['G', 'D', 'AO']",0,CCV,"['G', 'AO', 'D']"
1791,"['G', 'D', 'UW']",0,CCV,"['G', 'D', 'UW']"
1792,"['G', 'D', 'IH']",0,CCV,"['G', 'IH', 'D']"
1793,"['G', 'D', 'EH']",0,CCV,"['G', 'D', 'EH']"
1794,"['G', 'D', 'UH']",0,CCV,"['G', 'UH', 'D']"
1795,"['G', 'D', 'IY']",0,CCV,"['G', 'D', 'IY']"
1796,"['G', 'D', 'EY']",0,CCV,"['G', 'EY', 'D']"
1797,"['G', 'D', 'OW']",0,CCV,"['G', 'D', 'OW']"
1798,"['G', 'D', 'AE']",0,CCV,"['G', 'AE', 'D']"
1799,"['G', 'D', 'AW']",0,CCV,"['G', 'EY', 'D']"
1800,"['G', 'F', 'AH']",1,CCV,"['F', 'G', 'AH']"
1801,"['G', 'F', 'OY']",1,CCV,"['G', 'OY', 'F']"
1802,"['G', 'F', 'AA']",1,CCV,"['G', 'F', 'AA']"
1803,"['G', 'F', 'AY']",1,CCV,"['G', 'F', 'AY']"
1804,"['G', 'F', 'ER']",1,CCV,"['G', 'F', 'ER']"
1805,"['G', 'F', 'AO']",1,CCV,"['G', 'AO', 'F']"
1806,"['G', 'F', 'UW']",1,CCV,"['G', 'F', 'UW']"
1807,"['G', 'F', 'IH']",1,CCV,"['G', 'F', 'IH']"
1808,"['G', 'F', 'EH']",1,CCV,"['F', 'G', 'EH']"
1809,"['G', 'F', 'UH']",1,CCV,"['G', 'UH', 'F']"
1810,"['G', 'F', 'IY']",1,CCV,"['F', 'G', 'IY']"
1811,"['G', 'F', 'EY']",1,CCV,"['G', 'EY', 'F']"
1812,"['G', 'F', 'OW']",1,CCV,"['G', 'F', 'OW']"
1813,"['G', 'F', 'AE']",1,CCV,"['F', 'AE', 'G']"
1814,"['G', 'F', 'AW']",1,CCV,"['G', 'F', 'AW']"
1815,"['G', 'TH', 'AH']",1,CCV,"['G', 'TH', 'AH']"
1816,"['G', 'TH', 'OY']",1,CCV,"['G', 'TH', 'OY']"
1817,"['G', 'TH', 'AA']",1,CCV,"['G', 'TH', 'AA']"
1818,"['G', 'TH', 'AY']",1,CCV,"['G', 'TH', 'AY']"
1819,"['G', 'TH', 'ER']",1,CCV,"['G', 'TH', 'ER']"
1820,"['G', 'TH', 'AO']",1,CCV,"['G', 'TH', 'AO']"
1821,"['G', 'TH', 'UW']",1,CCV,"['G', 'TH', 'UW']"
1822,"['G', 'TH', 'IH']",1,CCV,"['G', 'TH', 'IH']"
1823,"['G', 'TH', 'EH']",1,CCV,"['G', 'TH', 'EH']"
1824,"['G', 'TH', 'UH']",1,CCV,"['G', 'TH', 'UH']"
1825,"['G', 'TH', 'IY']",1,CCV,"['G', 'TH', 'IY']"
1826,"['G', 'TH', 'EY']",1,CCV,"['G', 'TH', 'EY']"
1827,"['G', 'TH', 'OW']",1,CCV,"['G', 'TH', 'OW']"
1828,"['G', 'TH', 'AE']",1,CCV,"['G', 'TH', 'AE']"
1829,"['G', 'TH', 'AW']",1,CCV,"['G', 'TH', 'AW']"
1830,"['G', 'S', 'AH']",1,CCV,"['G', 'R', 'AH']"
1831,"['G', 'S', 'OY']",1,CCV,"['G', 'OY', 'L']"
1832,"['G', 'S', 'AA']",1,CCV,"['G', 'AA', 'S']"
1833,"['G', 'S', 'AY']",1,CCV,"['G', 'S', 'AY']"
1834,"['G', 'S', 'ER']",1,CCV,"['G', 'S', 'ER']"
1835,"['G', 'S', 'AO']",1,CCV,"['G', 'AO', 'S']"
1836,"['G', 'S', 'UW']",1,CCV,"['G', 'UW', 'S']"
1837,"['G', 'S', 'IH']",1,CCV,"['G', 'IH', 'S']"
1838,"['G', 'S', 'EH']",1,CCV,"['G', 'S', 'EH']"
1839,"['G', 'S', 'UH']",1,CCV,"['S', 'UH', 'R']"
1840,"['G', 'S', 'IY']",1,CCV,"['G', 'S', 'IY']"
1841,"['G', 'S', 'EY']",1,CCV,"['G', 'EY', 'S']"
1842,"['G', 'S', 'OW']",1,CCV,"['G', 'S', 'OW']"
1843,"['G', 'S', 'AE']",1,CCV,"['S', 'AE', 'G']"
1844,"['G', 'S', 'AW']",1,CCV,"['G', 'AW', 'S']"
1845,"['G', 'SH', 'AH']",1,CCV,"['G', 'SH', 'AH']"
1846,"['G', 'SH', 'OY']",1,CCV,"['G', 'OY', 'SH']"
1847,"['G', 'SH', 'AA']",1,CCV,"['G', 'SH', 'AA']"
1848,"['G', 'SH', 'AY']",1,CCV,"['G', 'SH', 'AY']"
1849,"['G', 'SH', 'ER']",1,CCV,"['G', 'SH', 'ER']"
1850,"['G', 'SH', 'AO']",1,CCV,"['G', 'SH', 'AO']"
1851,"['G', 'SH', 'UW']",1,CCV,"['G', 'SH', 'UW']"
1852,"['G', 'SH', 'IH']",1,CCV,"['G', 'SH', 'IH']"
1853,"['G', 'SH', 'EH']",1,CCV,"['G', 'SH', 'EH']"
1854,"['G', 'SH', 'UH']",1,CCV,"['G', 'UH', 'SH']"
1855,"['G', 'SH', 'IY']",1,CCV,"['G', 'SH', 'IY']"
1856,"['G', 'SH', 'EY']",1,CCV,"['G', 'SH', 'EY']"
1857,"['G', 'SH', 'OW']",1,CCV,"['G', 'SH', 'OW']"
1858,"['G', 'SH', 'AE']",1,CCV,"['G', 'AE', 'SH']"
1859,"['G', 'SH', 'AW']",1,CCV,"['G', 'SH', 'AW']"
1860,"['G', 'Z', 'AH']",1,CCV,"['G', 'Z', 'AH']"
1861,"['G', 'Z', 'OY']",1,CCV,"['G', 'Z', 'OY']"
1862,"['G', 'Z', 'AA']",1,CCV,"['G', 'Z', 'AA']"
1863,"['G', 'Z', 'AY']",1,CCV,"['G', 'AY', 'Z']"
1864,"['G', 'Z', 'ER']",1,CCV,"['G', 'Z', 'ER']"
1865,"['G', 'Z', 'AO']",1,CCV,"['G', 'AO', 'Z']"
1866,"['G', 'Z', 'UW']",1,CCV,"['G', 'Z', 'UW']"
1867,"['G', 'Z', 'IH']",1,CCV,"['G', 'Z', 'IH']"
1868,"['G', 'Z', 'EH']",1,CCV,"['G', 'Z', 'EH']"
1869,"['G', 'Z', 'UH']",1,CCV,"['G', 'UH', 'Z']"
1870,"['G', 'Z', 'IY']",1,CCV,"['G', 'Z', 'IY']"
1871,"['G', 'Z', 'EY']",1,CCV,"['G', 'EY', 'Z']"
1872,"['G', 'Z', 'OW']",1,CCV,"['G', 'Z', 'OW']"
1873,"['G', 'Z', 'AE']",1,CCV,"['G', 'Z', 'AE']"
1874,"['G', 'Z', 'AW']",1,CCV,"['G', 'Z', 'AW']"
1875,"['G', 'ZH', 'AH']",1,CCV,"['G', 'ZH', 'AH']"
1876,"['G', 'ZH', 'OY']",1,CCV,"['G', 'OY', 'ZH']"
1877,"['G', 'ZH', 'AA']",1,CCV,"['G', 'ZH', 'AA']"
1878,"['G', 'ZH', 'AY']",1,CCV,"['G', 'ZH', 'AY']"
1879,"['G', 'ZH', 'ER']",1,CCV,"['G', 'ZH', 'ER']"
1880,"['G', 'ZH', 'AO']",1,CCV,"['G', 'ZH', 'AO']"
1881,"['G', 'ZH', 'UW']",1,CCV,"['G', 'ZH', 'UW']"
1882,"['G', 'ZH', 'IH']",1,CCV,"['G', 'ZH', 'IH']"
1883,"['G', 'ZH', 'EH']",1,CCV,"['G', 'ZH', 'EH']"
1884,"['G', 'ZH', 'UH']",1,CCV,"['G', 'ZH', 'UH']"
1885,"['G', 'ZH', 'IY']",1,CCV,"['G', 'ZH', 'IY']"
1886,"['G', 'ZH', 'EY']",1,CCV,"['G', 'ZH', 'EY']"
1887,"['G', 'ZH', 'OW']",1,CCV,"['G', 'ZH', 'OW']"
1888,"['G', 'ZH', 'AE']",1,CCV,"['G', 'ZH', 'AE']"
1889,"['G', 'ZH', 'AW']",1,CCV,"['G', 'ZH', 'AW']"
1890,"['G', 'V', 'AH']",1,CCV,"['G', 'V', 'AH']"
1891,"['G', 'V', 'OY']",1,CCV,"['G', 'V', 'OY']"
1892,"['G', 'V', 'AA']",1,CCV,"['G', 'V', 'AA']"
1893,"['G', 'V', 'AY']",1,CCV,"['G', 'V', 'AY']"
1894,"['G', 'V', 'ER']",1,CCV,"['G', 'V', 'ER']"
1895,"['G', 'V', 'AO']",1,CCV,"['G', 'V', 'AO']"
1896,"['G', 'V', 'UW']",1,CCV,"['G', 'UW', 'V']"
1897,"['G', 'V', 'IH']",1,CCV,"['G', 'V', 'IH']"
1898,"['G', 'V', 'EH']",1,CCV,"['G', 'V', 'EH']"
1899,"['G', 'V', 'UH']",1,CCV,"['G', 'UH', 'V']"
1900,"['G', 'V', 'IY']",1,CCV,"['G', 'V', 'IY']"
1901,"['G', 'V', 'EY']",1,CCV,"['G', 'EY', 'V']"
1902,"['G', 'V', 'OW']",1,CCV,"['G', 'V', 'OW']"
1903,"['G', 'V', 'AE']",1,CCV,"['G', 'V', 'AE']"
1904,"['G', 'V', 'AW']",1,CCV,"['G', 'V', 'AW']"
1905,"['G', 'DH', 'AH']",1,CCV,"['DH', 'AH', 'M']"
1906,"['G', 'DH', 'OY']",1,CCV,"['G', 'DH', 'OY']"
1907,"['G', 'DH', 'AA']",1,CCV,"['DH', 'G', 'AA']"
1908,"['G', 'DH', 'AY']",1,CCV,"['G', 'DH', 'AY']"
1909,"['G', 'DH', 'ER']",1,CCV,"['G', 'DH', 'ER']"
1910,"['G', 'DH', 'AO']",1,CCV,"['DH', 'AO', 'L']"
1911,"['G', 'DH', 'UW']",1,CCV,"['G', 'DH', 'UW']"
1912,"['G', 'DH', 'IH']",1,CCV,"['G', 'DH', 'IH']"
1913,"['G', 'DH', 'EH']",1,CCV,"['DH', 'EH', 'ER']"
1914,"['G', 'DH', 'UH']",1,CCV,"['DH', 'UH', 'M']"
1915,"['G', 'DH', 'IY']",1,CCV,"['DH', 'ER', 'IY']"
1916,"['G', 'DH', 'EY']",1,CCV,"['G', 'DH', 'EY']"
1917,"['G', 'DH', 'OW']",1,CCV,"['G', 'DH', 'OW']"
1918,"['G', 'DH', 'AE']",1,CCV,"['DH', 'AE', 'L']"
1919,"['G', 'DH', 'AW']",1,CCV,"['DH', 'AW', 'ER']"
1920,"['G', 'HH', 'AH']",1,CCV,"['G', 'HH', 'AH']"
1921,"['G', 'HH', 'OY']",1,CCV,"['G', 'OY', 'N']"
1922,"['G', 'HH', 'AA']",1,CCV,"['G', 'HH', 'IY']"
1923,"['G', 'HH', 'AY']",1,CCV,"['G', 'HH', 'AY']"
1924,"['G', 'HH', 'ER']",1,CCV,"['G', 'HH', 'ER']"
1925,"['G', 'HH', 'AO']",1,CCV,"['G', 'HH', 'AO']"
1926,"['G', 'HH', 'UW']",1,CCV,"['G', 'HH', 'UW']"
1927,"['G', 'HH', 'IH']",1,CCV,"['G', 'HH', 'IH']"
1928,"['G', 'HH', 'EH']",1,CCV,"['G', 'HH', 'EH']"
1929,"['G', 'HH', 'UH']",1,CCV,"['G', 'UH', 'L']"
1930,"['G', 'HH', 'IY']",1,CCV,"['G', 'HH', 'IY']"
1931,"['G', 'HH', 'EY']",1,CCV,"['G', 'HH', 'EY']"
1932,"['G', 'HH', 'OW']",1,CCV,"['G', 'HH', 'OW']"
1933,"['G', 'HH', 'AE']",1,CCV,"['G', 'HH', 'AE']"
1934,"['G', 'HH', 'AW']",1,CCV,"['G', 'HH', 'AW']"
1935,"['G', 'CH', 'AH']",2,CCV,"['G', 'CH', 'AH']"
1936,"['G', 'CH', 'OY']",2,CCV,"['G', 'R', 'OY']"
1937,"['G', 'CH', 'AA']",2,CCV,"['G', 'CH', 'AA']"
1938,"['G', 'CH', 'AY']",2,CCV,"['G', 'AY', 'CH']"
1939,"['G', 'CH', 'ER']",2,CCV,"['G', 'CH', 'ER']"
1940,"['G', 'CH', 'AO']",2,CCV,"['G', 'CH', 'AO']"
1941,"['G', 'CH', 'UW']",2,CCV,"['G', 'CH', 'UW']"
1942,"['G', 'CH', 'IH']",2,CCV,"['G', 'CH', 'IH']"
1943,"['G', 'CH', 'EH']",2,CCV,"['G', 'CH', 'EH']"
1944,"['G', 'CH', 'UH']",2,CCV,"['G', 'UH', 'CH']"
1945,"['G', 'CH', 'IY']",2,CCV,"['G', 'UH', 'CH']"
1946,"['G', 'CH', 'EY']",2,CCV,"['G', 'EY', 'CH']"
1947,"['G', 'CH', 'OW']",2,CCV,"['G', 'R', 'OW']"
1948,"['G', 'CH', 'AE']",2,CCV,"['G', 'AE', 'CH']"
1949,"['G', 'CH', 'AW']",2,CCV,"['G', 'CH', 'AW']"
1950,"['G', 'JH', 'AH']",2,CCV,"['G', 'JH', 'AH']"
1951,"['G', 'JH', 'OY']",2,CCV,"['G', 'OY', 'JH']"
1952,"['G', 'JH', 'AA']",2,CCV,"['G', 'AA', 'JH']"
1953,"['G', 'JH', 'AY']",2,CCV,"['G', 'AY', 'JH']"
1954,"['G', 'JH', 'ER']",2,CCV,"['G', 'JH', 'ER']"
1955,"['G', 'JH', 'AO']",2,CCV,"['G', 'AO', 'JH']"
1956,"['G', 'JH', 'UW']",2,CCV,"['G', 'AE', 'JH']"
1957,"['G', 'JH', 'IH']",2,CCV,"['G', 'IH', 'JH']"
1958,"['G', 'JH', 'EH']",2,CCV,"['G', 'JH', 'EH']"
1959,"['G', 'JH', 'UH']",2,CCV,"['G', 'UH', 'JH']"
1960,"['G', 'JH', 'IY']",2,CCV,"['G', 'IY', 'JH']"
1961,"['G', 'JH', 'EY']",2,CCV,"['G', 'EY', 'JH']"
1962,"['G', 'JH', 'OW']",2,CCV,"['G', 'OW', 'JH']"
1963,"['G', 'JH', 'AE']",2,CCV,"['G', 'AE', 'JH']"
1964,"['G', 'JH', 'AW']",2,CCV,"['G', 'JH', 'AW']"
1965,"['G', 'M', 'AH']",3,CCV,"['G', 'M', 'AH']"
1966,"['G', 'M', 'OY']",3,CCV,"['G', 'M', 'OY']"
1967,"['G', 'M', 'AA']",3,CCV,"['G', 'M', 'AA']"
1968,"['G', 'M', 'AY']",3,CCV,"['G', 'M', 'AY']"
1969,"['G', 'M', 'ER']",3,CCV,"['G', 'M', 'ER']"
1970,"['G', 'M', 'AO']",3,CCV,"['G', 'M', 'AO']"
1971,"['G', 'M', 'UW']",3,CCV,"['G', 'M', 'UW']"
1972,"['G', 'M', 'IH']",3,CCV,"['G', 'M', 'IH']"
1973,"['G', 'M', 'EH']",3,CCV,"['G', 'M', 'EH']"
1974,"['G', 'M', 'UH']",3,CCV,"['G', 'UH', 'M']"
1975,"['G', 'M', 'IY']",3,CCV,"['G', 'M', 'IY']"
1976,"['G', 'M', 'EY']",3,CCV,"['G', 'EY', 'M']"
1977,"['G', 'M', 'OW']",3,CCV,"['G', 'M', 'OW']"
1978,"['G', 'M', 'AE']",3,CCV,"['G', 'AE', 'M']"
1979,"['G', 'M', 'AW']",3,CCV,"['G', 'M', 'AW']"
1980,"['G', 'N', 'AH']",3,CCV,"['G', 'N', 'AH']"
1981,"['G', 'N', 'OY']",3,CCV,"['G', 'OY', 'N']"
1982,"['G', 'N', 'AA']",3,CCV,"['G', 'N', 'AA']"
1983,"['G', 'N', 'AY']",3,CCV,"['G', 'N', 'AY']"
1984,"['G', 'N', 'ER']",3,CCV,"['G', 'N', 'ER']"
1985,"['G', 'N', 'AO']",3,CCV,"['G', 'N', 'AO']"
1986,"['G', 'N', 'UW']",3,CCV,"['G', 'UW', 'N']"
1987,"['G', 'N', 'IH']",3,CCV,"['G', 'N', 'IH']"
1988,"['G', 'N', 'EH']",3,CCV,"['G', 'N', 'EH']"
1989,"['G', 'N', 'UH']",3,CCV,"['G', 'N', 'UH']"
1990,"['G', 'N', 'IY']",3,CCV,"['G', 'N', 'IY']"
1991,"['G', 'N', 'EY']",3,CCV,"['G', 'N', 'EY']"
1992,"['G', 'N', 'OW']",3,CCV,"['G', 'N', 'OW']"
1993,"['G', 'N', 'AE']",3,CCV,"['G', 'AE', 'N']"
1994,"['G', 'N', 'AW']",3,CCV,"['G', 'N', 'AW']"
1995,"['G', 'NG', 'AH']",3,CCV,"['NG', 'G', 'AH']"
1996,"['G', 'NG', 'OY']",3,CCV,"['G', 'NG', 'OY']"
1997,"['G', 'NG', 'AA']",3,CCV,"['G', 'NG', 'AA']"
1998,"['G', 'NG', 'AY']",3,CCV,"['G', 'NG', 'AY']"
1999,"['G', 'NG', 'ER']",3,CCV,"['G', 'NG', 'ER']"
2000,"['G', 'NG', 'AO']",3,CCV,"['G', 'NG', 'AO']"
2001,"['G', 'NG', 'UW']",3,CCV,"['G', 'NG', 'UW']"
2002,"['G', 'NG', 'IH']",3,CCV,"['G', 'NG', 'IH']"
2003,"['G', 'NG', 'EH']",3,CCV,"['NG', 'G', 'EH']"
2004,"['G', 'NG', 'UH']",3,CCV,"['G', 'UH', 'NG']"
2005,"['G', 'NG', 'IY']",3,CCV,"['G', 'NG', 'IY']"
2006,"['G', 'NG', 'EY']",3,CCV,"['G', 'EY', 'NG']"
2007,"['G', 'NG', 'OW']",3,CCV,"['G', 'NG', 'OW']"
2008,"['G', 'NG', 'AE']",3,CCV,"['F', 'AE', 'NG']"
2009,"['G', 'NG', 'AW']",3,CCV,"['G', 'NG', 'AW']"
2010,"['G', 'L', 'AH']",4,CCV,"['G', 'L', 'AH']"
2011,"['G', 'L', 'OY']",4,CCV,"['G', 'L', 'OY']"
2012,"['G', 'L', 'AA']",4,CCV,"['G', 'L', 'AA']"
2013,"['G', 'L', 'AY']",4,CCV,"['G', 'L', 'AY']"
2014,"['G', 'L', 'ER']",4,CCV,"['G', 'L', 'ER']"
2015,"['G', 'L', 'AO']",4,CCV,"['G', 'L', 'AO']"
2016,"['G', 'L', 'UW']",4,CCV,"['G', 'L', 'UW']"
2017,"['G', 'L', 'IH']",4,CCV,"['G', 'L', 'IH']"
2018,"['G', 'L', 'EH']",4,CCV,"['G', 'L', 'EH']"
2019,"['G', 'L', 'UH']",4,CCV,"['G', 'L', 'UH']"
2020,"['G', 'L', 'IY']",4,CCV,"['G', 'L', 'IY']"
2021,"['G', 'L', 'EY']",4,CCV,"['G', 'L', 'EY']"
2022,"['G', 'L', 'OW']",4,CCV,"['G', 'L', 'OW']"
2023,"['G', 'L', 'AE']",4,CCV,"['G', 'L', 'AE']"
2024,"['G', 'L', 'AW']",4,CCV,"['G', 'L', 'AW']"
2025,"['G', 'R', 'AH']",4,CCV,"['G', 'R', 'AH']"
2026,"['G', 'R', 'OY']",4,CCV,"['G', 'R', 'OY']"
2027,"['G', 'R', 'AA']",4,CCV,"['G', 'R', 'AA']"
2028,"['G', 'R', 'AY']",4,CCV,"['G', 'R', 'AY']"
2029,"['G', 'R', 'ER']",4,CCV,"['G', 'R', 'ER']"
2030,"['G', 'R', 'AO']",4,CCV,"['G', 'R', 'AO']"
2031,"['G', 'R', 'UW']",4,CCV,"['G', 'R', 'UW']"
2032,"['G', 'R', 'IH']",4,CCV,"['G', 'R', 'IH']"
2033,"['G', 'R', 'EH']",4,CCV,"['G', 'R', 'EH']"
2034,"['G', 'R', 'UH']",4,CCV,"['G', 'R', 'UH']"
2035,"['G', 'R', 'IY']",4,CCV,"['G', 'R', 'IY']"
2036,"['G', 'R', 'EY']",4,CCV,"['G', 'R', 'EY']"
2037,"['G', 'R', 'OW']",4,CCV,"['G', 'R', 'OW']"
2038,"['G', 'R', 'AE']",4,CCV,"['G', 'R', 'AE']"
2039,"['G', 'R', 'AW']",4,CCV,"['G', 'R', 'AW']"
2040,"['G', 'W', 'AH']",5,CCV,"['G', 'W', 'AH']"
2041,"['G', 'W', 'OY']",5,CCV,"['G', 'W', 'OY']"
2042,"['G', 'W', 'AA']",5,CCV,"['G', 'W', 'AA']"
2043,"['G', 'W', 'AY']",5,CCV,"['G', 'W', 'AY']"
2044,"['G', 'W', 'ER']",5,CCV,"['G', 'W', 'ER']"
2045,"['G', 'W', 'AO']",5,CCV,"['G', 'W', 'AO']"
2046,"['G', 'W', 'UW']",5,CCV,"['G', 'W', 'UW']"
2047,"['G', 'W', 'IH']",5,CCV,"['G', 'W', 'IH']"
2048,"['G', 'W', 'EH']",5,CCV,"['G', 'W', 'EH']"
2049,"['G', 'W', 'UH']",5,CCV,"['G', 'W', 'UH']"
2050,"['G', 'W', 'IY']",5,CCV,"['G', 'W', 'IY']"
2051,"['G', 'W', 'EY']",5,CCV,"['G', 'W', 'EY']"
2052,"['G', 'W', 'OW']",5,CCV,"['G', 'W', 'OW']"
2053,"['G', 'W', 'AE']",5,CCV,"['G', 'W', 'AE']"
2054,"['G', 'W', 'AW']",5,CCV,"['G', 'W', 'AW']"
2055,"['G', 'Y', 'AH']",5,CCV,"['G', 'Y', 'AH']"
2056,"['G', 'Y', 'OY']",5,CCV,"['G', 'OY', 'L']"
2057,"['G', 'Y', 'AA']",5,CCV,"['G', 'Y', 'AA']"
2058,"['G', 'Y', 'AY']",5,CCV,"['G', 'Y', 'AY']"
2059,"['G', 'Y', 'ER']",5,CCV,"['G', 'Y', 'ER']"
