,Word,Frequency,Zipf_Frequency,Part_of_Speech,Phonemes,No_Stress
5656,ashley,1.29e-05,4.11,PROPN,"['AE1', 'SH', 'L', 'IY0']","['AE', 'SH', 'L', 'IY']"
5657,athlete,1.29e-05,4.11,NOUN,"['AE1', 'TH', 'L', 'IY2', 'T']","['AE', 'TH', 'L', 'IY', 'T']"
5658,attraction,1.29e-05,4.11,NOUN,"['AH0', 'T', 'R', 'AE1', 'K', 'SH', 'AH0', 'N']","['AH', 'T', 'R', 'AE', 'K', 'SH', 'AH', 'N']"
5659,babe,1.29e-05,4.11,NOUN,"['B', 'EY1', 'B']","['B', 'EY', 'B']"
5660,bankruptcy,1.29e-05,4.11,NOUN,"['B', 'AE1', 'NG', 'K', 'R', 'AH0', 'P', 'S', 'IY0']","['B', 'AE', 'NG', 'K', 'R', 'AH', 'P', 'S', 'IY']"
5661,canon,1.29e-05,4.11,PROPN,"['K', 'AE1', 'N', 'AH0', 'N']","['K', 'AE', 'N', 'AH', 'N']"
5662,capabilities,1.29e-05,4.11,NOUN,"['K', 'EY2', 'P', 'AH0', 'B', 'IH1', 'L', 'AH0', 'T', 'IY0', 'Z']","['K', 'EY', 'P', 'AH', 'B', 'IH', 'L', 'AH', 'T', 'IY', 'Z']"
5663,cared,1.29e-05,4.11,VERB,"['K', 'EH1', 'R', 'D']","['K', 'EH', 'R', 'D']"
5664,catherine,1.29e-05,4.11,PROPN,"['K', 'AE1', 'TH', 'ER0', 'AH0', 'N']","['K', 'AE', 'TH', 'ER', 'AH', 'N']"
5665,chains,1.29e-05,4.11,NOUN,"['CH', 'EY1', 'N', 'Z']","['CH', 'EY', 'N', 'Z']"
5666,closure,1.29e-05,4.11,NOUN,"['K', 'L', 'OW1', 'ZH', 'ER0']","['K', 'L', 'OW', 'ZH', 'ER']"
5667,cognitive,1.29e-05,4.11,ADJ,"['K', 'AA1', 'G', 'N', 'IH0', 'T', 'IH0', 'V']","['K', 'AA', 'G', 'N', 'IH', 'T', 'IH', 'V']"
5668,competitors,1.29e-05,4.11,NOUN,"['K', 'AH0', 'M', 'P', 'EH1', 'T', 'AH0', 'T', 'ER0', 'Z']","['K', 'AH', 'M', 'P', 'EH', 'T', 'AH', 'T', 'ER', 'Z']"
5669,connecticut,1.29e-05,4.11,PROPN,"['K', 'AH0', 'N', 'EH1', 'T', 'AH0', 'K', 'AH0', 'T']","['K', 'AH', 'N', 'EH', 'T', 'AH', 'K', 'AH', 'T']"
5670,convert,1.29e-05,4.11,VERB,"['K', 'AA1', 'N', 'V', 'ER0', 'T']","['K', 'AA', 'N', 'V', 'ER', 'T']"
5671,cooked,1.29e-05,4.11,VERB,"['K', 'UH1', 'K', 'T']","['K', 'UH', 'K', 'T']"
5672,cups,1.29e-05,4.11,NOUN,"['K', 'AH1', 'P', 'S']","['K', 'AH', 'P', 'S']"
5673,deciding,1.29e-05,4.11,VERB,"['D', 'AH0', 'S', 'AY1', 'D', 'IH0', 'NG']","['D', 'AH', 'S', 'AY', 'D', 'IH', 'NG']"
5674,defender,1.29e-05,4.11,NOUN,"['D', 'IH0', 'F', 'EH1', 'N', 'D', 'ER0']","['D', 'IH', 'F', 'EH', 'N', 'D', 'ER']"
5675,dental,1.29e-05,4.11,ADJ,"['D', 'EH1', 'N', 'T', 'AH0', 'L']","['D', 'EH', 'N', 'T', 'AH', 'L']"
5676,diplomatic,1.29e-05,4.11,ADJ,"['D', 'IH2', 'P', 'L', 'AH0', 'M', 'AE1', 'T', 'IH0', 'K']","['D', 'IH', 'P', 'L', 'AH', 'M', 'AE', 'T', 'IH', 'K']"
5677,divisions,1.29e-05,4.11,NOUN,"['D', 'IH0', 'V', 'IH1', 'ZH', 'AH0', 'N', 'Z']","['D', 'IH', 'V', 'IH', 'ZH', 'AH', 'N', 'Z']"
5678,drum,1.29e-05,4.11,NOUN,"['D', 'R', 'AH1', 'M']","['D', 'R', 'AH', 'M']"
5679,editorial,1.29e-05,4.11,NOUN,"['EH2', 'D', 'AH0', 'T', 'AO1', 'R', 'IY0', 'AH0', 'L']","['EH', 'D', 'AH', 'T', 'AO', 'R', 'IY', 'AH', 'L']"
5680,enabled,1.29e-05,4.11,VERB,"['EH0', 'N', 'EY1', 'B', 'AH0', 'L', 'D']","['EH', 'N', 'EY', 'B', 'AH', 'L', 'D']"
5681,entertaining,1.29e-05,4.11,VERB,"['EH2', 'N', 'T', 'ER0', 'T', 'EY1', 'N', 'IH0', 'NG']","['EH', 'N', 'T', 'ER', 'T', 'EY', 'N', 'IH', 'NG']"
5682,est,1.29e-05,4.11,X,"['AH0', 'S', 'T', 'EY1', 'T']","['AH', 'S', 'T', 'EY', 'T']"
5683,establishing,1.29e-05,4.11,VERB,"['IH0', 'S', 'T', 'AE1', 'B', 'L', 'IH0', 'SH', 'IH0', 'NG']","['IH', 'S', 'T', 'AE', 'B', 'L', 'IH', 'SH', 'IH', 'NG']"
5684,eternal,1.29e-05,4.11,ADJ,"['IH0', 'T', 'ER1', 'N', 'AH0', 'L']","['IH', 'T', 'ER', 'N', 'AH', 'L']"
5685,freeze,1.29e-05,4.11,VERB,"['F', 'R', 'IY1', 'Z']","['F', 'R', 'IY', 'Z']"
5686,generic,1.29e-05,4.11,ADJ,"['JH', 'AH0', 'N', 'EH1', 'R', 'IH0', 'K']","['JH', 'AH', 'N', 'EH', 'R', 'IH', 'K']"
5687,grandma,1.29e-05,4.11,NOUN,"['G', 'R', 'AE1', 'M', 'AA0']","['G', 'R', 'AE', 'M', 'AA']"
5688,grip,1.29e-05,4.11,NOUN,"['G', 'R', 'IH1', 'P']","['G', 'R', 'IH', 'P']"
5689,handful,1.29e-05,4.11,ADJ,"['HH', 'AE1', 'N', 'D', 'F', 'UH2', 'L']","['HH', 'AE', 'N', 'D', 'F', 'UH', 'L']"
5690,happily,1.29e-05,4.11,ADV,"['HH', 'AE1', 'P', 'AH0', 'L', 'IY0']","['HH', 'AE', 'P', 'AH', 'L', 'IY']"
5691,harmony,1.29e-05,4.11,NOUN,"['HH', 'AA1', 'R', 'M', 'AH0', 'N', 'IY0']","['HH', 'AA', 'R', 'M', 'AH', 'N', 'IY']"
5692,humble,1.29e-05,4.11,ADJ,"['HH', 'AH1', 'M', 'B', 'AH0', 'L']","['HH', 'AH', 'M', 'B', 'AH', 'L']"
5693,hurting,1.29e-05,4.11,VERB,"['HH', 'ER1', 'T', 'IH0', 'NG']","['HH', 'ER', 'T', 'IH', 'NG']"
5694,hybrid,1.29e-05,4.11,NOUN,"['HH', 'AY1', 'B', 'R', 'AH0', 'D']","['HH', 'AY', 'B', 'R', 'AH', 'D']"
5695,intentions,1.29e-05,4.11,NOUN,"['IH0', 'N', 'T', 'EH1', 'N', 'CH', 'AH0', 'N', 'Z']","['IH', 'N', 'T', 'EH', 'N', 'CH', 'AH', 'N', 'Z']"
5696,investing,1.29e-05,4.11,VERB,"['IH0', 'N', 'V', 'EH1', 'S', 'T', 'IH0', 'NG']","['IH', 'N', 'V', 'EH', 'S', 'T', 'IH', 'NG']"
5697,keyboard,1.29e-05,4.11,NOUN,"['K', 'IY1', 'B', 'AO2', 'R', 'D']","['K', 'IY', 'B', 'AO', 'R', 'D']"
5698,lasting,1.29e-05,4.11,VERB,"['L', 'AE1', 'S', 'T', 'IH0', 'NG']","['L', 'AE', 'S', 'T', 'IH', 'NG']"
5699,locally,1.29e-05,4.11,ADV,"['L', 'OW1', 'K', 'AH0', 'L', 'IY0']","['L', 'OW', 'K', 'AH', 'L', 'IY']"
5700,loses,1.29e-05,4.11,VERB,"['L', 'UW1', 'Z', 'AH0', 'Z']","['L', 'UW', 'Z', 'AH', 'Z']"
5701,mild,1.29e-05,4.11,ADJ,"['M', 'AY1', 'L', 'D']","['M', 'AY', 'L', 'D']"
5702,minimal,1.29e-05,4.11,ADJ,"['M', 'IH1', 'N', 'AH0', 'M', 'AH0', 'L']","['M', 'IH', 'N', 'AH', 'M', 'AH', 'L']"
5703,mixing,1.29e-05,4.11,VERB,"['M', 'IH1', 'K', 'S', 'IH0', 'NG']","['M', 'IH', 'K', 'S', 'IH', 'NG']"
5704,molecular,1.29e-05,4.11,ADJ,"['M', 'AH0', 'L', 'EH1', 'K', 'Y', 'AH0', 'L', 'ER0']","['M', 'AH', 'L', 'EH', 'K', 'Y', 'AH', 'L', 'ER']"
5705,nearest,1.29e-05,4.11,ADJ,"['N', 'IH1', 'R', 'AH0', 'S', 'T']","['N', 'IH', 'R', 'AH', 'S', 'T']"
5706,neighbor,1.29e-05,4.11,NOUN,"['N', 'EY1', 'B', 'ER0']","['N', 'EY', 'B', 'ER']"
5707,noon,1.29e-05,4.11,NOUN,"['N', 'UW1', 'N']","['N', 'UW', 'N']"
5708,nowadays,1.29e-05,4.11,ADV,"['N', 'AW1', 'AH0', 'D', 'EY2', 'Z']","['N', 'AW', 'AH', 'D', 'EY', 'Z']"
5709,openly,1.29e-05,4.11,ADV,"['OW1', 'P', 'AH0', 'N', 'L', 'IY0']","['OW', 'P', 'AH', 'N', 'L', 'IY']"
5710,overview,1.29e-05,4.11,NOUN,"['OW1', 'V', 'ER0', 'V', 'Y', 'UW2']","['OW', 'V', 'ER', 'V', 'Y', 'UW']"
5711,pairs,1.29e-05,4.11,NOUN,"['P', 'EH1', 'R', 'Z']","['P', 'EH', 'R', 'Z']"
5712,palestinian,1.29e-05,4.11,ADJ,"['P', 'AE2', 'L', 'IH0', 'S', 'T', 'IH1', 'N', 'IY0', 'AH0', 'N']","['P', 'AE', 'L', 'IH', 'S', 'T', 'IH', 'N', 'IY', 'AH', 'N']"
5713,parish,1.29e-05,4.11,PROPN,"['P', 'AE1', 'R', 'IH0', 'SH']","['P', 'AE', 'R', 'IH', 'SH']"
5714,pathetic,1.29e-05,4.11,ADJ,"['P', 'AH0', 'TH', 'EH1', 'T', 'IH0', 'K']","['P', 'AH', 'TH', 'EH', 'T', 'IH', 'K']"
5715,poems,1.29e-05,4.11,VERB,"['P', 'OW1', 'AH0', 'M', 'Z']","['P', 'OW', 'AH', 'M', 'Z']"
5716,possibilities,1.29e-05,4.11,NOUN,"['P', 'AA2', 'S', 'AH0', 'B', 'IH1', 'L', 'AH0', 'T', 'IY0', 'Z']","['P', 'AA', 'S', 'AH', 'B', 'IH', 'L', 'AH', 'T', 'IY', 'Z']"
5717,potato,1.29e-05,4.11,NOUN,"['P', 'AH0', 'T', 'EY1', 'T', 'OW2']","['P', 'AH', 'T', 'EY', 'T', 'OW']"
5718,potter,1.29e-05,4.11,PROPN,"['P', 'AA1', 'T', 'ER0']","['P', 'AA', 'T', 'ER']"
5719,preference,1.29e-05,4.11,NOUN,"['P', 'R', 'EH1', 'F', 'ER0', 'AH0', 'N', 'S']","['P', 'R', 'EH', 'F', 'ER', 'AH', 'N', 'S']"
5720,promising,1.29e-05,4.11,VERB,"['P', 'R', 'AA1', 'M', 'AH0', 'S', 'IH0', 'NG']","['P', 'R', 'AA', 'M', 'AH', 'S', 'IH', 'NG']"
5721,proportion,1.29e-05,4.11,NOUN,"['P', 'R', 'AH0', 'P', 'AO1', 'R', 'SH', 'AH0', 'N']","['P', 'R', 'AH', 'P', 'AO', 'R', 'SH', 'AH', 'N']"
5722,purchases,1.29e-05,4.11,NOUN,"['P', 'ER1', 'CH', 'AH0', 'S', 'AH0', 'Z']","['P', 'ER', 'CH', 'AH', 'S', 'AH', 'Z']"
5723,rage,1.29e-05,4.11,NOUN,"['R', 'EY1', 'JH']","['R', 'EY', 'JH']"
5724,reflects,1.29e-05,4.11,VERB,"['R', 'IH0', 'F', 'L', 'EH1', 'K', 'T', 'S']","['R', 'IH', 'F', 'L', 'EH', 'K', 'T', 'S']"
5725,respected,1.29e-05,4.11,VERB,"['R', 'IH0', 'S', 'P', 'EH1', 'K', 'T', 'IH0', 'D']","['R', 'IH', 'S', 'P', 'EH', 'K', 'T', 'IH', 'D']"
5726,restoration,1.29e-05,4.11,NOUN,"['R', 'EH2', 'S', 'T', 'ER0', 'EY1', 'SH', 'AH0', 'N']","['R', 'EH', 'S', 'T', 'ER', 'EY', 'SH', 'AH', 'N']"
5727,selfish,1.29e-05,4.11,ADJ,"['S', 'EH1', 'L', 'F', 'IH0', 'SH']","['S', 'EH', 'L', 'F', 'IH', 'SH']"
5728,sergeant,1.29e-05,4.11,NOUN,"['S', 'AA1', 'R', 'JH', 'AH0', 'N', 'T']","['S', 'AA', 'R', 'JH', 'AH', 'N', 'T']"
5729,silk,1.29e-05,4.11,NOUN,"['S', 'IH1', 'L', 'K']","['S', 'IH', 'L', 'K']"
5730,stamp,1.29e-05,4.11,VERB,"['S', 'T', 'AE1', 'M', 'P']","['S', 'T', 'AE', 'M', 'P']"
5731,throne,1.29e-05,4.11,NOUN,"['TH', 'R', 'OW1', 'N']","['TH', 'R', 'OW', 'N']"
5732,thy,1.29e-05,4.11,VERB,"['DH', 'AY1']","['DH', 'AY']"
5733,urge,1.29e-05,4.11,VERB,"['ER1', 'JH']","['ER', 'JH']"
5734,voter,1.29e-05,4.11,NOUN,"['V', 'OW1', 'T', 'ER0']","['V', 'OW', 'T', 'ER']"
5735,warner,1.29e-05,4.11,PROPN,"['W', 'AO1', 'R', 'N', 'ER0']","['W', 'AO', 'R', 'N', 'ER']"
5736,wasting,1.29e-05,4.11,VERB,"['W', 'EY1', 'S', 'T', 'IH0', 'NG']","['W', 'EY', 'S', 'T', 'IH', 'NG']"
5737,witch,1.29e-05,4.11,NOUN,"['W', 'IH1', 'CH']","['W', 'IH', 'CH']"
5738,advantages,1.26e-05,4.1,NOUN,"['AE0', 'D', 'V', 'AE1', 'N', 'T', 'IH0', 'JH', 'IH0', 'Z']","['AE', 'D', 'V', 'AE', 'N', 'T', 'IH', 'JH', 'IH', 'Z']"
5739,ally,1.26e-05,4.1,NOUN,"['AE1', 'L', 'AY0']","['AE', 'L', 'AY']"
5740,archives,1.26e-05,4.1,NOUN,"['AA1', 'R', 'K', 'AY2', 'V', 'Z']","['AA', 'R', 'K', 'AY', 'V', 'Z']"
5741,array,1.26e-05,4.1,VERB,"['ER0', 'EY1']","['ER', 'EY']"
5742,assisted,1.26e-05,4.1,VERB,"['AH0', 'S', 'IH1', 'S', 'T', 'AH0', 'D']","['AH', 'S', 'IH', 'S', 'T', 'AH', 'D']"
5743,backs,1.26e-05,4.1,VERB,"['B', 'AE1', 'K', 'S']","['B', 'AE', 'K', 'S']"
5744,belly,1.26e-05,4.1,NOUN,"['B', 'EH1', 'L', 'IY0']","['B', 'EH', 'L', 'IY']"
5745,booth,1.26e-05,4.1,PROPN,"['B', 'UW1', 'TH']","['B', 'UW', 'TH']"
5746,breakdown,1.26e-05,4.1,NOUN,"['B', 'R', 'EY1', 'K', 'D', 'AW2', 'N']","['B', 'R', 'EY', 'K', 'D', 'AW', 'N']"
5747,bridges,1.26e-05,4.1,NOUN,"['B', 'R', 'IH1', 'JH', 'AH0', 'Z']","['B', 'R', 'IH', 'JH', 'AH', 'Z']"
5748,brutal,1.26e-05,4.1,ADJ,"['B', 'R', 'UW1', 'T', 'AH0', 'L']","['B', 'R', 'UW', 'T', 'AH', 'L']"
5749,calculated,1.26e-05,4.1,VERB,"['K', 'AE1', 'L', 'K', 'Y', 'AH0', 'L', 'EY2', 'T', 'AH0', 'D']","['K', 'AE', 'L', 'K', 'Y', 'AH', 'L', 'EY', 'T', 'AH', 'D']"
5750,cam,1.26e-05,4.1,NOUN,"['K', 'AE1', 'M']","['K', 'AE', 'M']"
5751,centres,1.26e-05,4.1,NOUN,"['S', 'EH1', 'N', 'T', 'ER0', 'Z']","['S', 'EH', 'N', 'T', 'ER', 'Z']"
5752,chapters,1.26e-05,4.1,NOUN,"['CH', 'AE1', 'P', 'T', 'ER0', 'Z']","['CH', 'AE', 'P', 'T', 'ER', 'Z']"
5753,citizenship,1.26e-05,4.1,NOUN,"['S', 'IH1', 'T', 'IH0', 'Z', 'AH0', 'N', 'SH', 'IH2', 'P']","['S', 'IH', 'T', 'IH', 'Z', 'AH', 'N', 'SH', 'IH', 'P']"
5754,civilians,1.26e-05,4.1,NOUN,"['S', 'AH0', 'V', 'IH1', 'L', 'Y', 'AH0', 'N', 'Z']","['S', 'AH', 'V', 'IH', 'L', 'Y', 'AH', 'N', 'Z']"
5755,cliff,1.26e-05,4.1,NOUN,"['K', 'L', 'IH1', 'F']","['K', 'L', 'IH', 'F']"
5756,conflicts,1.26e-05,4.1,NOUN,"['K', 'AH0', 'N', 'F', 'L', 'IH1', 'K', 'T', 'S']","['K', 'AH', 'N', 'F', 'L', 'IH', 'K', 'T', 'S']"
5757,consensus,1.26e-05,4.1,NOUN,"['K', 'AH0', 'N', 'S', 'EH1', 'N', 'S', 'AH0', 'S']","['K', 'AH', 'N', 'S', 'EH', 'N', 'S', 'AH', 'S']"
5758,cycling,1.26e-05,4.1,VERB,"['S', 'AY1', 'K', 'AH0', 'L', 'IH0', 'NG']","['S', 'AY', 'K', 'AH', 'L', 'IH', 'NG']"
5759,declaration,1.26e-05,4.1,NOUN,"['D', 'EH2', 'K', 'L', 'ER0', 'EY1', 'SH', 'AH0', 'N']","['D', 'EH', 'K', 'L', 'ER', 'EY', 'SH', 'AH', 'N']"
5760,dennis,1.26e-05,4.1,PROPN,"['D', 'EH1', 'N', 'IH0', 'S']","['D', 'EH', 'N', 'IH', 'S']"
5761,derby,1.26e-05,4.1,NOUN,"['D', 'ER1', 'B', 'IY0']","['D', 'ER', 'B', 'IY']"
5762,distinction,1.26e-05,4.1,NOUN,"['D', 'IH0', 'S', 'T', 'IH1', 'NG', 'K', 'SH', 'AH0', 'N']","['D', 'IH', 'S', 'T', 'IH', 'NG', 'K', 'SH', 'AH', 'N']"
5763,donations,1.26e-05,4.1,NOUN,"['D', 'OW0', 'N', 'EY1', 'SH', 'AH0', 'N', 'Z']","['D', 'OW', 'N', 'EY', 'SH', 'AH', 'N', 'Z']"
5764,dragons,1.26e-05,4.1,NOUN,"['D', 'R', 'AE1', 'G', 'AH0', 'N', 'Z']","['D', 'R', 'AE', 'G', 'AH', 'N', 'Z']"
5765,draws,1.26e-05,4.1,VERB,"['D', 'R', 'AO1', 'Z']","['D', 'R', 'AO', 'Z']"
5766,examined,1.26e-05,4.1,VERB,"['IH0', 'G', 'Z', 'AE1', 'M', 'AH0', 'N', 'D']","['IH', 'G', 'Z', 'AE', 'M', 'AH', 'N', 'D']"
5767,facial,1.26e-05,4.1,ADJ,"['F', 'EY1', 'SH', 'AH0', 'L']","['F', 'EY', 'SH', 'AH', 'L']"
5768,faithful,1.26e-05,4.1,ADJ,"['F', 'EY1', 'TH', 'F', 'AH0', 'L']","['F', 'EY', 'TH', 'F', 'AH', 'L']"
5769,fatal,1.26e-05,4.1,ADJ,"['F', 'EY1', 'T', 'AH0', 'L']","['F', 'EY', 'T', 'AH', 'L']"
5770,fig,1.26e-05,4.1,NOUN,"['F', 'IH1', 'G']","['F', 'IH', 'G']"
5771,fitting,1.26e-05,4.1,VERB,"['F', 'IH1', 'T', 'IH0', 'NG']","['F', 'IH', 'T', 'IH', 'NG']"
5772,genuinely,1.26e-05,4.1,ADV,"['JH', 'EH1', 'N', 'Y', 'AH0', 'W', 'AH0', 'N', 'L', 'IY0']","['JH', 'EH', 'N', 'Y', 'AH', 'W', 'AH', 'N', 'L', 'IY']"
5773,hardest,1.26e-05,4.1,ADV,"['HH', 'AA1', 'R', 'D', 'AH0', 'S', 'T']","['HH', 'AA', 'R', 'D', 'AH', 'S', 'T']"
5774,holland,1.26e-05,4.1,PROPN,"['HH', 'AA1', 'L', 'AH0', 'N', 'D']","['HH', 'AA', 'L', 'AH', 'N', 'D']"
5775,honored,1.26e-05,4.1,VERB,"['AA1', 'N', 'ER0', 'D']","['AA', 'N', 'ER', 'D']"
5776,hunger,1.26e-05,4.1,NOUN,"['HH', 'AH1', 'NG', 'G', 'ER0']","['HH', 'AH', 'NG', 'G', 'ER']"
5777,hurricane,1.26e-05,4.1,NOUN,"['HH', 'ER1', 'AH0', 'K', 'EY2', 'N']","['HH', 'ER', 'AH', 'K', 'EY', 'N']"
5778,implications,1.26e-05,4.1,NOUN,"['IH2', 'M', 'P', 'L', 'AH0', 'K', 'EY1', 'SH', 'AH0', 'N', 'Z']","['IH', 'M', 'P', 'L', 'AH', 'K', 'EY', 'SH', 'AH', 'N', 'Z']"
5779,import,1.26e-05,4.1,VERB,"['IH0', 'M', 'P', 'AO1', 'R', 'T']","['IH', 'M', 'P', 'AO', 'R', 'T']"
5780,innovative,1.26e-05,4.1,ADJ,"['IH1', 'N', 'AH0', 'V', 'EY2', 'T', 'IH0', 'V']","['IH', 'N', 'AH', 'V', 'EY', 'T', 'IH', 'V']"
5781,jurisdiction,1.26e-05,4.1,NOUN,"['JH', 'UH2', 'R', 'AH0', 'S', 'D', 'IH1', 'K', 'SH', 'AH0', 'N']","['JH', 'UH', 'R', 'AH', 'S', 'D', 'IH', 'K', 'SH', 'AH', 'N']"
5782,laughter,1.26e-05,4.1,NOUN,"['L', 'AE1', 'F', 'T', 'ER0']","['L', 'AE', 'F', 'T', 'ER']"
5783,lemon,1.26e-05,4.1,NOUN,"['L', 'EH1', 'M', 'AH0', 'N']","['L', 'EH', 'M', 'AH', 'N']"
5784,lifted,1.26e-05,4.1,VERB,"['L', 'IH1', 'F', 'T', 'AH0', 'D']","['L', 'IH', 'F', 'T', 'AH', 'D']"
5785,loading,1.26e-05,4.1,VERB,"['L', 'OW1', 'D', 'IH0', 'NG']","['L', 'OW', 'D', 'IH', 'NG']"
5786,lung,1.26e-05,4.1,NOUN,"['L', 'AH1', 'NG']","['L', 'AH', 'NG']"
5787,matching,1.26e-05,4.1,VERB,"['M', 'AE1', 'CH', 'IH0', 'NG']","['M', 'AE', 'CH', 'IH', 'NG']"
5788,mighty,1.26e-05,4.1,ADJ,"['M', 'AY1', 'T', 'IY0']","['M', 'AY', 'T', 'IY']"
5789,monetary,1.26e-05,4.1,ADJ,"['M', 'AA1', 'N', 'AH0', 'T', 'EH2', 'R', 'IY0']","['M', 'AA', 'N', 'AH', 'T', 'EH', 'R', 'IY']"
5790,novels,1.26e-05,4.1,NOUN,"['N', 'AA1', 'V', 'AH0', 'L', 'Z']","['N', 'AA', 'V', 'AH', 'L', 'Z']"
5791,nutrition,1.26e-05,4.1,NOUN,"['N', 'UW0', 'T', 'R', 'IH1', 'SH', 'AH0', 'N']","['N', 'UW', 'T', 'R', 'IH', 'SH', 'AH', 'N']"
5792,ore,1.26e-05,4.1,NOUN,"['AO1', 'R']","['AO', 'R']"
5793,os,1.26e-05,4.1,PROPN,"['AA1', 'S']","['AA', 'S']"
5794,outcomes,1.26e-05,4.1,NOUN,"['AW1', 'T', 'K', 'AH2', 'M', 'Z']","['AW', 'T', 'K', 'AH', 'M', 'Z']"
5795,outta,1.26e-05,4.1,VERB,"['UW1', 'T', 'AH0']","['UW', 'T', 'AH']"
5796,pine,1.26e-05,4.1,VERB,"['P', 'AY1', 'N']","['P', 'AY', 'N']"
5797,polls,1.26e-05,4.1,NOUN,"['P', 'OW1', 'L', 'Z']","['P', 'OW', 'L', 'Z']"
5798,poorly,1.26e-05,4.1,ADV,"['P', 'UH1', 'R', 'L', 'IY0']","['P', 'UH', 'R', 'L', 'IY']"
5799,portugal,1.26e-05,4.1,PROPN,"['P', 'AO1', 'R', 'CH', 'AH0', 'G', 'AH0', 'L']","['P', 'AO', 'R', 'CH', 'AH', 'G', 'AH', 'L']"
5800,pose,1.26e-05,4.1,VERB,"['P', 'OW1', 'Z']","['P', 'OW', 'Z']"
5801,pour,1.26e-05,4.1,VERB,"['P', 'AO1', 'R']","['P', 'AO', 'R']"
5802,proteins,1.26e-05,4.1,NOUN,"['P', 'R', 'OW1', 'T', 'IY2', 'N', 'Z']","['P', 'R', 'OW', 'T', 'IY', 'N', 'Z']"
5803,provider,1.26e-05,4.1,NOUN,"['P', 'R', 'AH0', 'V', 'AY1', 'D', 'ER0']","['P', 'R', 'AH', 'V', 'AY', 'D', 'ER']"
5804,publish,1.26e-05,4.1,VERB,"['P', 'AH1', 'B', 'L', 'IH0', 'SH']","['P', 'AH', 'B', 'L', 'IH', 'SH']"
5805,purely,1.26e-05,4.1,ADV,"['P', 'Y', 'UH1', 'R', 'L', 'IY0']","['P', 'Y', 'UH', 'R', 'L', 'IY']"
5806,ralph,1.26e-05,4.1,PROPN,"['R', 'AE1', 'L', 'F']","['R', 'AE', 'L', 'F']"
5807,rental,1.26e-05,4.1,NOUN,"['R', 'EH1', 'N', 'T', 'AH0', 'L']","['R', 'EH', 'N', 'T', 'AH', 'L']"
5808,resolved,1.26e-05,4.1,VERB,"['R', 'IY0', 'Z', 'AA1', 'L', 'V', 'D']","['R', 'IY', 'Z', 'AA', 'L', 'V', 'D']"
5809,rewards,1.26e-05,4.1,NOUN,"['R', 'IH0', 'W', 'AO1', 'R', 'D', 'Z']","['R', 'IH', 'W', 'AO', 'R', 'D', 'Z']"
5810,sang,1.26e-05,4.1,VERB,"['S', 'AE1', 'NG']","['S', 'AE', 'NG']"
5811,seemingly,1.26e-05,4.1,ADV,"['S', 'IY1', 'M', 'IH0', 'NG', 'L', 'IY0']","['S', 'IY', 'M', 'IH', 'NG', 'L', 'IY']"
5812,senators,1.26e-05,4.1,NOUN,"['S', 'EH1', 'N', 'AH0', 'T', 'ER0', 'Z']","['S', 'EH', 'N', 'AH', 'T', 'ER', 'Z']"
5813,severely,1.26e-05,4.1,ADV,"['S', 'AH0', 'V', 'IH1', 'R', 'L', 'IY0']","['S', 'AH', 'V', 'IH', 'R', 'L', 'IY']"
5814,shark,1.26e-05,4.1,NOUN,"['SH', 'AA1', 'R', 'K']","['SH', 'AA', 'R', 'K']"
5815,shocking,1.26e-05,4.1,VERB,"['SH', 'AA1', 'K', 'IH0', 'NG']","['SH', 'AA', 'K', 'IH', 'NG']"
5816,southwest,1.26e-05,4.1,ADV,"['S', 'AW2', 'TH', 'W', 'EH1', 'S', 'T']","['S', 'AW', 'TH', 'W', 'EH', 'S', 'T']"
5817,studios,1.26e-05,4.1,NOUN,"['S', 'T', 'UW1', 'D', 'IY0', 'OW2', 'Z']","['S', 'T', 'UW', 'D', 'IY', 'OW', 'Z']"
5818,survivors,1.26e-05,4.1,NOUN,"['S', 'ER0', 'V', 'AY1', 'V', 'ER0', 'Z']","['S', 'ER', 'V', 'AY', 'V', 'ER', 'Z']"
5819,tales,1.26e-05,4.1,NOUN,"['T', 'EY1', 'L', 'Z']","['T', 'EY', 'L', 'Z']"
5820,technically,1.26e-05,4.1,ADV,"['T', 'EH1', 'K', 'N', 'IH0', 'K', 'AH0', 'L', 'IY0']","['T', 'EH', 'K', 'N', 'IH', 'K', 'AH', 'L', 'IY']"
5821,titled,1.26e-05,4.1,VERB,"['T', 'AY1', 'T', 'AH0', 'L', 'D']","['T', 'AY', 'T', 'AH', 'L', 'D']"
5822,traditions,1.26e-05,4.1,NOUN,"['T', 'R', 'AH0', 'D', 'IH1', 'SH', 'AH0', 'N', 'Z']","['T', 'R', 'AH', 'D', 'IH', 'SH', 'AH', 'N', 'Z']"
5823,unlimited,1.26e-05,4.1,ADJ,"['AH0', 'N', 'L', 'IH1', 'M', 'AH0', 'T', 'AH0', 'D']","['AH', 'N', 'L', 'IH', 'M', 'AH', 'T', 'AH', 'D']"
5824,washed,1.26e-05,4.1,VERB,"['W', 'AA1', 'SH', 'T']","['W', 'AA', 'SH', 'T']"
5825,watches,1.26e-05,4.1,VERB,"['W', 'AA1', 'CH', 'AH0', 'Z']","['W', 'AA', 'CH', 'AH', 'Z']"
5826,advise,1.23e-05,4.09,VERB,"['AE0', 'D', 'V', 'AY1', 'Z']","['AE', 'D', 'V', 'AY', 'Z']"
