,Word,Phonemes,No Stress,Length
9182,peopersater,"['P', 'IY1', 'P', 'ER0', 'EY2', 'S', 'T', 'ER0']","['P', 'IY', 'P', 'ER', 'EY', 'S', 'T', 'ER']",8
9191,peopinued,"['P', 'IY2', 'AH0', 'P', 'AY1', 'N', 'AH0', 'D']","['P', 'IY', 'AH', 'P', 'AY', 'N', 'AH', 'D']",8
9214,advanan,"['AE1', 'D', 'V', 'AH0', 'N', 'AH0', 'N']","['AE', 'D', 'V', 'AH', 'N', 'AH', 'N']",7
9216,beforts,"['B', 'IH0', 'F', 'AO1', 'R', 'T', 'S']","['B', 'IH', 'F', 'AO', 'R', 'T', 'S']",7
9219,pervicishes,"['P', 'ER1', 'V', 'IH0', 'SH', 'IH0', 'S']","['P', 'ER', 'V', 'IH', 'SH', 'IH', 'S']",7
9228,ordinia,"['AO0', 'R', 'D', 'IH1', 'N', 'IY0', 'AH0']","['AO', 'R', 'D', 'IH', 'N', 'IY', 'AH']",7
9232,lebsiden,"['L', 'EH1', 'B', 'S', 'IH0', 'D', 'AH0', 'N']","['L', 'EH', 'B', 'S', 'IH', 'D', 'AH', 'N']",8
9240,folitit,"['F', 'AA1', 'L', 'AH0', 'T', 'AH0', 'T']","['F', 'AA', 'L', 'AH', 'T', 'AH', 'T']",7
9245,agrisiter,"['AE1', 'G', 'R', 'AH0', 'S', 'AY2', 'T', 'ER0']","['AE', 'G', 'R', 'AH', 'S', 'AY', 'T', 'ER']",8
9257,univel,"['Y', 'UW1', 'N', 'AH0', 'V', 'AH0', 'L']","['Y', 'UW', 'N', 'AH', 'V', 'AH', 'L']",7
9260,arogruple,"['ER0', 'AO1', 'G', 'R', 'AH0', 'P', 'AH0', 'L']","['ER', 'AO', 'G', 'R', 'AH', 'P', 'AH', 'L']",8
9262,croupaper,"['K', 'R', 'UW1', 'P', 'EY2', 'P', 'ER0']","['K', 'R', 'UW', 'P', 'EY', 'P', 'ER']",7
9264,bodepted,"['B', 'AA1', 'D', 'AH0', 'P', 'T', 'IH0', 'D']","['B', 'AA', 'D', 'AH', 'P', 'T', 'IH', 'D']",8
9266,howelopment,"['HH', 'AW1', 'AH0', 'L', 'P', 'AH0', 'M', 'T']","['HH', 'AW', 'AH', 'L', 'P', 'AH', 'M', 'T']",8
9268,phortinly,"['F', 'AO1', 'R', 'T', 'IH0', 'N', 'L', 'IY0']","['F', 'AO', 'R', 'T', 'IH', 'N', 'L', 'IY']",8
9280,mannarters,"['M', 'AE1', 'N', 'ER0', 'T', 'ER0', 'Z']","['M', 'AE', 'N', 'ER', 'T', 'ER', 'Z']",7
9286,furivited,"['F', 'ER1', 'AH0', 'V', 'IH0', 'T', 'IH0', 'D']","['F', 'ER', 'AH', 'V', 'IH', 'T', 'IH', 'D']",8
9290,havorent,"['HH', 'AE1', 'V', 'ER0', 'AH0', 'N', 'T']","['HH', 'AE', 'V', 'ER', 'AH', 'N', 'T']",7
9295,oppartion,"['AH0', 'P', 'AA1', 'R', 'SH', 'AH0', 'N']","['AH', 'P', 'AA', 'R', 'SH', 'AH', 'N']",7
9298,cornady,"['K', 'AO1', 'R', 'N', 'AH0', 'D', 'IY0']","['K', 'AO', 'R', 'N', 'AH', 'D', 'IY']",7
9306,rultdomes,"['R', 'AH1', 'L', 'T', 'M', 'UW2', 'D', 'Z']","['R', 'AH', 'L', 'T', 'M', 'UW', 'D', 'Z']",8
9309,tonsidary,"['T', 'AA1', 'N', 'S', 'IH0', 'D', 'R', 'EY0']","['T', 'AA', 'N', 'S', 'IH', 'D', 'R', 'EY']",8
9328,hackedins,"['HH', 'AE1', 'K', 'AH0', 'D', 'IY2', 'N', 'Z']","['HH', 'AE', 'K', 'AH', 'D', 'IY', 'N', 'Z']",8
9332,comethly,"['K', 'AH1', 'M', 'AH0', 'TH', 'L', 'IY0']","['K', 'AH', 'M', 'AH', 'TH', 'L', 'IY']",7
9337,aculege,"['AH0', 'K', 'Y', 'UW1', 'L', 'IH0', 'JH']","['AH', 'K', 'Y', 'UW', 'L', 'IH', 'JH']",7
9339,papposper,"['P', 'AE1', 'P', 'AH0', 'S', 'P', 'ER0']","['P', 'AE', 'P', 'AH', 'S', 'P', 'ER']",7
9341,sporiam,"['S', 'P', 'AO1', 'R', 'IY0', 'AH0', 'M']","['S', 'P', 'AO', 'R', 'IY', 'AH', 'M']",7
9344,relpits,"['R', 'EH1', 'L', 'P', 'IH0', 'T', 'S']","['R', 'EH', 'L', 'P', 'IH', 'T', 'S']",7
9346,towarkable,"['T', 'OW1', 'ER0', 'K', 'AE2', 'B', 'AH0', 'L']","['T', 'OW', 'ER', 'K', 'AE', 'B', 'AH', 'L']",8
9348,retteasions,"['R', 'EH2', 'T', 'IY1', 'ZH', 'AH0', 'N', 'Z']","['R', 'EH', 'T', 'IY', 'ZH', 'AH', 'N', 'Z']",8
9354,goveraties,"['G', 'AH1', 'V', 'ER0', 'EY2', 'T', 'IY0', 'Z']","['G', 'AH', 'V', 'ER', 'EY', 'T', 'IY', 'Z']",8
9358,everythippi,"['EH2', 'V', 'ER0', 'TH', 'IY1', 'T', 'IY0', 'P']","['EH', 'V', 'ER', 'TH', 'IY', 'T', 'IY', 'P']",8
9363,beforia,"['B', 'EH0', 'F', 'AO1', 'R', 'IY0', 'AH0']","['B', 'EH', 'F', 'AO', 'R', 'IY', 'AH']",7
9382,beforts,"['B', 'IH0', 'F', 'AO1', 'R', 'T', 'S']","['B', 'IH', 'F', 'AO', 'R', 'T', 'S']",7
9394,streemence,"['S', 'T', 'R', 'IY1', 'M', 'AH0', 'N', 'S']","['S', 'T', 'R', 'IY', 'M', 'AH', 'N', 'S']",8
9428,wituric,"['W', 'IH0', 'T', 'UH1', 'R', 'IH0', 'K']","['W', 'IH', 'T', 'UH', 'R', 'IH', 'K']",7
9443,shorefors,"['SH', 'AO1', 'R', 'F', 'AO2', 'R', 'Z']","['SH', 'AO', 'R', 'F', 'AO', 'R', 'Z']",7
9456,advantion,"['AE0', 'D', 'V', 'AE1', 'N', 'SH', 'AH0', 'N']","['AE', 'D', 'V', 'AE', 'N', 'SH', 'AH', 'N']",8
9472,invermic,"['IH0', 'N', 'V', 'ER1', 'M', 'IH0', 'K']","['IH', 'N', 'V', 'ER', 'M', 'IH', 'K']",7
9479,forksor,"['F', 'AO1', 'K', 'S', 'AO1', 'R', 'F']","['F', 'AO', 'K', 'S', 'AO', 'R', 'F']",7
9490,anyonds,"['EH1', 'N', 'IY0', 'AH0', 'N', 'D', 'Z']","['EH', 'N', 'IY', 'AH', 'N', 'D', 'Z']",7
9492,afrioched,"['AH0', 'F', 'R', 'AY1', 'AH0', 'K', 'T']","['AH', 'F', 'R', 'AY', 'AH', 'K', 'T']",7
9496,wittican,"['W', 'IH1', 'T', 'IH0', 'K', 'AH0', 'N']","['W', 'IH', 'T', 'IH', 'K', 'AH', 'N']",7
9498,gosidend,"['G', 'AA1', 'S', 'IH0', 'D', 'AH0', 'N', 'D']","['G', 'AA', 'S', 'IH', 'D', 'AH', 'N', 'D']",8
9514,molifor,"['M', 'AA1', 'L', 'IH0', 'F', 'AO0', 'R']","['M', 'AA', 'L', 'IH', 'F', 'AO', 'R']",7
9524,docidiance,"['D', 'OW0', 'S', 'AY1', 'D', 'AH0', 'N', 'S']","['D', 'OW', 'S', 'AY', 'D', 'AH', 'N', 'S']",8
9527,spagilly,"['S', 'P', 'AE1', 'G', 'AH0', 'L', 'IY0']","['S', 'P', 'AE', 'G', 'AH', 'L', 'IY']",7
9528,delgand,"['D', 'EH1', 'L', 'G', 'AH0', 'N', 'D']","['D', 'EH', 'L', 'G', 'AH', 'N', 'D']",7
9535,payinernished,"['P', 'EY1', 'AH0', 'N', 'SH', 'ER2', 'N', 'Z']","['P', 'EY', 'AH', 'N', 'SH', 'ER', 'N', 'Z']",8
9542,canuted,"['K', 'AH0', 'N', 'UW1', 'T', 'AH0', 'D']","['K', 'AH', 'N', 'UW', 'T', 'AH', 'D']",7
9548,rescocop,"['R', 'EH1', 'S', 'K', 'OW0', 'P', 'AA2', 'K']","['R', 'EH', 'S', 'K', 'OW', 'P', 'AA', 'K']",8
9561,oysernmen,"['OY1', 'Z', 'ER0', 'N', 'M', 'AH0', 'N']","['OY', 'Z', 'ER', 'N', 'M', 'AH', 'N']",7
9566,afrinside,"['AE1', 'F', 'R', 'IH0', 'N', 'S', 'AY2', 'D']","['AE', 'F', 'R', 'IH', 'N', 'S', 'AY', 'D']",8
9568,presdary,"['P', 'R', 'EH1', 'S', 'D', 'ER0', 'IY0']","['P', 'R', 'EH', 'S', 'D', 'ER', 'IY']",7
9573,togelles,"['T', 'AH0', 'G', 'EH1', 'L', 'AH0', 'Z']","['T', 'AH', 'G', 'EH', 'L', 'AH', 'Z']",7
9578,nativious,"['N', 'AH0', 'T', 'IH1', 'V', 'IY0', 'AH0', 'S']","['N', 'AH', 'T', 'IH', 'V', 'IY', 'AH', 'S']",8
9579,vistoney,"['V', 'IH1', 'S', 'T', 'AH0', 'N', 'IY0']","['V', 'IH', 'S', 'T', 'AH', 'N', 'IY']",7
9586,counific,"['K', 'AW1', 'N', 'IH0', 'F', 'IH0', 'K']","['K', 'AW', 'N', 'IH', 'F', 'IH', 'K']",7
9589,micturent,"['M', 'IH1', 'K', 'CH', 'ER0', 'AH0', 'N', 'T']","['M', 'IH', 'K', 'CH', 'ER', 'AH', 'N', 'T']",8
9590,nobitan,"['N', 'AA1', 'B', 'AH0', 'T', 'AH0', 'N']","['N', 'AA', 'B', 'AH', 'T', 'AH', 'N']",7
9592,marroacted,"['M', 'ER0', 'OW1', 'K', 'AH0', 'T', 'IH0', 'D']","['M', 'ER', 'OW', 'K', 'AH', 'T', 'IH', 'D']",8
9598,produary,"['P', 'R', 'OW0', 'D', 'W', 'EY1', 'ER0', 'IY0']","['P', 'R', 'OW', 'D', 'W', 'EY', 'ER', 'IY']",8
9599,carselvely,"['K', 'AA0', 'R', 'S', 'EH1', 'L', 'V', 'IY0']","['K', 'AA', 'R', 'S', 'EH', 'L', 'V', 'IY']",8
9603,govencia,"['G', 'AH0', 'V', 'EH1', 'N', 'CH', 'AH0']","['G', 'AH', 'V', 'EH', 'N', 'CH', 'AH']",7
9615,sudicle,"['S', 'UW1', 'D', 'AH0', 'K', 'AH0', 'L']","['S', 'UW', 'D', 'AH', 'K', 'AH', 'L']",7
9621,showeently,"['SH', 'OW1', 'AH0', 'N', 'T', 'L', 'IY0']","['SH', 'OW', 'AH', 'N', 'T', 'L', 'IY']",7
9630,linuall,"['L', 'IH1', 'N', 'Y', 'AH0', 'W', 'AH0', 'L']","['L', 'IH', 'N', 'Y', 'AH', 'W', 'AH', 'L']",8
9633,viothedges,"['V', 'AY2', 'OW0', 'TH', 'IY1', 'JH', 'IH0', 'Z']","['V', 'AY', 'OW', 'TH', 'IY', 'JH', 'IH', 'Z']",8
9634,unerywors,"['Y', 'UW1', 'N', 'ER0', 'W', 'ER2', 'Z']","['Y', 'UW', 'N', 'ER', 'W', 'ER', 'Z']",7
9640,privese,"['P', 'R', 'IH0', 'V', 'OW1', 'S', 'IY0']","['P', 'R', 'IH', 'V', 'OW', 'S', 'IY']",7
9646,comforape,"['K', 'AH1', 'M', 'F', 'ER0', 'M', 'OW2', 'P']","['K', 'AH', 'M', 'F', 'ER', 'M', 'OW', 'P']",8
9652,parricant,"['P', 'AE1', 'R', 'AH0', 'K', 'AH0', 'N', 'T']","['P', 'AE', 'R', 'AH', 'K', 'AH', 'N', 'T']",8
9657,stopelons,"['S', 'T', 'OW1', 'P', 'L', 'AO2', 'N', 'Z']","['S', 'T', 'OW', 'P', 'L', 'AO', 'N', 'Z']",8
9659,leverious,"['L', 'EH1', 'V', 'ER0', 'IY0', 'AH0', 'S']","['L', 'EH', 'V', 'ER', 'IY', 'AH', 'S']",7
9665,repanst,"['R', 'IY0', 'P', 'AE1', 'N', 'T', 'S']","['R', 'IY', 'P', 'AE', 'N', 'T', 'S']",7
9666,tonfect,"['T', 'AA1', 'N', 'F', 'IH0', 'K', 'T']","['T', 'AA', 'N', 'F', 'IH', 'K', 'T']",7
9668,inveral,"['IH0', 'N', 'V', 'EH1', 'R', 'AH0', 'L']","['IH', 'N', 'V', 'EH', 'R', 'AH', 'L']",7
9669,remorno,"['R', 'IH0', 'M', 'AO1', 'R', 'N', 'OW0']","['R', 'IH', 'M', 'AO', 'R', 'N', 'OW']",7
9670,masidule,"['M', 'AE1', 'S', 'IH0', 'D', 'UW2', 'L']","['M', 'AE', 'S', 'IH', 'D', 'UW', 'L']",7
9681,mangerstrar,"['M', 'AE1', 'NG', 'G', 'ER0', 'S', 'T', 'ER0']","['M', 'AE', 'NG', 'G', 'ER', 'S', 'T', 'ER']",8
9702,orgustor,"['AO1', 'R', 'G', 'AH0', 'S', 'T', 'ER0']","['AO', 'R', 'G', 'AH', 'S', 'T', 'ER']",7
9716,movetict,"['M', 'UW1', 'V', 'IH0', 'T', 'IH0', 'K', 'T']","['M', 'UW', 'V', 'IH', 'T', 'IH', 'K', 'T']",8
9719,innistage,"['IH0', 'N', 'IH1', 'S', 'T', 'AH0', 'JH']","['IH', 'N', 'IH', 'S', 'T', 'AH', 'JH']",7
9722,thovatis,"['TH', 'OW1', 'V', 'AH0', 'T', 'IH0', 'S']","['TH', 'OW', 'V', 'AH', 'T', 'IH', 'S']",7
9726,somovidge,"['S', 'AH0', 'M', 'AA1', 'V', 'AH0', 'JH']","['S', 'AH', 'M', 'AA', 'V', 'AH', 'JH']",7
9729,wonthms,"['W', 'AH1', 'N', 'TH', 'M', 'AH0', 'S']","['W', 'AH', 'N', 'TH', 'M', 'AH', 'S']",7
9740,noberament,"['N', 'OW1', 'B', 'ER0', 'M', 'AH0', 'N', 'T']","['N', 'OW', 'B', 'ER', 'M', 'AH', 'N', 'T']",8
9742,indespan,"['IH1', 'N', 'D', 'IH0', 'S', 'P', 'AH0', 'N']","['IH', 'N', 'D', 'IH', 'S', 'P', 'AH', 'N']",8
9743,detabas,"['D', 'IH0', 'T', 'AA1', 'B', 'AH0', 'S']","['D', 'IH', 'T', 'AA', 'B', 'AH', 'S']",7
9748,gravelates,"['G', 'R', 'EY1', 'V', 'L', 'EY2', 'T', 'S']","['G', 'R', 'EY', 'V', 'L', 'EY', 'T', 'S']",8
9753,jambrin,"['JH', 'AE1', 'M', 'B', 'R', 'IH0', 'N']","['JH', 'AE', 'M', 'B', 'R', 'IH', 'N']",7
9756,desocria,"['D', 'AH0', 'S', 'K', 'AA1', 'R', 'IY0', 'AH0']","['D', 'AH', 'S', 'K', 'AA', 'R', 'IY', 'AH']",8
9773,refluder,"['R', 'IH0', 'F', 'L', 'UW1', 'D', 'ER0']","['R', 'IH', 'F', 'L', 'UW', 'D', 'ER']",7
9780,plassuret,"['P', 'L', 'AE1', 'S', 'Y', 'UW0', 'R', 'T']","['P', 'L', 'AE', 'S', 'Y', 'UW', 'R', 'T']",8
9788,assairenes,"['AH0', 'S', 'EY1', 'R', 'IY2', 'N', 'Z']","['AH', 'S', 'EY', 'R', 'IY', 'N', 'Z']",7
9801,millessing,"['M', 'IH1', 'L', 'AH0', 'S', 'IH0', 'NG']","['M', 'IH', 'L', 'AH', 'S', 'IH', 'NG']",7
9810,sinuted,"['S', 'IH1', 'N', 'AH0', 'T', 'IH0', 'D']","['S', 'IH', 'N', 'AH', 'T', 'IH', 'D']",7
9816,shosequin,"['SH', 'OW1', 'S', 'K', 'W', 'IH0', 'N']","['SH', 'OW', 'S', 'K', 'W', 'IH', 'N']",7
9817,readuct,"['R', 'IY2', 'AH0', 'D', 'AH1', 'K', 'T']","['R', 'IY', 'AH', 'D', 'AH', 'K', 'T']",7
9818,sindity,"['S', 'IH1', 'N', 'D', 'AH0', 'T', 'IY0']","['S', 'IH', 'N', 'D', 'AH', 'T', 'IY']",7
9828,converday,"['K', 'AA1', 'N', 'V', 'R', 'EY2', 'D']","['K', 'AA', 'N', 'V', 'R', 'EY', 'D']",7
9835,fillialis,"['F', 'IH0', 'L', 'AY1', 'AH0', 'L', 'AH0', 'S']","['F', 'IH', 'L', 'AY', 'AH', 'L', 'AH', 'S']",8
9856,pergarcher,"['P', 'ER1', 'G', 'AA0', 'R', 'K', 'Y', 'ER0']","['P', 'ER', 'G', 'AA', 'R', 'K', 'Y', 'ER']",8
9862,havolvise,"['HH', 'AE1', 'V', 'AH0', 'L', 'V', 'AY2', 'Z']","['HH', 'AE', 'V', 'AH', 'L', 'V', 'AY', 'Z']",8
9889,addiniant,"['AH0', 'D', 'IH1', 'N', 'IY0', 'AH0', 'N', 'T']","['AH', 'D', 'IH', 'N', 'IY', 'AH', 'N', 'T']",8
9898,nealthcal,"['N', 'EH1', 'L', 'TH', 'K', 'AH0', 'L']","['N', 'EH', 'L', 'TH', 'K', 'AH', 'L']",7
9900,orgural,"['AO0', 'R', 'G', 'Y', 'UH1', 'R', 'AH0', 'L']","['AO', 'R', 'G', 'Y', 'UH', 'R', 'AH', 'L']",8
9902,bedditin,"['B', 'EH1', 'D', 'AH0', 'T', 'AH0', 'N']","['B', 'EH', 'D', 'AH', 'T', 'AH', 'N']",7
9909,locisty,"['L', 'OW1', 'S', 'IH0', 'S', 'T', 'IY0']","['L', 'OW', 'S', 'IH', 'S', 'T', 'IY']",7
9912,regreend,"['R', 'IY0', 'G', 'R', 'IY1', 'N', 'D']","['R', 'IY', 'G', 'R', 'IY', 'N', 'D']",7
9915,watchously,"['W', 'AA1', 'CH', 'AH0', 'S', 'L', 'IY0']","['W', 'AA', 'CH', 'AH', 'S', 'L', 'IY']",7
9928,comisfore,"['K', 'AH0', 'M', 'IH1', 'S', 'F', 'ER0']","['K', 'AH', 'M', 'IH', 'S', 'F', 'ER']",7
9934,funlehon,"['F', 'AH1', 'N', 'L', 'AH0', 'HH', 'AA0', 'N']","['F', 'AH', 'N', 'L', 'AH', 'HH', 'AA', 'N']",8
9944,shoulable,"['SH', 'UW1', 'L', 'AH0', 'B', 'AH0', 'L']","['SH', 'UW', 'L', 'AH', 'B', 'AH', 'L']",7
9950,enternmere,"['EH0', 'N', 'T', 'ER1', 'N', 'M', 'ER0']","['EH', 'N', 'T', 'ER', 'N', 'M', 'ER']",7
9956,fitends,"['F', 'AY1', 'T', 'AH0', 'N', 'D', 'Z']","['F', 'AY', 'T', 'AH', 'N', 'D', 'Z']",7
9959,filvens,"['F', 'IH1', 'L', 'V', 'AH0', 'N', 'Z']","['F', 'IH', 'L', 'V', 'AH', 'N', 'Z']",7
9972,farthdox,"['F', 'AA1', 'R', 'TH', 'D', 'AH0', 'K', 'S']","['F', 'AA', 'R', 'TH', 'D', 'AH', 'K', 'S']",8
9974,luxely,"['L', 'AH1', 'L', 'S', 'K', 'IY0', 'L']","['L', 'AH', 'L', 'S', 'K', 'IY', 'L']",7
9982,oakelact,"['OW1', 'K', 'AH0', 'L', 'AE2', 'K', 'T']","['OW', 'K', 'AH', 'L', 'AE', 'K', 'T']",7
9986,cassequed,"['K', 'AE1', 'S', 'K', 'W', 'EH2', 'D']","['K', 'AE', 'S', 'K', 'W', 'EH', 'D']",7
9992,corgapood,"['K', 'AO1', 'R', 'G', 'AH0', 'P', 'UW2', 'D']","['K', 'AO', 'R', 'G', 'AH', 'P', 'UW', 'D']",8
9993,intemberre,"['IH1', 'N', 'T', 'AH0', 'M', 'B', 'EH2', 'R']","['IH', 'N', 'T', 'AH', 'M', 'B', 'EH', 'R']",8
9996,iniftimes,"['IH0', 'N', 'IH1', 'F', 'T', 'IH0', 'M', 'Z']","['IH', 'N', 'IH', 'F', 'T', 'IH', 'M', 'Z']",8
9997,mireety,"['M', 'IH1', 'R', 'IY0', 'AH0', 'T', 'IY0']","['M', 'IH', 'R', 'IY', 'AH', 'T', 'IY']",7
10017,adoriss,"['AH0', 'D', 'AO1', 'R', 'IH0', 'S', 'AH0', 'Z']","['AH', 'D', 'AO', 'R', 'IH', 'S', 'AH', 'Z']",8
10019,ulthously,"['AH1', 'L', 'T', 'HH', 'AH0', 'S', 'L', 'IY0']","['AH', 'L', 'T', 'HH', 'AH', 'S', 'L', 'IY']",8
10024,acrearmers,"['AH0', 'K', 'R', 'EH1', 'M', 'ER0', 'Z']","['AH', 'K', 'R', 'EH', 'M', 'ER', 'Z']",7
10036,emergiation,"['EH2', 'M', 'ER0', 'JH', 'EY1', 'SH', 'AH0', 'N']","['EH', 'M', 'ER', 'JH', 'EY', 'SH', 'AH', 'N']",8
10039,awesest,"['AH0', 'W', 'EH1', 'S', 'T', 'IH0', 'S']","['AH', 'W', 'EH', 'S', 'T', 'IH', 'S']",7
10047,ingracycle,"['IH1', 'NG', 'R', 'AH0', 'K', 'S', 'EY2', 'V']","['IH', 'NG', 'R', 'AH', 'K', 'S', 'EY', 'V']",8
10058,histect,"['HH', 'IH1', 'S', 'T', 'EH2', 'K', 'T']","['HH', 'IH', 'S', 'T', 'EH', 'K', 'T']",7
10072,babruager,"['B', 'AE1', 'B', 'R', 'UW0', 'IH0', 'JH']","['B', 'AE', 'B', 'R', 'UW', 'IH', 'JH']",7
10087,engething,"['EH1', 'NG', 'G', 'IH0', 'TH', 'IH0', 'NG']","['EH', 'NG', 'G', 'IH', 'TH', 'IH', 'NG']",7
10094,unittly,"['Y', 'UW1', 'N', 'IH0', 'T', 'L', 'IY0']","['Y', 'UW', 'N', 'IH', 'T', 'L', 'IY']",7
10095,litiren,"['L', 'IH1', 'T', 'IY0', 'R', 'EH0', 'N']","['L', 'IH', 'T', 'IY', 'R', 'EH', 'N']",7
10097,coftever,"['K', 'AH0', 'F', 'T', 'EH1', 'V', 'ER0']","['K', 'AH', 'F', 'T', 'EH', 'V', 'ER']",7
10101,turplex,"['T', 'ER1', 'P', 'AH0', 'L', 'EH0', 'K', 'S']","['T', 'ER', 'P', 'AH', 'L', 'EH', 'K', 'S']",8
10117,finalut,"['F', 'IH1', 'N', 'AH0', 'L', 'AH0', 'T']","['F', 'IH', 'N', 'AH', 'L', 'AH', 'T']",7
10120,rentribe,"['R', 'EH1', 'N', 'T', 'R', 'AY2', 'B']","['R', 'EH', 'N', 'T', 'R', 'AY', 'B']",7
10121,tradita,"['T', 'R', 'AH0', 'D', 'IY1', 'T', 'AH0']","['T', 'R', 'AH', 'D', 'IY', 'T', 'AH']",7
10124,ambatend,"['AE1', 'M', 'B', 'AH0', 'T', 'AH0', 'N', 'D']","['AE', 'M', 'B', 'AH', 'T', 'AH', 'N', 'D']",8
10129,bresdayed,"['B', 'R', 'EH1', 'Z', 'D', 'EY2', 'D']","['B', 'R', 'EH', 'Z', 'D', 'EY', 'D']",7
10134,opplizing,"['AA1', 'P', 'AH0', 'L', 'Z', 'IH0', 'NG']","['AA', 'P', 'AH', 'L', 'Z', 'IH', 'NG']",7
10154,experal,"['EH1', 'K', 'S', 'P', 'ER0', 'AH0', 'L']","['EH', 'K', 'S', 'P', 'ER', 'AH', 'L']",7
10160,pretral,"['P', 'R', 'IY1', 'T', 'R', 'AH0', 'L']","['P', 'R', 'IY', 'T', 'R', 'AH', 'L']",7
10163,negiturs,"['N', 'EH1', 'JH', 'AH0', 'T', 'ER0', 'Z']","['N', 'EH', 'JH', 'AH', 'T', 'ER', 'Z']",7
10176,cascrit,"['K', 'AE1', 'S', 'K', 'R', 'IH0', 'T']","['K', 'AE', 'S', 'K', 'R', 'IH', 'T']",7
10189,botical,"['B', 'AA1', 'T', 'IH0', 'K', 'AH0', 'L']","['B', 'AA', 'T', 'IH', 'K', 'AH', 'L']",7
10190,preasuite,"['P', 'R', 'IY2', 'AH0', 'Z', 'UW1', 'AH0', 'T']","['P', 'R', 'IY', 'AH', 'Z', 'UW', 'AH', 'T']",8
10194,indepen,"['IH1', 'N', 'D', 'IH0', 'P', 'AH0', 'N']","['IH', 'N', 'D', 'IH', 'P', 'AH', 'N']",7
10201,momocal,"['M', 'AA1', 'M', 'AH0', 'K', 'AH0', 'L']","['M', 'AA', 'M', 'AH', 'K', 'AH', 'L']",7
10207,pettinsed,"['P', 'EH1', 'T', 'IH0', 'N', 'S', 'T']","['P', 'EH', 'T', 'IH', 'N', 'S', 'T']",7
10213,encomon,"['EH0', 'N', 'K', 'OW1', 'M', 'AH0', 'N']","['EH', 'N', 'K', 'OW', 'M', 'AH', 'N']",7
10221,answeeder,"['AE0', 'N', 'S', 'W', 'AY1', 'D', 'ER0']","['AE', 'N', 'S', 'W', 'AY', 'D', 'ER']",7
10230,witnelf,"['W', 'IH1', 'T', 'N', 'IH0', 'L', 'F']","['W', 'IH', 'T', 'N', 'IH', 'L', 'F']",7
10235,requitic,"['R', 'IY0', 'K', 'W', 'IH1', 'T', 'IH0', 'K']","['R', 'IY', 'K', 'W', 'IH', 'T', 'IH', 'K']",8
