,Word,Phonemes,No Stress,Length
4012,jointra,"['JH', 'OW0', 'N', 'IH1', 'R', 'T', 'AH0']","['JH', 'OW', 'N', 'IH', 'R', 'T', 'AH']",7
4013,comilab,"['K', 'AA1', 'M', 'AH0', 'L', 'AE2', 'B']","['K', 'AA', 'M', 'AH', 'L', 'AE', 'B']",7
4014,periker,"['P', 'EH1', 'R', 'IH0', 'K', 'ER0']","['P', 'EH', 'R', 'IH', 'K', 'ER']",6
4017,southdo,"['S', 'AW1', 'TH', 'D', 'OW0']","['S', 'AW', 'TH', 'D', 'OW']",5
4031,idents,"['AY1', 'D', 'AH0', 'N', 'T', 'S']","['AY', 'D', 'AH', 'N', 'T', 'S']",6
4034,plemsy,"['P', 'L', 'EH1', 'M', 'S', 'IY0']","['P', 'L', 'EH', 'M', 'S', 'IY']",6
4035,movervi,"['M', 'UW1', 'V', 'ER0', 'V', 'AY2']","['M', 'UW', 'V', 'ER', 'V', 'AY']",6
4036,atmosic,"['AE0', 'T', 'M', 'OW1', 'S', 'IH0', 'K']","['AE', 'T', 'M', 'OW', 'S', 'IH', 'K']",7
4037,fleassa,"['F', 'L', 'EH1', 'S', 'AH0']","['F', 'L', 'EH', 'S', 'AH']",5
4039,telcue,"['T', 'EH1', 'L', 'CH', 'UW2']","['T', 'EH', 'L', 'CH', 'UW']",5
4040,limilit,"['L', 'IH1', 'M', 'AH0', 'L', 'AH0', 'T']","['L', 'IH', 'M', 'AH', 'L', 'AH', 'T']",7
4041,proadia,"['P', 'R', 'OW1', 'D', 'IY0', 'AH0']","['P', 'R', 'OW', 'D', 'IY', 'AH']",6
4042,defeami,"['D', 'IH0', 'F', 'IY1', 'M', 'IY0']","['D', 'IH', 'F', 'IY', 'M', 'IY']",6
4043,strugh,"['S', 'T', 'R', 'AH1']","['S', 'T', 'R', 'AH']",4
4045,getwed,"['G', 'EH1', 'T', 'W', 'IH0', 'D']","['G', 'EH', 'T', 'W', 'IH', 'D']",6
4047,nettect,"['N', 'EH1', 'T', 'IH0', 'K', 'T']","['N', 'EH', 'T', 'IH', 'K', 'T']",6
4050,becompt,"['B', 'IH0', 'K', 'AH1', 'M', 'P', 'T']","['B', 'IH', 'K', 'AH', 'M', 'P', 'T']",7
4057,notivat,"['N', 'AA1', 'T', 'IH0', 'V', 'AH0', 'T']","['N', 'AA', 'T', 'IH', 'V', 'AH', 'T']",7
4058,liscuse,"['L', 'IH0', 'S', 'K', 'Y', 'UW1', 'S']","['L', 'IH', 'S', 'K', 'Y', 'UW', 'S']",7
4059,tryinit,"['T', 'R', 'AY1', 'AH0', 'N', 'IH0', 'T', 'IY0']","['T', 'R', 'AY', 'AH', 'N', 'IH', 'T', 'IY']",8
4060,shemse,"['SH', 'EH1', 'M', 'S']","['SH', 'EH', 'M', 'S']",4
4061,drandar,"['D', 'R', 'AE1', 'N', 'D', 'ER0']","['D', 'R', 'AE', 'N', 'D', 'ER']",6
4062,cominiq,"['K', 'AH0', 'M', 'IH1', 'N', 'IH0', 'K']","['K', 'AH', 'M', 'IH', 'N', 'IH', 'K']",7
4064,anyonds,"['EH1', 'N', 'IY0', 'AH0', 'N', 'D', 'Z']","['EH', 'N', 'IY', 'AH', 'N', 'D', 'Z']",7
4065,thrount,"['TH', 'R', 'AW1', 'N', 'T']","['TH', 'R', 'AW', 'N', 'T']",5
4067,interre,"['IH1', 'N', 'T', 'ER0']","['IH', 'N', 'T', 'ER']",4
4072,neglary,"['N', 'EH1', 'G', 'L', 'AH0', 'R', 'IY0']","['N', 'EH', 'G', 'L', 'AH', 'R', 'IY']",7
4074,ecother,"['EH1', 'K', 'AH0', 'DH', 'ER0']","['EH', 'K', 'AH', 'DH', 'ER']",5
4076,metraps,"['M', 'EH1', 'T', 'R', 'AE2', 'P', 'S']","['M', 'EH', 'T', 'R', 'AE', 'P', 'S']",7
4078,idendon,"['AY1', 'D', 'IH0', 'N', 'D', 'AH0', 'N']","['AY', 'D', 'IH', 'N', 'D', 'AH', 'N']",7
4079,sunketi,"['S', 'AH0', 'NG', 'K', 'EH1', 'T', 'IY0']","['S', 'AH', 'NG', 'K', 'EH', 'T', 'IY']",7
4080,reagrat,"['R', 'IY1', 'G', 'R', 'AH0', 'T']","['R', 'IY', 'G', 'R', 'AH', 'T']",6
4082,pubsing,"['P', 'AH1', 'B', 'S', 'IH0', 'NG']","['P', 'AH', 'B', 'S', 'IH', 'NG']",6
4086,sumpard,"['S', 'AH1', 'M', 'P', 'ER0', 'D']","['S', 'AH', 'M', 'P', 'ER', 'D']",6
4088,conteve,"['K', 'AH0', 'N', 'T', 'EH1', 'V', 'AH0']","['K', 'AH', 'N', 'T', 'EH', 'V', 'AH']",7
4089,assuld,"['AH0', 'S', 'AH1', 'L', 'D']","['AH', 'S', 'AH', 'L', 'D']",5
4090,advings,"['AE1', 'D', 'V', 'IH0', 'NG', 'Z']","['AE', 'D', 'V', 'IH', 'NG', 'Z']",6
4095,wingrat,"['W', 'IH1', 'NG', 'G', 'R', 'AH0', 'T']","['W', 'IH', 'NG', 'G', 'R', 'AH', 'T']",7
4097,orimmis,"['ER0', 'IH1', 'M', 'AH0', 'S']","['ER', 'IH', 'M', 'AH', 'S']",5
4100,contrit,"['K', 'AA1', 'N', 'T', 'R', 'IH0', 'T']","['K', 'AA', 'N', 'T', 'R', 'IH', 'T']",7
4104,hollial,"['HH', 'AA1', 'L', 'Y', 'AH0', 'L']","['HH', 'AA', 'L', 'Y', 'AH', 'L']",6
4106,sciend,"['S', 'IY1', 'N', 'D']","['S', 'IY', 'N', 'D']",4
4108,monsice,"['M', 'AA1', 'N', 'S', 'AY2', 'S']","['M', 'AA', 'N', 'S', 'AY', 'S']",6
4110,effaile,"['EH1', 'F', 'EY2', 'L']","['EH', 'F', 'EY', 'L']",4
4112,brisent,"['B', 'R', 'IH1', 'S', 'AH0', 'N', 'T']","['B', 'R', 'IH', 'S', 'AH', 'N', 'T']",7
4113,petical,"['P', 'EH1', 'T', 'IH0', 'K', 'AH0', 'L']","['P', 'EH', 'T', 'IH', 'K', 'AH', 'L']",7
4115,actibit,"['AE1', 'K', 'T', 'AH0', 'B', 'AH0', 'T']","['AE', 'K', 'T', 'AH', 'B', 'AH', 'T']",7
4117,supeful,"['S', 'UW1', 'P', 'F', 'AH0', 'L']","['S', 'UW', 'P', 'F', 'AH', 'L']",6
4120,tecurnm,"['T', 'EH1', 'K', 'AH0', 'N', 'R', 'M']","['T', 'EH', 'K', 'AH', 'N', 'R', 'M']",7
4122,degisio,"['D', 'IH0', 'JH', 'IY1', 'S', 'IY0', 'OW0']","['D', 'IH', 'JH', 'IY', 'S', 'IY', 'OW']",7
4127,shomati,"['SH', 'OW0', 'M', 'AA1', 'T', 'IY0']","['SH', 'OW', 'M', 'AA', 'T', 'IY']",6
4132,regance,"['R', 'IY0', 'G', 'AE1', 'N', 'S']","['R', 'IY', 'G', 'AE', 'N', 'S']",6
4133,issocan,"['IH1', 'S', 'AH0', 'K', 'AH0', 'N']","['IH', 'S', 'AH', 'K', 'AH', 'N']",6
4134,engiste,"['EH1', 'N', 'JH', 'AH0', 'S', 'T']","['EH', 'N', 'JH', 'AH', 'S', 'T']",6
4136,patual,"['P', 'AE1', 'CH', 'UW0', 'AH0', 'L']","['P', 'AE', 'CH', 'UW', 'AH', 'L']",6
4137,roaray,"['R', 'AO1', 'R', 'EY0']","['R', 'AO', 'R', 'EY']",4
4138,outurna,"['AW0', 'T', 'AH1', 'N', 'R', 'AH0']","['AW', 'T', 'AH', 'N', 'R', 'AH']",6
4139,alwart,"['AO1', 'L', 'W', 'ER0', 'T']","['AO', 'L', 'W', 'ER', 'T']",5
4140,huscage,"['HH', 'AH1', 'S', 'K', 'IH0', 'JH']","['HH', 'AH', 'S', 'K', 'IH', 'JH']",6
4141,aslatif,"['AH0', 'S', 'L', 'EY1', 'T', 'IH0', 'F']","['AH', 'S', 'L', 'EY', 'T', 'IH', 'F']",7
4142,alwarke,"['AE1', 'L', 'W', 'AO0', 'R', 'K']","['AE', 'L', 'W', 'AO', 'R', 'K']",6
4144,fooseri,"['F', 'UW1', 'S', 'ER0', 'IY0']","['F', 'UW', 'S', 'ER', 'IY']",5
4146,baballi,"['B', 'AH0', 'B', 'AA1', 'L', 'IY0']","['B', 'AH', 'B', 'AA', 'L', 'IY']",6
4149,auguld,"['AO1', 'G', 'AH0', 'L', 'D']","['AO', 'G', 'AH', 'L', 'D']",5
4151,secaly,"['S', 'IY1', 'K', 'AH0', 'L', 'IY0']","['S', 'IY', 'K', 'AH', 'L', 'IY']",6
4154,discist,"['D', 'IH1', 'S', 'IH0', 'S', 'T']","['D', 'IH', 'S', 'IH', 'S', 'T']",6
4156,widenci,"['V', 'AH0', 'D', 'EH1', 'N', 'S', 'IY0']","['V', 'AH', 'D', 'EH', 'N', 'S', 'IY']",7
4159,aboarka,"['AH0', 'B', 'AO1', 'R', 'K', 'AH0']","['AH', 'B', 'AO', 'R', 'K', 'AH']",6
4160,condbod,"['K', 'AA1', 'N', 'D', 'B', 'AA2', 'D']","['K', 'AA', 'N', 'D', 'B', 'AA', 'D']",7
4161,staduct,"['S', 'T', 'AE1', 'D', 'AH0', 'K', 'AH0', 'T']","['S', 'T', 'AE', 'D', 'AH', 'K', 'AH', 'T']",8
4162,pailds,"['P', 'EY1', 'L', 'D', 'Z']","['P', 'EY', 'L', 'D', 'Z']",5
4163,ibrount,"['AY1', 'B', 'R', 'AW2', 'N', 'T']","['AY', 'B', 'R', 'AW', 'N', 'T']",6
4164,immedie,"['IH1', 'M', 'D', 'IY0']","['IH', 'M', 'D', 'IY']",4
4165,gengive,"['G', 'EH1', 'N', 'JH', 'IH0', 'V']","['G', 'EH', 'N', 'JH', 'IH', 'V']",6
4166,agonot,"['AE1', 'G', 'AH0', 'N', 'AO2', 'T']","['AE', 'G', 'AH', 'N', 'AO', 'T']",6
4167,vehing,"['V', 'IY1', 'HH', 'IH0', 'NG']","['V', 'IY', 'HH', 'IH', 'NG']",5
4168,decambe,"['D', 'IH0', 'K', 'AE1', 'M', 'B', 'IY0']","['D', 'IH', 'K', 'AE', 'M', 'B', 'IY']",7
4169,mullifi,"['M', 'AH0', 'L', 'IH1', 'F', 'IY0']","['M', 'AH', 'L', 'IH', 'F', 'IY']",6
4172,molliti,"['M', 'OW0', 'L', 'IY1', 'T', 'IY0']","['M', 'OW', 'L', 'IY', 'T', 'IY']",6
4173,eventri,"['IY0', 'V', 'EH1', 'N', 'T', 'R', 'IY0']","['IY', 'V', 'EH', 'N', 'T', 'R', 'IY']",7
4175,devesta,"['D', 'IH0', 'V', 'EH1', 'S', 'T', 'AH0']","['D', 'IH', 'V', 'EH', 'S', 'T', 'AH']",7
4176,aweatme,"['AE1', 'W', 'IH0', 'T', 'M']","['AE', 'W', 'IH', 'T', 'M']",5
4177,serreni,"['S', 'ER0', 'EH1', 'N', 'IY0']","['S', 'ER', 'EH', 'N', 'IY']",5
4178,vervial,"['V', 'ER1', 'V', 'IY0', 'AH0', 'L']","['V', 'ER', 'V', 'IY', 'AH', 'L']",6
4179,fisaped,"['F', 'IH0', 'S', 'AA1', 'P', 'T']","['F', 'IH', 'S', 'AA', 'P', 'T']",6
4183,childin,"['CH', 'AY1', 'L', 'D', 'AH0', 'N']","['CH', 'AY', 'L', 'D', 'AH', 'N']",6
4184,crouggl,"['K', 'R', 'AW1', 'G', 'AH0', 'L']","['K', 'R', 'AW', 'G', 'AH', 'L']",6
4186,livertm,"['L', 'IH1', 'V', 'ER0', 'T', 'M']","['L', 'IH', 'V', 'ER', 'T', 'M']",6
4187,aircure,"['EH1', 'R', 'K', 'Y', 'UW2', 'R']","['EH', 'R', 'K', 'Y', 'UW', 'R']",6
4189,inducti,"['IH0', 'N', 'D', 'AH1', 'K', 'T', 'IY0']","['IH', 'N', 'D', 'AH', 'K', 'T', 'IY']",7
4193,achoole,"['AH0', 'CH', 'OW1', 'L']","['AH', 'CH', 'OW', 'L']",4
4195,hanated,"['HH', 'AE1', 'N', 'AH0', 'T', 'IH0', 'D']","['HH', 'AE', 'N', 'AH', 'T', 'IH', 'D']",7
4196,idendso,"['AY2', 'D', 'EH1', 'N', 'S', 'D', 'OW0']","['AY', 'D', 'EH', 'N', 'S', 'D', 'OW']",7
4198,reposel,"['R', 'IY0', 'P', 'OW1', 'S', 'AH0', 'L']","['R', 'IY', 'P', 'OW', 'S', 'AH', 'L']",7
4199,optinos,"['AA1', 'P', 'T', 'AH0', 'N', 'OW2', 'Z']","['AA', 'P', 'T', 'AH', 'N', 'OW', 'Z']",7
4200,murpone,"['M', 'ER0', 'P', 'OW1', 'N', 'IY0']","['M', 'ER', 'P', 'OW', 'N', 'IY']",6
4202,looterf,"['L', 'UW1', 'T', 'ER0', 'F']","['L', 'UW', 'T', 'ER', 'F']",5
4204,mccesit,"['M', 'AH0', 'S', 'EH1', 'S', 'T', 'IH0']","['M', 'AH', 'S', 'EH', 'S', 'T', 'IH']",7
4206,implain,"['IH0', 'M', 'P', 'L', 'EY1', 'N']","['IH', 'M', 'P', 'L', 'EY', 'N']",6
4208,clepire,"['K', 'L', 'EH1', 'P', 'AY0', 'ER0']","['K', 'L', 'EH', 'P', 'AY', 'ER']",6
4210,apposur,"['AH0', 'P', 'AA1', 'S', 'ER0']","['AH', 'P', 'AA', 'S', 'ER']",5
4211,withops,"['W', 'IH1', 'TH', 'AH0', 'P', 'S']","['W', 'IH', 'TH', 'AH', 'P', 'S']",6
4213,churact,"['CH', 'ER0', 'AE1', 'K', 'T']","['CH', 'ER', 'AE', 'K', 'T']",5
4217,congle,"['K', 'AO1', 'NG', 'G', 'AH0', 'L']","['K', 'AO', 'NG', 'G', 'AH', 'L']",6
4218,tonsida,"['T', 'OW0', 'N', 'S', 'IY1', 'D', 'AH0']","['T', 'OW', 'N', 'S', 'IY', 'D', 'AH']",7
4221,vehicia,"['V', 'AH0', 'HH', 'IY1', 'SH', 'AH0']","['V', 'AH', 'HH', 'IY', 'SH', 'AH']",6
4224,ambinis,"['AE1', 'M', 'B', 'AH0', 'N', 'AH0', 'S']","['AE', 'M', 'B', 'AH', 'N', 'AH', 'S']",7
4225,berinds,"['B', 'EH1', 'R', 'IH0', 'N', 'D', 'Z']","['B', 'EH', 'R', 'IH', 'N', 'D', 'Z']",7
4227,insper,"['IH0', 'N', 'S', 'P', 'ER1']","['IH', 'N', 'S', 'P', 'ER']",5
4230,nownsin,"['N', 'AW1', 'N', 'S', 'IH0', 'N']","['N', 'AW', 'N', 'S', 'IH', 'N']",6
4231,unimanc,"['Y', 'UW1', 'N', 'AH0', 'M', 'AE0', 'NG', 'K']","['Y', 'UW', 'N', 'AH', 'M', 'AE', 'NG', 'K']",8
4234,assasio,"['AH0', 'S', 'EY1', 'S', 'IY0', 'OW0']","['AH', 'S', 'EY', 'S', 'IY', 'OW']",6
4235,earropi,"['IH0', 'R', 'OW1', 'P', 'IY0']","['IH', 'R', 'OW', 'P', 'IY']",5
4236,rignet,"['R', 'IH1', 'G', 'N', 'EH2', 'T']","['R', 'IH', 'G', 'N', 'EH', 'T']",6
4237,meavind,"['M', 'IY1', 'V', 'IH0', 'N', 'D']","['M', 'IY', 'V', 'IH', 'N', 'D']",6
4238,luxuart,"['L', 'AH1', 'K', 'S', 'W', 'AH0', 'T', 'ER0']","['L', 'AH', 'K', 'S', 'W', 'AH', 'T', 'ER']",8
4240,rechnol,"['R', 'EH1', 'K', 'N', 'AO0', 'L']","['R', 'EH', 'K', 'N', 'AO', 'L']",6
4241,lociden,"['L', 'AA1', 'S', 'AH0', 'D', 'AH0', 'N']","['L', 'AA', 'S', 'AH', 'D', 'AH', 'N']",7
4244,alwaral,"['AE1', 'L', 'W', 'ER0', 'AH0', 'L']","['AE', 'L', 'W', 'ER', 'AH', 'L']",6
4245,behicie,"['B', 'IH0', 'HH', 'IY1', 'CH', 'IY0']","['B', 'IH', 'HH', 'IY', 'CH', 'IY']",6
4247,critted,"['K', 'R', 'IH1', 'T', 'AH0', 'D']","['K', 'R', 'IH', 'T', 'AH', 'D']",6
4250,witends,"['W', 'AY1', 'T', 'AH0', 'N', 'D', 'Z']","['W', 'AY', 'T', 'AH', 'N', 'D', 'Z']",7
4251,bataider,"['B', 'AE1', 'T', 'AH0', 'D', 'ER0']","['B', 'AE', 'T', 'AH', 'D', 'ER']",6
4253,lusigund,"['L', 'UW1', 'S', 'AH0', 'G', 'AH0', 'N', 'D']","['L', 'UW', 'S', 'AH', 'G', 'AH', 'N', 'D']",8
4254,miseady,"['M', 'IH0', 'S', 'IY1', 'D', 'IY0']","['M', 'IH', 'S', 'IY', 'D', 'IY']",6
4255,limily,"['L', 'IH1', 'M', 'AH0', 'L', 'IY0']","['L', 'IH', 'M', 'AH', 'L', 'IY']",6
4257,serressf,"['S', 'EH1', 'R', 'S', 'IH0', 'D']","['S', 'EH', 'R', 'S', 'IH', 'D']",6
4259,yelearsi,"['Y', 'EH0', 'L', 'IH1', 'R', 'S', 'IY0']","['Y', 'EH', 'L', 'IH', 'R', 'S', 'IY']",7
4262,optimati,"['AA2', 'P', 'T', 'AH0', 'M', 'EY1', 'T', 'IY0']","['AA', 'P', 'T', 'AH', 'M', 'EY', 'T', 'IY']",8
4263,projecky,"['P', 'R', 'OW1', 'JH', 'EH2', 'K', 'IY0']","['P', 'R', 'OW', 'JH', 'EH', 'K', 'IY']",7
4267,greasion,"['G', 'R', 'IY1', 'S', 'IY0', 'AH0', 'N']","['G', 'R', 'IY', 'S', 'IY', 'AH', 'N']",7
4268,exchnuel,"['EH0', 'K', 'S', 'K', 'UW1', 'N', 'Y', 'AH0', 'L']","['EH', 'K', 'S', 'K', 'UW', 'N', 'Y', 'AH', 'L']",9
4270,readdian,"['R', 'EH1', 'D', 'IY0', 'AH0', 'N']","['R', 'EH', 'D', 'IY', 'AH', 'N']",6
4272,sumbrage,"['S', 'AH1', 'M', 'B', 'R', 'IH0', 'JH']","['S', 'AH', 'M', 'B', 'R', 'IH', 'JH']",7
4275,suroade,"['S', 'UH0', 'R', 'AA1', 'D', 'IY0']","['S', 'UH', 'R', 'AA', 'D', 'IY']",6
4276,vinditte,"['V', 'IH0', 'N', 'D', 'AY1', 'T']","['V', 'IH', 'N', 'D', 'AY', 'T']",6
4279,minglems,"['M', 'IH1', 'NG', 'G', 'L', 'AH0', 'M', 'Z']","['M', 'IH', 'NG', 'G', 'L', 'AH', 'M', 'Z']",8
4281,wrainol,"['R', 'EY1', 'AH0', 'N', 'AO0', 'L']","['R', 'EY', 'AH', 'N', 'AO', 'L']",6
4286,retuable,"['R', 'EH1', 'T', 'Y', 'UW0', 'AH0', 'B', 'AH0', 'L']","['R', 'EH', 'T', 'Y', 'UW', 'AH', 'B', 'AH', 'L']",9
4288,slobable,"['S', 'L', 'OW1', 'B', 'AH0', 'B', 'AH0', 'L']","['S', 'L', 'OW', 'B', 'AH', 'B', 'AH', 'L']",8
4289,preckwoo,"['P', 'R', 'EH1', 'K', 'W', 'OW0']","['P', 'R', 'EH', 'K', 'W', 'OW']",6
4290,homemost,"['HH', 'OW1', 'M', 'AH0', 'S', 'AA2', 'T', 'S']","['HH', 'OW', 'M', 'AH', 'S', 'AA', 'T', 'S']",8
4291,alighine,"['AE1', 'L', 'AY0', 'JH', 'AH0', 'N']","['AE', 'L', 'AY', 'JH', 'AH', 'N']",6
4292,obselop,"['AA1', 'B', 'S', 'AH0', 'L', 'AA2', 'P']","['AA', 'B', 'S', 'AH', 'L', 'AA', 'P']",7
4293,acturnal,"['AE1', 'K', 'T', 'ER0', 'N', 'AH0', 'L']","['AE', 'K', 'T', 'ER', 'N', 'AH', 'L']",7
4296,unalica,"['Y', 'UW0', 'N', 'AE1', 'L', 'IH0', 'K', 'AH0']","['Y', 'UW', 'N', 'AE', 'L', 'IH', 'K', 'AH']",8
4298,callents,"['K', 'AO1', 'L', 'AH0', 'N', 'T', 'S']","['K', 'AO', 'L', 'AH', 'N', 'T', 'S']",7
4299,severime,"['S', 'EH1', 'V', 'ER0', 'AY2', 'M']","['S', 'EH', 'V', 'ER', 'AY', 'M']",6
4301,rescom,"['R', 'EH1', 'S', 'K', 'AH0', 'M']","['R', 'EH', 'S', 'K', 'AH', 'M']",6
4307,poldited,"['P', 'OW1', 'L', 'D', 'AY0', 'T', 'AH0', 'D']","['P', 'OW', 'L', 'D', 'AY', 'T', 'AH', 'D']",8
4308,conflopm,"['K', 'AA1', 'N', 'F', 'L', 'AA2', 'M']","['K', 'AA', 'N', 'F', 'L', 'AA', 'M']",7
4309,sediets,"['S', 'EH1', 'D', 'IY0', 'AH0', 'T', 'S']","['S', 'EH', 'D', 'IY', 'AH', 'T', 'S']",7
4310,numociou,"['N', 'AH0', 'M', 'UW1', 'CH', 'AH0']","['N', 'AH', 'M', 'UW', 'CH', 'AH']",6
4312,husside,"['HH', 'AH1', 'S', 'AY0', 'D']","['HH', 'AH', 'S', 'AY', 'D']",5
4313,thoide,"['TH', 'OY1', 'D']","['TH', 'OY', 'D']",3
4316,fantined,"['F', 'AE1', 'N', 'T', 'IY0', 'N', 'D']","['F', 'AE', 'N', 'T', 'IY', 'N', 'D']",7
4318,opeciali,"['OW2', 'P', 'IH0', 'S', 'IY1', 'L', 'IY0']","['OW', 'P', 'IH', 'S', 'IY', 'L', 'IY']",7
4319,natcholo,"['N', 'AE1', 'CH', 'AH0', 'L', 'OW0']","['N', 'AE', 'CH', 'AH', 'L', 'OW']",6
4320,sacipmen,"['S', 'AE1', 'S', 'IH0', 'P', 'M', 'AH0', 'N']","['S', 'AE', 'S', 'IH', 'P', 'M', 'AH', 'N']",8
4321,feacessi,"['F', 'IY0', 'S', 'EH1', 'S', 'IY0']","['F', 'IY', 'S', 'EH', 'S', 'IY']",6
4325,abseary,"['AE1', 'B', 'S', 'ER0', 'IY0']","['AE', 'B', 'S', 'ER', 'IY']",5
4326,unlorce,"['AH0', 'N', 'L', 'AO1', 'R', 'S']","['AH', 'N', 'L', 'AO', 'R', 'S']",6
4329,betual,"['B', 'IH0', 'T', 'UW1', 'AH0', 'L']","['B', 'IH', 'T', 'UW', 'AH', 'L']",6
4330,dozetify,"['D', 'AH0', 'Z', 'EH1', 'T', 'IH0', 'F', 'AY2']","['D', 'AH', 'Z', 'EH', 'T', 'IH', 'F', 'AY']",8
4331,treetifu,"['T', 'R', 'IY0', 'T', 'IY1', 'F', 'AH0']","['T', 'R', 'IY', 'T', 'IY', 'F', 'AH']",7
4334,confulac,"['K', 'AA1', 'N', 'F', 'AH0', 'L', 'AE0', 'K']","['K', 'AA', 'N', 'F', 'AH', 'L', 'AE', 'K']",8
4337,agaimate,"['AE1', 'G', 'AH0', 'M', 'EY2', 'T']","['AE', 'G', 'AH', 'M', 'EY', 'T']",6
4338,shened,"['SH', 'EH1', 'N', 'D']","['SH', 'EH', 'N', 'D']",4
4339,ementrin,"['EH1', 'M', 'AH0', 'N', 'T', 'R', 'IH0', 'N']","['EH', 'M', 'AH', 'N', 'T', 'R', 'IH', 'N']",8
4341,frayings,"['F', 'R', 'EY1', 'IH0', 'NG', 'Z']","['F', 'R', 'EY', 'IH', 'NG', 'Z']",6
4342,hercene,"['HH', 'ER1', 'S', 'IY0', 'N']","['HH', 'ER', 'S', 'IY', 'N']",5
4343,genicled,"['JH', 'EH1', 'N', 'IH0', 'K', 'AH0', 'L', 'D']","['JH', 'EH', 'N', 'IH', 'K', 'AH', 'L', 'D']",8
4346,vottext,"['V', 'AA1', 'T', 'K', 'EH2', 'K', 'T', 'S']","['V', 'AA', 'T', 'K', 'EH', 'K', 'T', 'S']",8
4349,youndine,"['Y', 'AW1', 'N', 'D', 'AY2', 'N']","['Y', 'AW', 'N', 'D', 'AY', 'N']",6
4351,fieudy,"['F', 'IY1', 'UW0', 'D']","['F', 'IY', 'UW', 'D']",4
4353,domparat,"['D', 'AA1', 'M', 'P', 'ER0', 'T', 'AE2', 'P']","['D', 'AA', 'M', 'P', 'ER', 'T', 'AE', 'P']",8
4354,inderall,"['IH1', 'N', 'D', 'ER0', 'AH0', 'L']","['IH', 'N', 'D', 'ER', 'AH', 'L']",6
4355,ventifie,"['V', 'EH1', 'N', 'T', 'AH0', 'F', 'AY2']","['V', 'EH', 'N', 'T', 'AH', 'F', 'AY']",7
4356,follegem,"['F', 'AA1', 'L', 'IH0', 'JH', 'M', 'EH0']","['F', 'AA', 'L', 'IH', 'JH', 'M', 'EH']",7
4358,pedusted,"['P', 'AH0', 'D', 'UW1', 'S', 'T', 'AH0', 'D']","['P', 'AH', 'D', 'UW', 'S', 'T', 'AH', 'D']",8
4359,locausid,"['L', 'OW0', 'K', 'AO1', 'Z', 'AH0', 'D']","['L', 'OW', 'K', 'AO', 'Z', 'AH', 'D']",7
4363,emothbor,"['EH1', 'M', 'AH0', 'B', 'AO0', 'R']","['EH', 'M', 'AH', 'B', 'AO', 'R']",6
4365,spligate,"['S', 'P', 'L', 'AY1', 'G', 'AH0', 'T']","['S', 'P', 'L', 'AY', 'G', 'AH', 'T']",7
4366,drivelf,"['D', 'R', 'AY1', 'V', 'L', 'IH0', 'F']","['D', 'R', 'AY', 'V', 'L', 'IH', 'F']",7
4369,amerider,"['AE1', 'M', 'ER0', 'AY2', 'D', 'ER0']","['AE', 'M', 'ER', 'AY', 'D', 'ER']",6
4375,apperful,"['AH0', 'P', 'ER1', 'F', 'AH0', 'L']","['AH', 'P', 'ER', 'F', 'AH', 'L']",6
4378,socustma,"['S', 'OW2', 'K', 'S', 'UW1', 'M', 'P', 'T', 'AH0']","['S', 'OW', 'K', 'S', 'UW', 'M', 'P', 'T', 'AH']",9
4379,arientit,"['EH1', 'R', 'IY0', 'N', 'EH2', 'T', 'AH0', 'T']","['EH', 'R', 'IY', 'N', 'EH', 'T', 'AH', 'T']",8
4380,saviness,"['S', 'EY1', 'V', 'IH0', 'N', 'IH0', 'S']","['S', 'EY', 'V', 'IH', 'N', 'IH', 'S']",7
4381,bulturet,"['B', 'AH1', 'L', 'CH', 'ER0', 'AH0', 'T']","['B', 'AH', 'L', 'CH', 'ER', 'AH', 'T']",7
4382,wittic,"['W', 'IH1', 'T', 'IH0', 'K']","['W', 'IH', 'T', 'IH', 'K']",5
4383,sistral,"['S', 'IH1', 'S', 'T', 'R', 'AH0', 'L']","['S', 'IH', 'S', 'T', 'R', 'AH', 'L']",7
4386,futsible,"['F', 'AH1', 'S', 'T', 'AH0', 'B', 'AH0', 'L']","['F', 'AH', 'S', 'T', 'AH', 'B', 'AH', 'L']",8
4387,forrishe,"['F', 'AO0', 'R', 'IH1', 'SH']","['F', 'AO', 'R', 'IH', 'SH']",5
4392,merhaelv,"['M', 'ER1', 'L', 'HH', 'EH2', 'V']","['M', 'ER', 'L', 'HH', 'EH', 'V']",6
4398,culfarch,"['K', 'AH1', 'L', 'F', 'ER0', 'SH']","['K', 'AH', 'L', 'F', 'ER', 'SH']",6
4400,mettecie,"['M', 'EH1', 'T', 'AH0', 'S', 'IY0']","['M', 'EH', 'T', 'AH', 'S', 'IY']",6
4401,mandents,"['M', 'AE1', 'N', 'D', 'AH0', 'N', 'T', 'S']","['M', 'AE', 'N', 'D', 'AH', 'N', 'T', 'S']",8
4403,islatuar,"['IH0', 'L', 'AA0', 'CH', 'UW1', 'AA0', 'R']","['IH', 'L', 'AA', 'CH', 'UW', 'AA', 'R']",7
4405,assultia,"['AH0', 'S', 'L', 'UW1', 'SH', 'AH0']","['AH', 'S', 'L', 'UW', 'SH', 'AH']",6
4406,johanst,"['JH', 'OW1', 'HH', 'AE1', 'N', 'S', 'T']","['JH', 'OW', 'HH', 'AE', 'N', 'S', 'T']",7
