<<<<<<< Updated upstream:stimuli/handmade/real_equalized.csv
,Word,Condition,Lexicality,Size,Morphology,Frequency,Length,Zipf_Frequency,Phonemes,No_Stress,Part of Speech
577,haters,RSCL,real,short,complex,3.16e-06,5,3.5,"['HH', 'EY1', 'T', 'ER0', 'Z']","['HH', 'EY', 'T', 'ER', 'Z']",NOUN
578,awfully,RSCL,real,short,complex,2.57e-06,4,3.41,"['AA1', 'F', 'L', 'IY0']","['AA', 'F', 'L', 'IY']",ADV
579,shrunk,RSCL,real,short,complex,1.51e-06,5,3.18,"['SH', 'R', 'AH1', 'NG', 'K']","['SH', 'R', 'AH', 'NG', 'K']",VERB
580,asserts,RSCL,real,short,complex,2.4e-06,5,3.38,"['AH0', 'S', 'ER1', 'T', 'S']","['AH', 'S', 'ER', 'T', 'S']",VERB
581,hitter,RSCL,real,short,complex,3.16e-06,4,3.5,"['HH', 'IH1', 'T', 'ER0']","['HH', 'IH', 'T', 'ER']",NOUN
582,seer,RSCL,real,short,complex,1.02e-06,3,3.01,"['S', 'IY1', 'R']","['S', 'IY', 'R']",NOUN
583,kneel,RSCL,real,short,complex,1.74e-06,3,3.24,"['N', 'IY1', 'L']","['N', 'IY', 'L']",VERB
584,tableau,RSCL,real,short,complex,8.32e-07,5,2.92,"['T', 'AH0', 'B', 'L', 'OW1']","['T', 'AH', 'B', 'L', 'OW']",NOUN
585,beggar,RSCL,real,short,complex,1.48e-06,4,3.17,"['B', 'EH1', 'G', 'ER0']","['B', 'EH', 'G', 'ER']",NOUN
586,bathe,RSCL,real,short,complex,1.66e-06,3,3.22,"['B', 'EY1', 'DH']","['B', 'EY', 'DH']",VERB
587,footing,RSCL,real,short,complex,3.16e-06,5,3.5,"['F', 'UH1', 'T', 'IH0', 'NG']","['F', 'UH', 'T', 'IH', 'NG']",VERB
588,surname,RSCL,real,short,complex,3.16e-06,5,3.5,"['S', 'ER1', 'N', 'EY2', 'M']","['S', 'ER', 'N', 'EY', 'M']",NOUN
589,ascent,RSCL,real,short,complex,2.63e-06,5,3.42,"['AH0', 'S', 'EH1', 'N', 'T']","['AH', 'S', 'EH', 'N', 'T']",NOUN
590,seashore,RSCL,real,short,complex,8.32e-07,5,2.92,"['S', 'IY1', 'SH', 'AO2', 'R']","['S', 'IY', 'SH', 'AO', 'R']",NOUN
591,primer,RSCL,real,short,complex,3.16e-06,5,3.5,"['P', 'R', 'AY1', 'M', 'ER0']","['P', 'R', 'AY', 'M', 'ER']",NOUN
592,smelled,RSCL,real,short,complex,3.16e-06,5,3.5,"['S', 'M', 'EH1', 'L', 'D']","['S', 'M', 'EH', 'L', 'D']",VERB
593,caress,RSCL,real,short,complex,8.71e-07,4,2.94,"['K', 'ER0', 'EH1', 'S']","['K', 'ER', 'EH', 'S']",VERB
594,perverse,RSCL,real,short,complex,1.55e-06,5,3.19,"['P', 'ER0', 'V', 'ER1', 'S']","['P', 'ER', 'V', 'ER', 'S']",ADJ
595,onerous,RSCL,real,short,complex,8.32e-07,5,2.92,"['OW1', 'N', 'ER0', 'AH0', 'S']","['OW', 'N', 'ER', 'AH', 'S']",ADJ
596,assessor,RSCL,real,short,complex,7.59e-07,5,2.88,"['AH0', 'S', 'EH1', 'S', 'ER0']","['AH', 'S', 'EH', 'S', 'ER']",NOUN
597,adjourned,RSCL,real,short,complex,2.19e-06,5,3.34,"['AH0', 'JH', 'ER1', 'N', 'D']","['AH', 'JH', 'ER', 'N', 'D']",VERB
598,anew,RSCL,real,short,complex,1.58e-06,3,3.2,"['AH0', 'N', 'UW1']","['AH', 'N', 'UW']",ADV
599,geese,RSCL,real,short,complex,2.24e-06,3,3.35,"['G', 'IY1', 'S']","['G', 'IY', 'S']",VERB
600,came,RSSH,real,short,simple,0.000316,3,5.5,"['K', 'EY1', 'M']","['K', 'EY', 'M']",VERB
601,water,RSSH,real,short,simple,0.000331,4,5.52,"['W', 'AO1', 'T', 'ER0']","['W', 'AO', 'T', 'ER']",NOUN
602,keep,RSSH,real,short,simple,0.000457,3,5.66,"['K', 'IY1', 'P']","['K', 'IY', 'P']",VERB
603,great,RSSH,real,short,simple,0.000759,4,5.88,"['G', 'R', 'EY1', 'T']","['G', 'R', 'EY', 'T']",ADJ
604,corn,RSSH,real,short,simple,1.55e-05,4,4.19,"['K', 'AO1', 'R', 'N']","['K', 'AO', 'R', 'N']",NOUN
605,get,RSSH,real,short,simple,0.00191,3,6.28,"['G', 'EH1', 'T']","['G', 'EH', 'T']",VERB
606,scene,RSSH,real,short,simple,9.33e-05,3,4.97,"['S', 'IY1', 'N']","['S', 'IY', 'N']",NOUN
607,fridge,RSSH,real,short,simple,1.05e-05,4,4.02,"['F', 'R', 'IH1', 'JH']","['F', 'R', 'IH', 'JH']",NOUN
608,dad,RSSH,real,short,simple,8.91e-05,3,4.95,"['D', 'AE1', 'D']","['D', 'AE', 'D']",NOUN
609,heck,RSSH,real,short,simple,1.05e-05,3,4.02,"['HH', 'EH1', 'K']","['HH', 'EH', 'K']",INTJ
610,wrong,RSSH,real,short,simple,0.000245,3,5.39,"['R', 'AO1', 'NG']","['R', 'AO', 'NG']",ADJ
611,less,RSSH,real,short,simple,0.000309,3,5.49,"['L', 'EH1', 'S']","['L', 'EH', 'S']",ADJ
612,top,RSSH,real,short,simple,0.000372,3,5.57,"['T', 'AA1', 'P']","['T', 'AA', 'P']",NOUN
613,might,RSSH,real,short,simple,0.000457,3,5.66,"['M', 'AY1', 'T']","['M', 'AY', 'T']",AUX
614,goat,RSSH,real,short,simple,1.05e-05,3,4.02,"['G', 'OW1', 'T']","['G', 'OW', 'T']",PROPN
615,ago,RSSH,real,short,simple,0.000263,3,5.42,"['AH0', 'G', 'OW1']","['AH', 'G', 'OW']",ADV
616,god,RSSH,real,short,simple,0.000372,3,5.57,"['G', 'AA1', 'D']","['G', 'AA', 'D']",PROPN
617,trophy,RSSH,real,short,simple,1.48e-05,5,4.17,"['T', 'R', 'OW1', 'F', 'IY0']","['T', 'R', 'OW', 'F', 'IY']",NOUN
618,genre,RSSH,real,short,simple,1.48e-05,5,4.17,"['ZH', 'AA1', 'N', 'R', 'AH0']","['ZH', 'AA', 'N', 'R', 'AH']",NOUN
619,hard,RSSH,real,short,simple,0.000339,4,5.53,"['HH', 'AA1', 'R', 'D']","['HH', 'AA', 'R', 'D']",ADV
620,battle,RSSH,real,short,simple,8.71e-05,5,4.94,"['B', 'AE1', 'T', 'AH0', 'L']","['B', 'AE', 'T', 'AH', 'L']",NOUN
621,rome,RSSH,real,short,simple,2.82e-05,3,4.45,"['R', 'OW1', 'M']","['R', 'OW', 'M']",PROPN
622,along,RSSH,real,short,simple,0.00024,4,5.38,"['AH0', 'L', 'AO1', 'NG']","['AH', 'L', 'AO', 'NG']",ADP
623,need,RSSH,real,short,simple,0.000933,3,5.97,"['N', 'IY1', 'D']","['N', 'IY', 'D']",VERB
624,coin,RSSH,real,short,simple,1.55e-05,3,4.19,"['K', 'OY1', 'N']","['K', 'OY', 'N']",NOUN
625,lamb,RSSH,real,short,simple,1.05e-05,3,4.02,"['L', 'AE1', 'M']","['L', 'AE', 'M']",PROPN
626,south,RSSH,real,short,simple,0.000251,3,5.4,"['S', 'AW1', 'TH']","['S', 'AW', 'TH']",NOUN
627,course,RSSH,real,short,simple,0.000275,4,5.44,"['K', 'AO1', 'R', 'S']","['K', 'AO', 'R', 'S']",NOUN
628,reach,RSSH,real,short,simple,8.71e-05,3,4.94,"['R', 'IY1', 'CH']","['R', 'IY', 'CH']",VERB
629,palace,RSSH,real,short,simple,2.82e-05,5,4.45,"['P', 'AE1', 'L', 'AH0', 'S']","['P', 'AE', 'L', 'AH', 'S']",NOUN
630,money,RSSH,real,short,simple,0.000437,4,5.64,"['M', 'AH1', 'N', 'IY0']","['M', 'AH', 'N', 'IY']",NOUN
631,gut,RSSH,real,short,simple,1.05e-05,3,4.02,"['G', 'AH1', 'T']","['G', 'AH', 'T']",VERB
632,best,RSSH,real,short,simple,0.000692,4,5.84,"['B', 'EH1', 'S', 'T']","['B', 'EH', 'S', 'T']",ADJ
633,have,RSSH,real,short,simple,0.00513,3,6.71,"['HH', 'AE1', 'V']","['HH', 'AE', 'V']",VERB
634,right,RSSH,real,short,simple,0.000912,3,5.96,"['R', 'AY1', 'T']","['R', 'AY', 'T']",INTJ
635,thing,RSSH,real,short,simple,0.000525,3,5.72,"['TH', 'IH1', 'NG']","['TH', 'IH', 'NG']",NOUN
636,claim,RSSH,real,short,simple,8.91e-05,4,4.95,"['K', 'L', 'EY1', 'M']","['K', 'L', 'EY', 'M']",VERB
637,sister,RSSH,real,short,simple,8.91e-05,5,4.95,"['S', 'IH1', 'S', 'T', 'ER0']","['S', 'IH', 'S', 'T', 'ER']",NOUN
638,lot,RSSH,real,short,simple,0.000407,3,5.61,"['L', 'AA1', 'T']","['L', 'AA', 'T']",NOUN
639,good,RSSH,real,short,simple,0.00132,3,6.12,"['G', 'UH1', 'D']","['G', 'UH', 'D']",ADJ
640,bad,RSSH,real,short,simple,0.000339,3,5.53,"['B', 'AE1', 'D']","['B', 'AE', 'D']",ADJ
641,soap,RSSH,real,short,simple,1.51e-05,3,4.18,"['S', 'OW1', 'P']","['S', 'OW', 'P']",NOUN
642,friend,RSSH,real,short,simple,0.000234,5,5.37,"['F', 'R', 'EH1', 'N', 'D']","['F', 'R', 'EH', 'N', 'D']",NOUN
643,number,RSSH,real,short,simple,0.000417,5,5.62,"['N', 'AH1', 'M', 'B', 'ER0']","['N', 'AH', 'M', 'B', 'ER']",NOUN
644,bonus,RSSH,real,short,simple,2.82e-05,5,4.45,"['B', 'OW1', 'N', 'AH0', 'S']","['B', 'OW', 'N', 'AH', 'S']",NOUN
645,nude,RSSH,real,short,simple,1e-05,3,4.0,"['N', 'UW1', 'D']","['N', 'UW', 'D']",ADJ
646,wheat,RSSH,real,short,simple,1.02e-05,3,4.01,"['W', 'IY1', 'T']","['W', 'IY', 'T']",NOUN
647,talk,RSSH,real,short,simple,0.000263,3,5.42,"['T', 'AO1', 'K']","['T', 'AO', 'K']",VERB
648,search,RSSH,real,short,simple,9.12e-05,3,4.96,"['S', 'ER1', 'CH']","['S', 'ER', 'CH']",NOUN
649,city,RSSH,real,short,simple,0.000407,4,5.61,"['S', 'IH1', 'T', 'IY0']","['S', 'IH', 'T', 'IY']",NOUN
650,wonder,RSSH,real,short,simple,8.51e-05,5,4.93,"['W', 'AH1', 'N', 'D', 'ER0']","['W', 'AH', 'N', 'D', 'ER']",VERB
651,clue,RSSH,real,short,simple,1.51e-05,3,4.18,"['K', 'L', 'UW1']","['K', 'L', 'UW']",NOUN
652,void,RSSH,real,short,simple,1.02e-05,3,4.01,"['V', 'OY1', 'D']","['V', 'OY', 'D']",VERB
653,man,RSSH,real,short,simple,0.000661,3,5.82,"['M', 'AE1', 'N']","['M', 'AE', 'N']",NOUN
654,drone,RSSH,real,short,simple,1e-05,4,4.0,"['D', 'R', 'OW1', 'N']","['D', 'R', 'OW', 'N']",NOUN
655,castle,RSSH,real,short,simple,2.82e-05,5,4.45,"['K', 'AE1', 'S', 'AH0', 'L']","['K', 'AE', 'S', 'AH', 'L']",NOUN
656,never,RSSH,real,short,simple,0.000813,4,5.91,"['N', 'EH1', 'V', 'ER0']","['N', 'EH', 'V', 'ER']",ADV
657,one,RSSH,real,short,simple,0.00295,3,6.47,"['W', 'AH1', 'N']","['W', 'AH', 'N']",NUM
658,spring,RSSH,real,short,simple,8.32e-05,5,4.92,"['S', 'P', 'R', 'IH1', 'NG']","['S', 'P', 'R', 'IH', 'NG']",NOUN
659,for,RSSH,real,short,simple,0.0102,3,7.01,"['F', 'AO1', 'R']","['F', 'AO', 'R']",ADP
660,men,RSSH,real,short,simple,0.000324,3,5.51,"['M', 'EH1', 'N']","['M', 'EH', 'N']",NOUN
661,such,RSSH,real,short,simple,0.000692,3,5.84,"['S', 'AH1', 'CH']","['S', 'AH', 'CH']",ADJ
662,band,RSSH,real,short,simple,8.32e-05,4,4.92,"['B', 'AE1', 'N', 'D']","['B', 'AE', 'N', 'D']",NOUN
663,has,RSSH,real,short,simple,0.00234,3,6.37,"['HH', 'AE1', 'Z']","['HH', 'AE', 'Z']",VERB
664,this,RSSH,real,short,simple,0.00661,3,6.82,"['DH', 'IH1', 'S']","['DH', 'IH', 'S']",PRON
665,most,RSSH,real,short,simple,0.001,4,6.0,"['M', 'OW1', 'S', 'T']","['M', 'OW', 'S', 'T']",ADJ
666,hand,RSSH,real,short,simple,0.000257,4,5.41,"['HH', 'AE1', 'N', 'D']","['HH', 'AE', 'N', 'D']",NOUN
667,vinyl,RSSH,real,short,simple,1e-05,5,4.0,"['V', 'AY1', 'N', 'AH0', 'L']","['V', 'AY', 'N', 'AH', 'L']",NOUN
668,name,RSSH,real,short,simple,0.000407,3,5.61,"['N', 'EY1', 'M']","['N', 'EY', 'M']",VERB
669,pause,RSSH,real,short,simple,1e-05,3,4.0,"['P', 'AO1', 'Z']","['P', 'AO', 'Z']",VERB
670,duke,RSSH,real,short,simple,2.82e-05,3,4.45,"['D', 'UW1', 'K']","['D', 'UW', 'K']",PROPN
671,lap,RSSH,real,short,simple,1.51e-05,3,4.18,"['L', 'AE1', 'P']","['L', 'AE', 'P']",NOUN
672,times,RSSH,real,short,simple,0.000363,4,5.56,"['T', 'AY1', 'M', 'Z']","['T', 'AY', 'M', 'Z']",NOUN
673,tire,RSSH,real,short,simple,1.05e-05,3,4.02,"['T', 'AY1', 'ER0']","['T', 'AY', 'ER']",NOUN
674,wrist,RSSH,real,short,simple,1.02e-05,4,4.01,"['R', 'IH1', 'S', 'T']","['R', 'IH', 'S', 'T']",NOUN
675,nephew,RSSH,real,short,simple,1.02e-05,5,4.01,"['N', 'EH1', 'F', 'Y', 'UW0']","['N', 'EH', 'F', 'Y', 'UW']",NOUN
676,free,RSSH,real,short,simple,0.000427,3,5.63,"['F', 'R', 'IY1']","['F', 'R', 'IY']",ADJ
677,did,RSSH,real,short,simple,0.000912,3,5.96,"['D', 'IH1', 'D']","['D', 'IH', 'D']",VERB
678,unit,RSSH,real,short,simple,8.91e-05,5,4.95,"['Y', 'UW1', 'N', 'AH0', 'T']","['Y', 'UW', 'N', 'AH', 'T']",NOUN
679,yoga,RSSH,real,short,simple,1.58e-05,4,4.2,"['Y', 'OW1', 'G', 'AH0']","['Y', 'OW', 'G', 'AH']",NOUN
680,from,RSSH,real,short,simple,0.00427,4,6.63,"['F', 'R', 'AH1', 'M']","['F', 'R', 'AH', 'M']",ADP
681,chill,RSSH,real,short,simple,1.51e-05,3,4.18,"['CH', 'IH1', 'L']","['CH', 'IH', 'L']",VERB
682,lease,RSSH,real,short,simple,1.48e-05,3,4.17,"['L', 'IY1', 'S']","['L', 'IY', 'S']",VERB
683,these,RSSH,real,short,simple,0.0011,3,6.04,"['DH', 'IY1', 'Z']","['DH', 'IY', 'Z']",PRON
684,raid,RSSH,real,short,simple,1.55e-05,3,4.19,"['R', 'EY1', 'D']","['R', 'EY', 'D']",NOUN
685,young,RSSH,real,short,simple,0.000269,3,5.43,"['Y', 'AH1', 'NG']","['Y', 'AH', 'NG']",ADJ
686,gross,RSSH,real,short,simple,2.82e-05,4,4.45,"['G', 'R', 'OW1', 'S']","['G', 'R', 'OW', 'S']",ADJ
687,hit,RSSH,real,short,simple,0.000234,3,5.37,"['HH', 'IH1', 'T']","['HH', 'IH', 'T']",VERB
688,game,RSSH,real,short,simple,0.000525,3,5.72,"['G', 'EY1', 'M']","['G', 'EY', 'M']",NOUN
689,stock,RSSH,real,short,simple,8.51e-05,4,4.93,"['S', 'T', 'AA1', 'K']","['S', 'T', 'AA', 'K']",NOUN
690,occur,RSSH,real,short,simple,2.95e-05,3,4.47,"['AH0', 'K', 'ER1']","['AH', 'K', 'ER']",VERB
691,maybe,RSSH,real,short,simple,0.000282,4,5.45,"['M', 'EY1', 'B', 'IY0']","['M', 'EY', 'B', 'IY']",ADV
692,other,RSSH,real,short,simple,0.00145,3,6.16,"['AH1', 'DH', 'ER0']","['AH', 'DH', 'ER']",ADJ
693,seen,RSSH,real,short,simple,0.000331,3,5.52,"['S', 'IY1', 'N']","['S', 'IY', 'N']",VERB
694,sharp,RSSH,real,short,simple,3.02e-05,4,4.48,"['SH', 'AA1', 'R', 'P']","['SH', 'AA', 'R', 'P']",ADJ
695,bit,RSSH,real,short,simple,0.000234,3,5.37,"['B', 'IH1', 'T']","['B', 'IH', 'T']",NOUN
696,down,RSSH,real,short,simple,0.000759,3,5.88,"['D', 'AW1', 'N']","['D', 'AW', 'N']",ADV
697,whole,RSSH,real,short,simple,0.000288,3,5.46,"['HH', 'OW1', 'L']","['HH', 'OW', 'L']",ADJ
698,give,RSSH,real,short,simple,0.000513,3,5.71,"['G', 'IH1', 'V']","['G', 'IH', 'V']",VERB
699,mirror,RSSH,real,short,simple,2.95e-05,4,4.47,"['M', 'IH1', 'R', 'ER0']","['M', 'IH', 'R', 'ER']",NOUN
700,avid,RSSL,real,short,simple,3.16e-06,4,3.5,"['AE1', 'V', 'AH0', 'D']","['AE', 'V', 'AH', 'D']",ADJ
701,lahore,RSSL,real,short,simple,3.09e-06,5,3.49,"['L', 'AA0', 'HH', 'AO1', 'R']","['L', 'AA', 'HH', 'AO', 'R']",PROPN
702,cling,RSSL,real,short,simple,3.09e-06,4,3.49,"['K', 'L', 'IH1', 'NG']","['K', 'L', 'IH', 'NG']",VERB
703,lapse,RSSL,real,short,simple,3.09e-06,4,3.49,"['L', 'AE1', 'P', 'S']","['L', 'AE', 'P', 'S']",NOUN
704,apnea,RSSL,real,short,simple,1e-06,5,3.0,"['AE1', 'P', 'N', 'IY0', 'AH0']","['AE', 'P', 'N', 'IY', 'AH']",PROPN
705,jihad,RSSL,real,short,simple,3.09e-06,5,3.49,"['JH', 'IY1', 'HH', 'AE0', 'D']","['JH', 'IY', 'HH', 'AE', 'D']",NOUN
706,murdoch,RSSL,real,short,simple,3.09e-06,5,3.49,"['M', 'ER1', 'D', 'AA0', 'K']","['M', 'ER', 'D', 'AA', 'K']",PROPN
707,sieve,RSSL,real,short,simple,1e-06,3,3.0,"['S', 'IH1', 'V']","['S', 'IH', 'V']",NOUN
708,loon,RSSL,real,short,simple,9.77e-07,3,2.99,"['L', 'UW1', 'N']","['L', 'UW', 'N']",NOUN
709,hind,RSSL,real,short,simple,3.16e-06,4,3.5,"['HH', 'AY1', 'N', 'D']","['HH', 'AY', 'N', 'D']",NOUN
710,cobb,RSSL,real,short,simple,3.16e-06,3,3.5,"['K', 'AA1', 'B']","['K', 'AA', 'B']",PROPN
711,quell,RSSL,real,short,simple,1e-06,4,3.0,"['K', 'W', 'EH1', 'L']","['K', 'W', 'EH', 'L']",VERB
712,musk,RSSL,real,short,simple,3.09e-06,4,3.49,"['M', 'AH1', 'S', 'K']","['M', 'AH', 'S', 'K']",NOUN
713,elk,RSSL,real,short,simple,3.09e-06,3,3.49,"['EH1', 'L', 'K']","['EH', 'L', 'K']",NOUN
714,guam,RSSL,real,short,simple,1.78e-06,4,3.25,"['G', 'W', 'AA1', 'M']","['G', 'W', 'AA', 'M']",PROPN
715,parrot,RSSL,real,short,simple,3.09e-06,5,3.49,"['P', 'EH1', 'R', 'AH0', 'T']","['P', 'EH', 'R', 'AH', 'T']",NOUN
716,birch,RSSL,real,short,simple,3.16e-06,3,3.5,"['B', 'ER1', 'CH']","['B', 'ER', 'CH']",NOUN
717,cask,RSSL,real,short,simple,9.77e-07,4,2.99,"['K', 'AE1', 'S', 'K']","['K', 'AE', 'S', 'K']",NOUN
718,manger,RSSL,real,short,simple,9.77e-07,5,2.99,"['M', 'EY1', 'N', 'JH', 'ER0']","['M', 'EY', 'N', 'JH', 'ER']",NOUN
719,arbor,RSSL,real,short,simple,3.09e-06,4,3.49,"['AA1', 'R', 'B', 'ER0']","['AA', 'R', 'B', 'ER']",NOUN
720,aorta,RSSL,real,short,simple,8.32e-07,5,2.92,"['EY0', 'AO1', 'R', 'T', 'AH0']","['EY', 'AO', 'R', 'T', 'AH']",PROPN
721,quilt,RSSL,real,short,simple,1.78e-06,5,3.25,"['K', 'W', 'IH1', 'L', 'T']","['K', 'W', 'IH', 'L', 'T']",NOUN
722,loaf,RSSL,real,short,simple,3.09e-06,3,3.49,"['L', 'OW1', 'F']","['L', 'OW', 'F']",PROPN
723,derrick,RSSL,real,short,simple,3.09e-06,5,3.49,"['D', 'EH1', 'R', 'IH0', 'K']","['D', 'EH', 'R', 'IH', 'K']",PROPN
724,kuala,RSSL,real,short,simple,3.16e-06,5,3.5,"['K', 'W', 'AA1', 'L', 'AH0']","['K', 'W', 'AA', 'L', 'AH']",PROPN
725,cider,RSSL,real,short,simple,3.16e-06,4,3.5,"['S', 'AY1', 'D', 'ER0']","['S', 'AY', 'D', 'ER']",NOUN
726,axle,RSSL,real,short,simple,3.09e-06,5,3.49,"['AE1', 'K', 'S', 'AH0', 'L']","['AE', 'K', 'S', 'AH', 'L']",NOUN
727,judo,RSSL,real,short,simple,1.78e-06,4,3.25,"['JH', 'UW1', 'D', 'OW2']","['JH', 'UW', 'D', 'OW']",NOUN
728,aloof,RSSL,real,short,simple,9.77e-07,4,2.99,"['AH0', 'L', 'UW1', 'F']","['AH', 'L', 'UW', 'F']",ADJ
729,dudley,RSSL,real,short,simple,3.09e-06,5,3.49,"['D', 'AH1', 'D', 'L', 'IY0']","['D', 'AH', 'D', 'L', 'IY']",PROPN
730,guinness,RSSL,real,short,simple,3.09e-06,5,3.49,"['G', 'IH1', 'N', 'AH0', 'S']","['G', 'IH', 'N', 'AH', 'S']",PROPN
731,sag,RSSL,real,short,simple,1.78e-06,3,3.25,"['S', 'AE1', 'G']","['S', 'AE', 'G']",VERB
732,diaper,RSSL,real,short,simple,3.09e-06,4,3.49,"['D', 'AY1', 'P', 'ER0']","['D', 'AY', 'P', 'ER']",NOUN
733,urdu,RSSL,real,short,simple,1.82e-06,3,3.26,"['ER0', 'D', 'UW1']","['ER', 'D', 'UW']",PROPN
734,jekyll,RSSL,real,short,simple,9.77e-07,5,2.99,"['JH', 'EH1', 'K', 'AH0', 'L']","['JH', 'EH', 'K', 'AH', 'L']",PROPN
735,bert,RSSL,real,short,simple,3.16e-06,3,3.5,"['B', 'ER1', 'T']","['B', 'ER', 'T']",PROPN
736,pita,RSSL,real,short,simple,1e-06,4,3.0,"['P', 'IY1', 'T', 'AH0']","['P', 'IY', 'T', 'AH']",NOUN
737,heinous,RSSL,real,short,simple,1.78e-06,5,3.25,"['HH', 'EY1', 'N', 'AH0', 'S']","['HH', 'EY', 'N', 'AH', 'S']",ADJ
738,annex,RSSL,real,short,simple,3.16e-06,5,3.5,"['AE1', 'N', 'EH2', 'K', 'S']","['AE', 'N', 'EH', 'K', 'S']",VERB
739,buckle,RSSL,real,short,simple,3.16e-06,5,3.5,"['B', 'AH1', 'K', 'AH0', 'L']","['B', 'AH', 'K', 'AH', 'L']",VERB
740,sauna,RSSL,real,short,simple,1.78e-06,4,3.25,"['S', 'AO1', 'N', 'AH0']","['S', 'AO', 'N', 'AH']",PROPN
741,klaus,RSSL,real,short,simple,3.16e-06,4,3.5,"['K', 'L', 'AW1', 'S']","['K', 'L', 'AW', 'S']",PROPN
742,attire,RSSL,real,short,simple,3.09e-06,4,3.49,"['AH0', 'T', 'AY1', 'ER0']","['AH', 'T', 'AY', 'ER']",NOUN
743,hive,RSSL,real,short,simple,3.16e-06,3,3.5,"['HH', 'AY1', 'V']","['HH', 'AY', 'V']",NOUN
744,bribe,RSSL,real,short,simple,3.16e-06,4,3.5,"['B', 'R', 'AY1', 'B']","['B', 'R', 'AY', 'B']",VERB
745,dazzle,RSSL,real,short,simple,1.05e-06,5,3.02,"['D', 'AE1', 'Z', 'AH0', 'L']","['D', 'AE', 'Z', 'AH', 'L']",VERB
746,cub,RSSL,real,short,simple,3.09e-06,3,3.49,"['K', 'AH1', 'B']","['K', 'AH', 'B']",NOUN
747,imam,RSSL,real,short,simple,3.16e-06,4,3.5,"['AY1', 'M', 'AE0', 'M']","['AY', 'M', 'AE', 'M']",NOUN
748,hue,RSSL,real,short,simple,3.09e-06,3,3.49,"['HH', 'Y', 'UW1']","['HH', 'Y', 'UW']",NOUN
749,gulp,RSSL,real,short,simple,8.51e-07,4,2.93,"['G', 'AH1', 'L', 'P']","['G', 'AH', 'L', 'P']",VERB
750,nasal,RSSL,real,short,simple,3.09e-06,5,3.49,"['N', 'EY1', 'Z', 'AH0', 'L']","['N', 'EY', 'Z', 'AH', 'L']",ADJ
751,goof,RSSL,real,short,simple,9.77e-07,3,2.99,"['G', 'UW1', 'F']","['G', 'UW', 'F']",NOUN
752,coco,RSSL,real,short,simple,3.09e-06,4,3.49,"['K', 'OW1', 'K', 'OW2']","['K', 'OW', 'K', 'OW']",PROPN
753,bimbo,RSSL,real,short,simple,7.41e-07,5,2.87,"['B', 'IH1', 'M', 'B', 'OW0']","['B', 'IH', 'M', 'B', 'OW']",NOUN
754,barge,RSSL,real,short,simple,3.16e-06,4,3.5,"['B', 'AA1', 'R', 'JH']","['B', 'AA', 'R', 'JH']",VERB
755,sabbath,RSSL,real,short,simple,3.16e-06,5,3.5,"['S', 'AE1', 'B', 'AH0', 'TH']","['S', 'AE', 'B', 'AH', 'TH']",PROPN
756,oft,RSSL,real,short,simple,1.78e-06,3,3.25,"['AO1', 'F', 'T']","['AO', 'F', 'T']",ADV
757,yank,RSSL,real,short,simple,1e-06,4,3.0,"['Y', 'AE1', 'NG', 'K']","['Y', 'AE', 'NG', 'K']",VERB
<<<<<<< Updated upstream:stimuli/handmade/real_equalized.csv
758,diaper,RSSL,real,short,simple,3.09e-06,4,3.49,"['D', 'AY1', 'P', 'ER0']","['D', 'AY', 'P', 'ER']",NOUN
759,jekyll,RSSL,real,short,simple,9.77e-07,5,2.99,"['JH', 'EH1', 'K', 'AH0', 'L']","['JH', 'EH', 'K', 'AH', 'L']",PROPN
760,parrot,RSSL,real,short,simple,3.09e-06,5,3.49,"['P', 'EH1', 'R', 'AH0', 'T']","['P', 'EH', 'R', 'AH', 'T']",NOUN
761,loaf,RSSL,real,short,simple,3.09e-06,3,3.49,"['L', 'OW1', 'F']","['L', 'OW', 'F']",PROPN
762,subaru,RSSL,real,short,simple,1.82e-06,5,3.26,"['S', 'UW1', 'B', 'ER0', 'UW0']","['S', 'UW', 'B', 'ER', 'UW']",PROPN
763,barge,RSSL,real,short,simple,3.16e-06,4,3.5,"['B', 'AA1', 'R', 'JH']","['B', 'AA', 'R', 'JH']",VERB
764,apnea,RSSL,real,short,simple,1e-06,5,3.0,"['AE1', 'P', 'N', 'IY0', 'AH0']","['AE', 'P', 'N', 'IY', 'AH']",PROPN
765,bong,RSSL,real,short,simple,3.16e-06,3,3.5,"['B', 'AA1', 'NG']","['B', 'AA', 'NG']",NOUN
766,sauna,RSSL,real,short,simple,1.78e-06,4,3.25,"['S', 'AO1', 'N', 'AH0']","['S', 'AO', 'N', 'AH']",PROPN
767,plunge,RSSL,real,short,simple,3.09e-06,5,3.49,"['P', 'L', 'AH1', 'N', 'JH']","['P', 'L', 'AH', 'N', 'JH']",VERB
768,avid,RSSL,real,short,simple,3.16e-06,4,3.5,"['AE1', 'V', 'AH0', 'D']","['AE', 'V', 'AH', 'D']",ADJ
769,mesa,RSSL,real,short,simple,3.16e-06,4,3.5,"['M', 'EY1', 'S', 'AH0']","['M', 'EY', 'S', 'AH']",PROPN
770,musk,RSSL,real,short,simple,3.09e-06,4,3.49,"['M', 'AH1', 'S', 'K']","['M', 'AH', 'S', 'K']",NOUN
771,cannes,RSSL,real,short,simple,3.16e-06,4,3.5,"['K', 'AE1', 'N', 'Z']","['K', 'AE', 'N', 'Z']",PROPN
