Word,Lexicality,Zipf Frequency,Frequency,Phonemes,No Stress,Length,Size
inhibition,real,3.39,low,"['IH2', 'N', 'HH', 'AH0', 'B', 'IH1', 'SH', 'AH0', 'N']","['IH', 'N', 'HH', 'AH', 'B', 'IH', 'SH', 'AH', 'N']",9,long
easements,real,2.46,low,"['IY1', 'Z', 'M', 'AH0', 'N', 'T', 'S']","['IY', 'Z', 'M', 'AH', 'N', 'T', 'S']",7,long
disappointed,real,4.42,high,"['D', 'IH2', 'S', 'AH0', 'P', 'OY1', 'N', 'T', 'IH0', 'D']","['D', 'IH', 'S', 'AH', 'P', 'OY', 'N', 'T', 'IH', 'D']",10,long
compulsions,real,2.38,low,"['K', 'AH0', 'M', 'P', 'UH1', 'L', 'SH', 'AH0', 'N', 'Z']","['K', 'AH', 'M', 'P', 'UH', 'L', 'SH', 'AH', 'N', 'Z']",10,long
focusses,real,2.21,low,"['F', 'OW1', 'K', 'AH0', 'S', 'IH0', 'Z']","['F', 'OW', 'K', 'AH', 'S', 'IH', 'Z']",7,long
burner,real,3.54,high,"['B', 'ER1', 'N', 'ER0']","['B', 'ER', 'N', 'ER']",4,short
inherit,real,3.52,high,"['IH0', 'N', 'HH', 'EH1', 'R', 'AH0', 'T']","['IH', 'N', 'HH', 'EH', 'R', 'AH', 'T']",7,long
monarchism,real,1.78,low,"['M', 'AA1', 'N', 'ER0', 'K', 'IH2', 'Z', 'AH0', 'M']","['M', 'AA', 'N', 'ER', 'K', 'IH', 'Z', 'AH', 'M']",9,long
egoism,real,2.38,low,"['IY1', 'G', 'OW0', 'IH2', 'Z', 'AH0', 'M']","['IY', 'G', 'OW', 'IH', 'Z', 'AH', 'M']",7,long
avaricious,real,2.04,low,"['AH0', 'V', 'EH1', 'R', 'IY0', 'AH0', 'S', 'IY0', 'Z']","['AH', 'V', 'EH', 'R', 'IY', 'AH', 'S', 'IY', 'Z']",9,long
fifty,real,4.29,high,"['F', 'IH1', 'F', 'T', 'IY0']","['F', 'IH', 'F', 'T', 'IY']",5,short
tippler,real,1.43,low,"['T', 'IH1', 'P', 'AH0', 'L', 'ER0']","['T', 'IH', 'P', 'AH', 'L', 'ER']",6,short
epigraph,real,2.19,low,"['EH1', 'P', 'AH0', 'G', 'R', 'AE2', 'F']","['EH', 'P', 'AH', 'G', 'R', 'AE', 'F']",7,long
comprehensive,real,4.36,high,"['K', 'AA2', 'M', 'P', 'R', 'IY0', 'HH', 'EH1', 'N', 'S', 'IH0', 'V']","['K', 'AA', 'M', 'P', 'R', 'IY', 'HH', 'EH', 'N', 'S', 'IH', 'V']",12,long
superstructures,real,1.92,low,"['S', 'UW1', 'P', 'ER0', 'S', 'T', 'R', 'AH2', 'K', 'CH', 'ER0', 'Z']","['S', 'UW', 'P', 'ER', 'S', 'T', 'R', 'AH', 'K', 'CH', 'ER', 'Z']",12,long
interdicted,real,1.93,low,"['IH1', 'N', 'T', 'ER0', 'D', 'IH2', 'K', 'T', 'IH0', 'D']","['IH', 'N', 'T', 'ER', 'D', 'IH', 'K', 'T', 'IH', 'D']",10,long
roamers,real,1.64,low,"['R', 'OW1', 'M', 'ER0', 'Z']","['R', 'OW', 'M', 'ER', 'Z']",5,short
keener,real,2.63,low,"['K', 'IY1', 'N', 'ER0']","['K', 'IY', 'N', 'ER']",4,short
associating,real,3.13,low,"['AH0', 'S', 'OW1', 'S', 'IY0', 'EY2', 'T', 'IH0', 'NG']","['AH', 'S', 'OW', 'S', 'IY', 'EY', 'T', 'IH', 'NG']",9,long
blabber,real,2.0,low,"['B', 'L', 'AE1', 'B', 'ER0']","['B', 'L', 'AE', 'B', 'ER']",5,short
vileness,real,1.78,low,"['V', 'AY1', 'L', 'AH0', 'N', 'AH0', 'S']","['V', 'AY', 'L', 'AH', 'N', 'AH', 'S']",7,long
deterrents,real,2.29,low,"['D', 'IH0', 'T', 'ER1', 'AH0', 'N', 'T', 'S']","['D', 'IH', 'T', 'ER', 'AH', 'N', 'T', 'S']",8,long
departure,real,4.22,high,"['D', 'IH0', 'P', 'AA1', 'R', 'CH', 'ER0']","['D', 'IH', 'P', 'AA', 'R', 'CH', 'ER']",7,long
communicates,real,3.13,low,"['K', 'AH0', 'M', 'Y', 'UW1', 'N', 'IH0', 'K', 'EY2', 'T', 'S']","['K', 'AH', 'M', 'Y', 'UW', 'N', 'IH', 'K', 'EY', 'T', 'S']",11,long
patentee,real,1.99,low,"['P', 'AH0', 'T', 'EH1', 'N', 'T', 'IY0']","['P', 'AH', 'T', 'EH', 'N', 'T', 'IY']",7,long
stragglers,real,2.62,low,"['S', 'T', 'R', 'AE1', 'G', 'L', 'ER0', 'Z']","['S', 'T', 'R', 'AE', 'G', 'L', 'ER', 'Z']",8,long
tenderness,real,3.24,low,"['T', 'EH1', 'N', 'D', 'ER0', 'N', 'AH0', 'S']","['T', 'EH', 'N', 'D', 'ER', 'N', 'AH', 'S']",8,long
tersely,real,1.94,low,"['T', 'ER1', 'S', 'L', 'IY0']","['T', 'ER', 'S', 'L', 'IY']",5,short
restrain,real,3.27,low,"['R', 'IY0', 'S', 'T', 'R', 'EY1', 'N']","['R', 'IY', 'S', 'T', 'R', 'EY', 'N']",7,long
chokers,real,2.09,low,"['K', 'OW1', 'K', 'ER0', 'Z']","['K', 'OW', 'K', 'ER', 'Z']",5,short
recurrence,real,3.2,low,"['R', 'IH0', 'K', 'ER1', 'AH0', 'N', 'S']","['R', 'IH', 'K', 'ER', 'AH', 'N', 'S']",7,long
utilitarians,real,1.64,low,"['Y', 'UW2', 'T', 'AH0', 'L', 'IH1', 'T', 'R', 'AH0', 'N', 'AH0', 'S']","['Y', 'UW', 'T', 'AH', 'L', 'IH', 'T', 'R', 'AH', 'N', 'AH', 'S']",12,long
salivated,real,1.5,low,"['S', 'AE1', 'L', 'AH0', 'V', 'EY2', 'T', 'AH0', 'D']","['S', 'AE', 'L', 'AH', 'V', 'EY', 'T', 'AH', 'D']",9,long
misconstrued,real,2.56,low,"['M', 'IH2', 'S', 'K', 'AH0', 'N', 'S', 'T', 'R', 'UW1', 'D']","['M', 'IH', 'S', 'K', 'AH', 'N', 'S', 'T', 'R', 'UW', 'D']",11,long
contorted,real,2.55,low,"['K', 'AH0', 'N', 'T', 'AO1', 'R', 'T', 'AH0', 'D']","['K', 'AH', 'N', 'T', 'AO', 'R', 'T', 'AH', 'D']",9,long
superposition,real,2.59,low,"['S', 'UW2', 'P', 'ER0', 'P', 'AH0', 'Z', 'IH1', 'SH', 'AH0', 'N']","['S', 'UW', 'P', 'ER', 'P', 'AH', 'Z', 'IH', 'SH', 'AH', 'N']",11,long
regain,real,3.73,high,"['R', 'IH0', 'G', 'EY1', 'N']","['R', 'IH', 'G', 'EY', 'N']",5,short
stratified,real,2.76,low,"['S', 'T', 'R', 'AE1', 'T', 'AH0', 'F', 'AY2', 'D']","['S', 'T', 'R', 'AE', 'T', 'AH', 'F', 'AY', 'D']",9,long
unmatchable,real,1.81,low,"['AH0', 'N', 'M', 'AE1', 'CH', 'AH0', 'B', 'AH0', 'L']","['AH', 'N', 'M', 'AE', 'CH', 'AH', 'B', 'AH', 'L']",9,long
useable,real,2.61,low,"['Y', 'UW1', 'S', 'IH0', 'B', 'AH0', 'L']","['Y', 'UW', 'S', 'IH', 'B', 'AH', 'L']",7,long
sectors,real,4.07,high,"['S', 'EH1', 'K', 'T', 'ER0', 'Z']","['S', 'EH', 'K', 'T', 'ER', 'Z']",6,short
limbless,real,1.82,low,"['L', 'IH1', 'M', 'L', 'AH0', 'S']","['L', 'IH', 'M', 'L', 'AH', 'S']",6,short
emotions,real,4.37,high,"['IH0', 'M', 'OW1', 'SH', 'AH0', 'N', 'Z']","['IH', 'M', 'OW', 'SH', 'AH', 'N', 'Z']",7,long
modish,real,2.13,low,"['M', 'OW1', 'D', 'IH0', 'SH']","['M', 'OW', 'D', 'IH', 'SH']",5,short
COMETH,real,2.86,low,"['K', 'AH1', 'M', 'IH0', 'TH']","['K', 'AH', 'M', 'IH', 'TH']",5,short
caster,real,3.1,low,"['K', 'AE1', 'S', 'T', 'ER0']","['K', 'AE', 'S', 'T', 'ER']",5,short
setters,real,2.75,low,"['S', 'EH1', 'T', 'ER0', 'Z']","['S', 'EH', 'T', 'ER', 'Z']",5,short
becomingly,real,1.16,low,"['B', 'IH0', 'K', 'AH1', 'M', 'IH0', 'NG', 'L', 'IY0']","['B', 'IH', 'K', 'AH', 'M', 'IH', 'NG', 'L', 'IY']",9,long
outweighing,real,1.99,low,"['AW1', 'T', 'W', 'EY2', 'IH0', 'NG']","['AW', 'T', 'W', 'EY', 'IH', 'NG']",6,short
glossies,real,1.49,low,"['G', 'L', 'AO1', 'S', 'IY0', 'Z']","['G', 'L', 'AO', 'S', 'IY', 'Z']",6,short
capture,real,4.42,high,"['K', 'AE1', 'P', 'CH', 'ER0']","['K', 'AE', 'P', 'CH', 'ER']",5,short
trucker,real,2.95,low,"['T', 'R', 'AH1', 'K', 'ER0']","['T', 'R', 'AH', 'K', 'ER']",5,short
infighting,real,2.9,low,"['IH1', 'N', 'F', 'AY2', 'T', 'IH0', 'NG']","['IH', 'N', 'F', 'AY', 'T', 'IH', 'NG']",7,long
knowingly,real,3.5,low,"['N', 'OW1', 'IH0', 'NG', 'L', 'IY0']","['N', 'OW', 'IH', 'NG', 'L', 'IY']",6,short
transposition,real,2.54,low,"['T', 'R', 'AE2', 'N', 'S', 'P', 'AH0', 'Z', 'IH1', 'SH', 'AH0', 'N']","['T', 'R', 'AE', 'N', 'S', 'P', 'AH', 'Z', 'IH', 'SH', 'AH', 'N']",12,long
prosecutes,real,2.14,low,"['P', 'R', 'AA1', 'S', 'IH0', 'K', 'Y', 'UW2', 'T', 'S']","['P', 'R', 'AA', 'S', 'IH', 'K', 'Y', 'UW', 'T', 'S']",10,long
toaster,real,3.33,low,"['T', 'OW1', 'S', 'T', 'ER0']","['T', 'OW', 'S', 'T', 'ER']",5,short
writer,real,4.69,high,"['R', 'AY1', 'T', 'ER0']","['R', 'AY', 'T', 'ER']",4,short
Ugandans,real,2.3,low,"['Y', 'UW1', 'G', 'AH0', 'N', 'D', 'AH0', 'N', 'Z']","['Y', 'UW', 'G', 'AH', 'N', 'D', 'AH', 'N', 'Z']",9,long
tiler,real,1.91,low,"['T', 'AY1', 'L', 'ER0']","['T', 'AY', 'L', 'ER']",4,short
poppers,real,2.63,low,"['P', 'AA1', 'P', 'ER0', 'Z']","['P', 'AA', 'P', 'ER', 'Z']",5,short
townships,real,3.23,low,"['T', 'AW1', 'N', 'SH', 'IH0', 'P', 'S']","['T', 'AW', 'N', 'SH', 'IH', 'P', 'S']",7,long
bushy,real,2.98,low,"['B', 'UH1', 'SH', 'IY0']","['B', 'UH', 'SH', 'IY']",4,short
eagerly,real,3.49,low,"['IY1', 'G', 'ER0', 'L', 'IY0']","['IY', 'G', 'ER', 'L', 'IY']",5,short
crisper,real,2.27,low,"['K', 'R', 'IH1', 'S', 'P', 'ER0']","['K', 'R', 'IH', 'S', 'P', 'ER']",6,short
colossus,real,3.06,low,"['K', 'AH0', 'L', 'AA1', 'S', 'AH0', 'S']","['K', 'AH', 'L', 'AA', 'S', 'AH', 'S']",7,long
constriction,real,2.57,low,"['K', 'AH0', 'N', 'S', 'T', 'R', 'IH1', 'K', 'SH', 'AH0', 'N']","['K', 'AH', 'N', 'S', 'T', 'R', 'IH', 'K', 'SH', 'AH', 'N']",11,long
basketry,real,2.03,low,"['B', 'AE1', 'S', 'K', 'AH0', 'T', 'R', 'IY0']","['B', 'AE', 'S', 'K', 'AH', 'T', 'R', 'IY']",8,long
grounder,real,2.42,low,"['G', 'R', 'AW1', 'N', 'D', 'ER0']","['G', 'R', 'AW', 'N', 'D', 'ER']",6,short
Parisian,real,3.28,low,"['P', 'ER0', 'IH1', 'ZH', 'AH0', 'N']","['P', 'ER', 'IH', 'ZH', 'AH', 'N']",6,short
predictions,real,3.94,high,"['P', 'R', 'IY0', 'D', 'IH1', 'K', 'SH', 'AH0', 'N', 'Z']","['P', 'R', 'IY', 'D', 'IH', 'K', 'SH', 'AH', 'N', 'Z']",10,long
transcribed,real,3.16,low,"['T', 'R', 'AE0', 'N', 'S', 'K', 'R', 'AY1', 'B', 'D']","['T', 'R', 'AE', 'N', 'S', 'K', 'R', 'AY', 'B', 'D']",10,long
sentient,real,3.12,low,"['S', 'EH1', 'N', 'T', 'IY0', 'AH0', 'N', 'T']","['S', 'EH', 'N', 'T', 'IY', 'AH', 'N', 'T']",8,long
deceiver,real,2.49,low,"['D', 'IH0', 'S', 'IY1', 'V', 'ER0']","['D', 'IH', 'S', 'IY', 'V', 'ER']",6,short
refiner,real,2.28,low,"['R', 'IH0', 'F', 'AY1', 'N', 'ER0']","['R', 'IH', 'F', 'AY', 'N', 'ER']",6,short
wreckers,real,2.38,low,"['R', 'EH1', 'K', 'ER0', 'Z']","['R', 'EH', 'K', 'ER', 'Z']",5,short
oscillates,real,2.22,low,"['AA1', 'S', 'AH0', 'L', 'EY2', 'T', 'S']","['AA', 'S', 'AH', 'L', 'EY', 'T', 'S']",7,long
collocated,real,1.75,low,"['K', 'AA1', 'L', 'AH0', 'K', 'EY2', 'T', 'IH0', 'D']","['K', 'AA', 'L', 'AH', 'K', 'EY', 'T', 'IH', 'D']",9,long
undercutting,real,2.57,low,"['AH1', 'N', 'D', 'ER0', 'K', 'AH2', 'T', 'IH0', 'NG']","['AH', 'N', 'D', 'ER', 'K', 'AH', 'T', 'IH', 'NG']",9,long
biracial,real,2.62,low,"['B', 'AY0', 'R', 'EY1', 'SH', 'AH0', 'L']","['B', 'AY', 'R', 'EY', 'SH', 'AH', 'L']",7,long
apportionments,real,1.06,low,"['AH0', 'P', 'AO1', 'R', 'SH', 'AH0', 'N', 'M', 'AH0', 'N', 'T', 'S']","['AH', 'P', 'AO', 'R', 'SH', 'AH', 'N', 'M', 'AH', 'N', 'T', 'S']",12,long
lassie,real,2.71,low,"['L', 'AE1', 'S', 'IY0']","['L', 'AE', 'S', 'IY']",4,short
parallelisms,real,1.21,low,"['P', 'EH1', 'R', 'AH0', 'L', 'EH2', 'L', 'IH2', 'Z', 'AH0', 'M']","['P', 'EH', 'R', 'AH', 'L', 'EH', 'L', 'IH', 'Z', 'AH', 'M']",11,long
remould,real,1.16,low,"['R', 'IY0', 'M', 'AW1', 'L', 'D']","['R', 'IY', 'M', 'AW', 'L', 'D']",6,short
excised,real,2.58,low,"['EH1', 'K', 'S', 'AY2', 'Z', 'D']","['EH', 'K', 'S', 'AY', 'Z', 'D']",6,short
depicted,real,3.77,high,"['D', 'IH0', 'P', 'IH1', 'K', 'T', 'AH0', 'D']","['D', 'IH', 'P', 'IH', 'K', 'T', 'AH', 'D']",8,long
supernova,real,3.13,low,"['S', 'UW2', 'P', 'ER0', 'N', 'OW1', 'V', 'AH0']","['S', 'UW', 'P', 'ER', 'N', 'OW', 'V', 'AH']",8,long
copulation,real,2.54,low,"['K', 'AA2', 'P', 'Y', 'AH0', 'L', 'EY1', 'SH', 'AH0', 'N']","['K', 'AA', 'P', 'Y', 'AH', 'L', 'EY', 'SH', 'AH', 'N']",10,long
enlivens,real,1.78,low,"['EH0', 'N', 'L', 'AY1', 'V', 'AH0', 'N', 'Z']","['EH', 'N', 'L', 'AY', 'V', 'AH', 'N', 'Z']",8,long
doubly,real,3.17,low,"['D', 'AH1', 'B', 'L', 'IY0']","['D', 'AH', 'B', 'L', 'IY']",5,short
student,real,5.02,high,"['S', 'T', 'UW1', 'D', 'AH0', 'N', 'T']","['S', 'T', 'UW', 'D', 'AH', 'N', 'T']",7,long
endorsements,real,3.26,low,"['EH0', 'N', 'D', 'AO1', 'R', 'S', 'M', 'AH0', 'N', 'T', 'S']","['EH', 'N', 'D', 'AO', 'R', 'S', 'M', 'AH', 'N', 'T', 'S']",11,long
brilliant,real,4.55,high,"['B', 'R', 'IH1', 'L', 'Y', 'AH0', 'N', 'T']","['B', 'R', 'IH', 'L', 'Y', 'AH', 'N', 'T']",8,long
opinionated,real,2.88,low,"['AH0', 'P', 'IH1', 'N', 'Y', 'AH0', 'N', 'EY2', 'T', 'IH0', 'D']","['AH', 'P', 'IH', 'N', 'Y', 'AH', 'N', 'EY', 'T', 'IH', 'D']",11,long
scarified,real,1.58,low,"['S', 'K', 'EH1', 'R', 'AH0', 'F', 'AY2', 'D']","['S', 'K', 'EH', 'R', 'AH', 'F', 'AY', 'D']",8,long
scrappy,real,3.06,low,"['S', 'K', 'R', 'AE1', 'P', 'IY0']","['S', 'K', 'R', 'AE', 'P', 'IY']",6,short
documentaries,real,3.48,low,"['D', 'AA2', 'K', 'Y', 'AH0', 'M', 'EH1', 'N', 'T', 'ER0', 'IY0', 'Z']","['D', 'AA', 'K', 'Y', 'AH', 'M', 'EH', 'N', 'T', 'ER', 'IY', 'Z']",12,long
predetermine,real,1.68,low,"['P', 'R', 'IY2', 'D', 'IH0', 'T', 'ER1', 'M', 'AH0', 'N']","['P', 'R', 'IY', 'D', 'IH', 'T', 'ER', 'M', 'AH', 'N']",10,long
favourable,real,3.53,high,"['F', 'AE1', 'V', 'Y', 'UW0', 'R', 'AH0', 'B', 'AH0', 'L']","['F', 'AE', 'V', 'Y', 'UW', 'R', 'AH', 'B', 'AH', 'L']",10,long
overriding,real,3.09,low,"['OW1', 'V', 'ER0', 'R', 'AY2', 'D', 'IH0', 'NG']","['OW', 'V', 'ER', 'R', 'AY', 'D', 'IH', 'NG']",8,long
processing,real,4.46,high,"['P', 'R', 'AA1', 'S', 'EH0', 'S', 'IH0', 'NG']","['P', 'R', 'AA', 'S', 'EH', 'S', 'IH', 'NG']",8,long
approachable,real,2.91,low,"['AH0', 'P', 'R', 'OW1', 'CH', 'AH0', 'B', 'AH0', 'L']","['AH', 'P', 'R', 'OW', 'CH', 'AH', 'B', 'AH', 'L']",9,long
comradeship,real,2.23,low,"['K', 'AA2', 'M', 'R', 'AH0', 'D', 'EH1', 'SH', 'IH0', 'P']","['K', 'AA', 'M', 'R', 'AH', 'D', 'EH', 'SH', 'IH', 'P']",10,long
decapitate,real,2.36,low,"['D', 'IY0', 'K', 'AE1', 'P', 'AH0', 'T', 'EY2', 'T']","['D', 'IY', 'K', 'AE', 'P', 'AH', 'T', 'EY', 'T']",9,long
semiquantitative,real,1.25,low,"['S', 'EH2', 'M', 'IY0', 'K', 'AH0', 'V', 'IH1', 'N', 'T', 'AH0', 'K', 'T', 'IH0', 'T']","['S', 'EH', 'M', 'IY', 'K', 'AH', 'V', 'IH', 'N', 'T', 'AH', 'K', 'T', 'IH', 'T']",15,long
maniacal,real,2.61,low,"['M', 'AH0', 'N', 'AY1', 'AH0', 'K', 'AH0', 'L']","['M', 'AH', 'N', 'AY', 'AH', 'K', 'AH', 'L']",8,long
mistrustful,real,2.05,low,"['M', 'IH0', 'S', 'T', 'R', 'AH1', 'S', 'T', 'F', 'AH0', 'L']","['M', 'IH', 'S', 'T', 'R', 'AH', 'S', 'T', 'F', 'AH', 'L']",11,long
undo,real,3.57,high,"['AH0', 'N', 'D', 'UW1']","['AH', 'N', 'D', 'UW']",4,short
polyester,real,3.11,low,"['P', 'AA2', 'L', 'IY0', 'EH1', 'S', 'T', 'ER0']","['P', 'AA', 'L', 'IY', 'EH', 'S', 'T', 'ER']",8,long
chippy,real,2.62,low,"['CH', 'IH1', 'P', 'IY0']","['CH', 'IH', 'P', 'IY']",4,short
conditioner,real,3.39,low,"['K', 'AH0', 'N', 'D', 'IH1', 'SH', 'AH0', 'N', 'ER0']","['K', 'AH', 'N', 'D', 'IH', 'SH', 'AH', 'N', 'ER']",9,long
repetitive,real,3.56,high,"['R', 'IH0', 'P', 'EH1', 'T', 'IH0', 'T', 'IH0', 'V']","['R', 'IH', 'P', 'EH', 'T', 'IH', 'T', 'IH', 'V']",9,long
breeder,real,3.35,low,"['B', 'R', 'IY1', 'D', 'ER0']","['B', 'R', 'IY', 'D', 'ER']",5,short
scrutinizing,real,2.53,low,"['S', 'K', 'R', 'UW1', 'T', 'AH0', 'N', 'AY2', 'Z', 'IH0', 'NG']","['S', 'K', 'R', 'UW', 'T', 'AH', 'N', 'AY', 'Z', 'IH', 'NG']",11,long
chequered,real,2.52,low,"['CH', 'IY1', 'K', 'ER0', 'D']","['CH', 'IY', 'K', 'ER', 'D']",5,short
houseful,real,2.01,low,"['HH', 'AW1', 'S', 'F', 'AH0', 'L']","['HH', 'AW', 'S', 'F', 'AH', 'L']",6,short
seesaws,real,1.34,low,"['S', 'IY1', 'S', 'AO2', 'Z']","['S', 'IY', 'S', 'AO', 'Z']",5,short
renew,real,3.73,high,"['R', 'IH0', 'N', 'UW1']","['R', 'IH', 'N', 'UW']",4,short
stimulate,real,3.67,high,"['S', 'T', 'IH1', 'M', 'Y', 'AH0', 'L', 'EY2', 'T']","['S', 'T', 'IH', 'M', 'Y', 'AH', 'L', 'EY', 'T']",9,long
federated,real,2.94,low,"['F', 'EH1', 'D', 'ER0', 'EY2', 'T', 'IH0', 'D']","['F', 'EH', 'D', 'ER', 'EY', 'T', 'IH', 'D']",8,long
subleases,real,1.16,low,"['S', 'AH0', 'B', 'L', 'IY1', 'S', 'AH0', 'Z']","['S', 'AH', 'B', 'L', 'IY', 'S', 'AH', 'Z']",8,long
basement,real,4.18,high,"['B', 'EY1', 'S', 'M', 'AH0', 'N', 'T']","['B', 'EY', 'S', 'M', 'AH', 'N', 'T']",7,long
reciprocates,real,1.99,low,"['R', 'IH0', 'S', 'IH1', 'P', 'R', 'AH0', 'K', 'EY2', 'T', 'S']","['R', 'IH', 'S', 'IH', 'P', 'R', 'AH', 'K', 'EY', 'T', 'S']",11,long
illegible,real,2.55,low,"['IH0', 'L', 'EH1', 'JH', 'AH0', 'B', 'AH0', 'L']","['IH', 'L', 'EH', 'JH', 'AH', 'B', 'AH', 'L']",8,long
Napoleonic,real,2.92,low,"['N', 'AH0', 'P', 'OW2', 'L', 'IY0', 'AA1', 'N', 'IH0', 'K']","['N', 'AH', 'P', 'OW', 'L', 'IY', 'AA', 'N', 'IH', 'K']",10,long
reversion,real,2.6,low,"['R', 'IH0', 'V', 'ER1', 'ZH', 'AH0', 'N']","['R', 'IH', 'V', 'ER', 'ZH', 'AH', 'N']",7,long
colicky,real,1.93,low,"['K', 'AA1', 'L', 'IH0', 'K', 'S', 'IY0']","['K', 'AA', 'L', 'IH', 'K', 'S', 'IY']",7,long
Tahitian,real,2.49,low,"['T', 'AH0', 'SH', 'IY1', 'AH0', 'N']","['T', 'AH', 'SH', 'IY', 'AH', 'N']",6,short
MICROMETEORITES,real,1.45,low,"['M', 'AY2', 'K', 'R', 'OW0', 'M', 'AH0', 'T', 'EH1', 'R', 'AH0', 'T', 'IY0', 'Z']","['M', 'AY', 'K', 'R', 'OW', 'M', 'AH', 'T', 'EH', 'R', 'AH', 'T', 'IY', 'Z']",14,long
acidified,real,1.85,low,"['AH0', 'S', 'IH1', 'D', 'AH0', 'F', 'AY2', 'D']","['AH', 'S', 'IH', 'D', 'AH', 'F', 'AY', 'D']",8,long
inventive,real,3.26,low,"['IH0', 'N', 'V', 'EH1', 'N', 'T', 'IH0', 'V']","['IH', 'N', 'V', 'EH', 'N', 'T', 'IH', 'V']",8,long
predecease,real,1.14,low,"['P', 'R', 'IY2', 'D', 'IH0', 'S', 'IY1', 'S']","['P', 'R', 'IY', 'D', 'IH', 'S', 'IY', 'S']",8,long
unbounded,real,2.54,low,"['AH0', 'N', 'B', 'AW1', 'N', 'D', 'IH0', 'D']","['AH', 'N', 'B', 'AW', 'N', 'D', 'IH', 'D']",8,long
novelties,real,2.63,low,"['N', 'AA1', 'V', 'AH0', 'L', 'T', 'IY0', 'Z']","['N', 'AA', 'V', 'AH', 'L', 'T', 'IY', 'Z']",8,long
desultorily,real,1.08,low,"['D', 'IH0', 'S', 'AH1', 'L', 'T', 'ER0', 'AH0', 'L', 'IY0']","['D', 'IH', 'S', 'AH', 'L', 'T', 'ER', 'AH', 'L', 'IY']",10,long
intellectual,real,4.3,high,"['IH2', 'N', 'T', 'AH0', 'L', 'EH1', 'K', 'CH', 'UW0', 'AH0', 'L']","['IH', 'N', 'T', 'AH', 'L', 'EH', 'K', 'CH', 'UW', 'AH', 'L']",11,long
mishandled,real,2.51,low,"['M', 'IH0', 'S', 'HH', 'AE1', 'N', 'D', 'AH0', 'L', 'D']","['M', 'IH', 'S', 'HH', 'AE', 'N', 'D', 'AH', 'L', 'D']",10,long
STRATEGEM,real,1.43,low,"['S', 'T', 'R', 'AE1', 'T', 'IH0', 'JH', 'EH0', 'M']","['S', 'T', 'R', 'AE', 'T', 'IH', 'JH', 'EH', 'M']",9,long
sculptress,real,1.68,low,"['S', 'K', 'AH1', 'L', 'P', 'R', 'AH0', 'S', 'T']","['S', 'K', 'AH', 'L', 'P', 'R', 'AH', 'S', 'T']",9,long
twosome,real,2.19,low,"['T', 'UW1', 'S', 'AH0', 'M']","['T', 'UW', 'S', 'AH', 'M']",5,short
obliterate,real,2.79,low,"['AH0', 'B', 'L', 'IH1', 'T', 'ER0', 'EY2', 'T']","['AH', 'B', 'L', 'IH', 'T', 'ER', 'EY', 'T']",8,long
materialism,real,3.05,low,"['M', 'AH0', 'T', 'IH1', 'R', 'IY0', 'AH0', 'L', 'IH2', 'Z', 'AH0', 'M']","['M', 'AH', 'T', 'IH', 'R', 'IY', 'AH', 'L', 'IH', 'Z', 'AH', 'M']",12,long
effectives,real,1.42,low,"['IH0', 'F', 'EH1', 'K', 'T', 'IH0', 'V', 'Z']","['IH', 'F', 'EH', 'K', 'T', 'IH', 'V', 'Z']",8,long
senseless,real,3.35,low,"['S', 'EH1', 'N', 'S', 'L', 'AH0', 'S']","['S', 'EH', 'N', 'S', 'L', 'AH', 'S']",7,long
erode,real,3.03,low,"['IH0', 'R', 'OW1', 'D']","['IH', 'R', 'OW', 'D']",4,short
apotheosis,real,2.43,low,"['AH0', 'P', 'AA2', 'TH', 'IY0', 'OW1', 'S', 'AH0', 'S']","['AH', 'P', 'AA', 'TH', 'IY', 'OW', 'S', 'AH', 'S']",9,long
medallions,real,2.65,low,"['M', 'AH0', 'D', 'AE1', 'L', 'Y', 'AH0', 'N', 'Z']","['M', 'AH', 'D', 'AE', 'L', 'Y', 'AH', 'N', 'Z']",9,long
leftward,real,2.18,low,"['L', 'EH1', 'F', 'T', 'W', 'ER0', 'D']","['L', 'EH', 'F', 'T', 'W', 'ER', 'D']",7,long
hugely,real,3.65,high,"['HH', 'Y', 'UW1', 'JH', 'L', 'IY0']","['HH', 'Y', 'UW', 'JH', 'L', 'IY']",6,short
confirming,real,3.67,high,"['K', 'AH0', 'N', 'F', 'ER1', 'M', 'IH0', 'NG']","['K', 'AH', 'N', 'F', 'ER', 'M', 'IH', 'NG']",8,long
confronts,real,3.2,low,"['K', 'AH0', 'N', 'F', 'R', 'AH1', 'N', 'T', 'S']","['K', 'AH', 'N', 'F', 'R', 'AH', 'N', 'T', 'S']",9,long
terrifies,real,2.71,low,"['T', 'EH1', 'R', 'AH0', 'F', 'AY2', 'Z']","['T', 'EH', 'R', 'AH', 'F', 'AY', 'Z']",7,long
aurally,real,1.72,low,"['AO1', 'R', 'AH0', 'L', 'IY0']","['AO', 'R', 'AH', 'L', 'IY']",5,short
smugness,real,2.31,low,"['S', 'M', 'AH1', 'G', 'N', 'AH0', 'S']","['S', 'M', 'AH', 'G', 'N', 'AH', 'S']",7,long
straggler,real,1.96,low,"['S', 'T', 'R', 'AE1', 'G', 'L', 'ER0']","['S', 'T', 'R', 'AE', 'G', 'L', 'ER']",7,long
joiners,real,2.3,low,"['JH', 'OY1', 'N', 'ER0', 'Z']","['JH', 'OY', 'N', 'ER', 'Z']",5,short
