Word,Lexicality,Zipf Frequency,Frequency,Phonemes,No Stress,Length,Size
madagascan,real,1.76,low,"['M', 'AE1', 'D', 'AH0', 'G', 'AE0', 'S', 'AH0', 'N']","['M', 'AE', 'D', 'AH', 'G', 'AE', 'S', 'AH', 'N']",9,long
madam,real,3.59,high,"['M', 'AE1', 'D', 'AH0', 'M']","['M', 'AE', 'D', 'AH', 'M']",5,short
mad,real,4.74,high,"['M', 'AE1', 'D']","['M', 'AE', 'D']",3,short
madeira,real,2.96,low,"['M', 'AH0', 'D', 'IH1', 'R', 'AH0']","['M', 'AH', 'D', 'IH', 'R', 'AH']",6,short
madras,real,3.38,low,"['M', 'AE1', 'D', 'R', 'AH0', 'S']","['M', 'AE', 'D', 'R', 'AH', 'S']",6,short
mae,real,3.65,high,"['M', 'EY1']","['M', 'EY']",2,short
maelstrom,real,2.69,low,"['M', 'EY1', 'L', 'S', 'T', 'R', 'AH0', 'M']","['M', 'EY', 'L', 'S', 'T', 'R', 'AH', 'M']",8,long
maestro,real,3.26,low,"['M', 'AY1', 'S', 'T', 'R', 'OW0']","['M', 'AY', 'S', 'T', 'R', 'OW']",6,short
mafia,real,3.83,high,"['M', 'AA1', 'F', 'IY0', 'AH0']","['M', 'AA', 'F', 'IY', 'AH']",5,short
magnet,real,3.73,high,"['M', 'AE1', 'G', 'N', 'AH0', 'T']","['M', 'AE', 'G', 'N', 'AH', 'T']",6,short
magnolia,real,3.21,low,"['M', 'AE0', 'G', 'N', 'OW1', 'L', 'Y', 'AH0']","['M', 'AE', 'G', 'N', 'OW', 'L', 'Y', 'AH']",8,long
magnum,real,3.39,low,"['M', 'AE1', 'G', 'N', 'AH0', 'M']","['M', 'AE', 'G', 'N', 'AH', 'M']",6,short
magog,real,2.34,low,"['M', 'AE1', 'G', 'OW0', 'G']","['M', 'AE', 'G', 'OW', 'G']",5,short
mag,real,3.71,high,"['M', 'AE1', 'G']","['M', 'AE', 'G']",3,short
magyar,real,2.55,low,"['M', 'AE1', 'G', 'Y', 'AA2', 'R']","['M', 'AE', 'G', 'Y', 'AA', 'R']",6,short
maharajah,real,2.28,low,"['M', 'AA2', 'HH', 'ER0', 'AA1', 'ZH', 'AH2']","['M', 'AA', 'HH', 'ER', 'AA', 'ZH', 'AH']",7,long
maharani,real,1.91,low,"['M', 'AA0', 'HH', 'AA0', 'R', 'AA1', 'N', 'IY0']","['M', 'AA', 'HH', 'AA', 'R', 'AA', 'N', 'IY']",8,long
mahatma,real,3.06,low,"['M', 'AH0', 'HH', 'AA1', 'T', 'M', 'AH0']","['M', 'AH', 'HH', 'AA', 'T', 'M', 'AH']",7,long
mahayana,real,2.44,low,"['M', 'AA2', 'HH', 'AH0', 'Y', 'AA1', 'N', 'AH0']","['M', 'AA', 'HH', 'AH', 'Y', 'AA', 'N', 'AH']",8,long
mahler,real,2.82,low,"['M', 'AA1', 'L', 'ER0']","['M', 'AA', 'L', 'ER']",4,short
mahogany,real,3.29,low,"['M', 'AH0', 'HH', 'AA1', 'G', 'AH0', 'N', 'IY0']","['M', 'AH', 'HH', 'AA', 'G', 'AH', 'N', 'IY']",8,long
mahout,real,1.75,low,"['M', 'AA1', 'HH', 'AW2', 'T']","['M', 'AA', 'HH', 'AW', 'T']",5,short
maim,real,2.64,low,"['M', 'EY1', 'M']","['M', 'EY', 'M']",3,short
maitland,real,3.05,low,"['M', 'EY1', 'T', 'L', 'AH0', 'N', 'D']","['M', 'EY', 'T', 'L', 'AH', 'N', 'D']",7,long
maitre,real,2.42,low,"['M', 'EY1', 'T', 'R', 'AH0']","['M', 'EY', 'T', 'R', 'AH']",5,short
mal,real,3.55,high,"['M', 'AE1', 'L']","['M', 'AE', 'L']",3,short
malabar,real,2.63,low,"['M', 'AH0', 'L', 'AE1', 'B', 'ER0']","['M', 'AH', 'L', 'AE', 'B', 'ER']",6,short
malachite,real,2.48,low,"['M', 'AE1', 'L', 'AH0', 'K', 'AY2', 'T']","['M', 'AE', 'L', 'AH', 'K', 'AY', 'T']",7,long
malaise,real,2.84,low,"['M', 'AE0', 'L', 'EY1', 'Z']","['M', 'AE', 'L', 'EY', 'Z']",5,short
malaprop,real,1.46,low,"['M', 'AE1', 'L', 'AH0', 'P', 'R', 'AA2', 'P']","['M', 'AE', 'L', 'AH', 'P', 'R', 'AA', 'P']",8,long
malawi,real,3.33,low,"['M', 'AH0', 'L', 'AA1', 'W', 'IY0']","['M', 'AH', 'L', 'AA', 'W', 'IY']",6,short
malay,real,3.39,low,"['M', 'EY1', 'L', 'EY0']","['M', 'EY', 'L', 'EY']",4,short
malaya,real,3.0,low,"['M', 'AH0', 'L', 'AY1', 'AH0']","['M', 'AH', 'L', 'AY', 'AH']",5,short
malden,real,2.66,low,"['M', 'AO1', 'L', 'D', 'AH0', 'N']","['M', 'AO', 'L', 'D', 'AH', 'N']",6,short
malign,real,2.59,low,"['M', 'AH0', 'L', 'AY1', 'N']","['M', 'AH', 'L', 'AY', 'N']",5,short
malinger,real,1.18,low,"['M', 'AE1', 'L', 'IH0', 'NG', 'ER0']","['M', 'AE', 'L', 'IH', 'NG', 'ER']",6,short
mallard,real,2.81,low,"['M', 'AE1', 'L', 'ER0', 'D']","['M', 'AE', 'L', 'ER', 'D']",5,short
mallet,real,3.0,low,"['M', 'AE1', 'L', 'IH0', 'T']","['M', 'AE', 'L', 'IH', 'T']",5,short
mallory,real,3.15,low,"['M', 'AE1', 'L', 'ER0', 'IY0']","['M', 'AE', 'L', 'ER', 'IY']",5,short
mallow,real,2.39,low,"['M', 'AE1', 'L', 'OW0']","['M', 'AE', 'L', 'OW']",4,short
mall,real,4.29,high,"['M', 'AO1', 'L']","['M', 'AO', 'L']",3,short
malone,real,3.56,high,"['M', 'AH0', 'L', 'OW1', 'N']","['M', 'AH', 'L', 'OW', 'N']",5,short
malt,real,3.41,low,"['M', 'AO1', 'L', 'T']","['M', 'AO', 'L', 'T']",4,short
mam,real,3.23,low,"['M', 'AA1', 'M']","['M', 'AA', 'M']",3,short
mama,real,4.24,high,"['M', 'AA1', 'M', 'AH0']","['M', 'AA', 'M', 'AH']",4,short
mambo,real,2.78,low,"['M', 'AA1', 'M', 'B', 'OW0']","['M', 'AA', 'M', 'B', 'OW']",5,short
mammy,real,2.62,low,"['M', 'AE1', 'M', 'IY0']","['M', 'AE', 'M', 'IY']",4,short
mammon,real,2.3,low,"['M', 'AE1', 'M', 'AH0', 'N']","['M', 'AE', 'M', 'AH', 'N']",5,short
mammoth,real,3.4,low,"['M', 'AE1', 'M', 'AH0', 'TH']","['M', 'AE', 'M', 'AH', 'TH']",5,short
mana,real,3.29,low,"['M', 'AA1', 'N', 'AH0']","['M', 'AA', 'N', 'AH']",4,short
manacle,real,1.42,low,"['M', 'AE1', 'N', 'AH0', 'K', 'AH0', 'L']","['M', 'AE', 'N', 'AH', 'K', 'AH', 'L']",7,long
managua,real,2.48,low,"['M', 'AH0', 'N', 'AA1', 'G', 'W', 'AH0']","['M', 'AH', 'N', 'AA', 'G', 'W', 'AH']",7,long
manatee,real,2.74,low,"['M', 'AE1', 'N', 'AH0', 'T', 'IY2']","['M', 'AE', 'N', 'AH', 'T', 'IY']",6,short
mandamus,real,2.01,low,"['M', 'AE0', 'N', 'D', 'EY1', 'M', 'AH0', 'S']","['M', 'AE', 'N', 'D', 'EY', 'M', 'AH', 'S']",8,long
mandarin,real,3.52,high,"['M', 'AE1', 'N', 'D', 'ER0', 'AH0', 'N']","['M', 'AE', 'N', 'D', 'ER', 'AH', 'N']",7,long
mandible,real,2.75,low,"['M', 'AE1', 'N', 'D', 'AH0', 'B', 'AH0', 'L']","['M', 'AE', 'N', 'D', 'AH', 'B', 'AH', 'L']",8,long
mandolin,real,2.78,low,"['M', 'AE1', 'N', 'D', 'AH0', 'L', 'IH2', 'N']","['M', 'AE', 'N', 'D', 'AH', 'L', 'IH', 'N']",8,long
mandrake,real,2.59,low,"['M', 'AE1', 'N', 'D', 'R', 'EY2', 'K']","['M', 'AE', 'N', 'D', 'R', 'EY', 'K']",7,long
mandrel,real,2.22,low,"['M', 'AE1', 'N', 'D', 'R', 'AH0', 'L']","['M', 'AE', 'N', 'D', 'R', 'AH', 'L']",7,long
mandrill,real,1.7,low,"['M', 'AE1', 'N', 'D', 'R', 'IH0', 'L']","['M', 'AE', 'N', 'D', 'R', 'IH', 'L']",7,long
manfred,real,2.94,low,"['M', 'AE1', 'N', 'F', 'R', 'IH0', 'D']","['M', 'AE', 'N', 'F', 'R', 'IH', 'D']",7,long
mange,real,2.5,low,"['M', 'EY1', 'N', 'JH']","['M', 'EY', 'N', 'JH']",4,short
manger,real,2.99,low,"['M', 'EY1', 'N', 'JH', 'ER0']","['M', 'EY', 'N', 'JH', 'ER']",5,short
mangle,real,2.39,low,"['M', 'AE1', 'NG', 'G', 'AH0', 'L']","['M', 'AE', 'NG', 'G', 'AH', 'L']",6,short
mango,real,3.56,high,"['M', 'AE1', 'NG', 'G', 'OW0']","['M', 'AE', 'NG', 'G', 'OW']",5,short
mangosteen,real,1.84,low,"['M', 'AE1', 'NG', 'G', 'OW0', 'S', 'T', 'IY2', 'N']","['M', 'AE', 'NG', 'G', 'OW', 'S', 'T', 'IY', 'N']",9,long
mangrove,real,2.89,low,"['M', 'AE1', 'N', 'G', 'R', 'OW2', 'V']","['M', 'AE', 'N', 'G', 'R', 'OW', 'V']",7,long
manhattan,real,4.16,high,"['M', 'AE0', 'N', 'HH', 'AE1', 'T', 'AH0', 'N']","['M', 'AE', 'N', 'HH', 'AE', 'T', 'AH', 'N']",8,long
mania,real,3.44,low,"['M', 'EY1', 'N', 'IY0', 'AH0']","['M', 'EY', 'N', 'IY', 'AH']",5,short
manifest,real,3.68,high,"['M', 'AE1', 'N', 'AH0', 'F', 'EH2', 'S', 'T']","['M', 'AE', 'N', 'AH', 'F', 'EH', 'S', 'T']",8,long
manifold,real,3.32,low,"['M', 'AE1', 'N', 'AH0', 'F', 'OW2', 'L', 'D']","['M', 'AE', 'N', 'AH', 'F', 'OW', 'L', 'D']",8,long
manikin,real,1.9,low,"['M', 'AE1', 'N', 'IH0', 'K', 'IH0', 'N']","['M', 'AE', 'N', 'IH', 'K', 'IH', 'N']",7,long
manioc,real,2.05,low,"['M', 'AE1', 'N', 'IY0', 'AA2', 'K']","['M', 'AE', 'N', 'IY', 'AA', 'K']",6,short
manley,real,2.87,low,"['M', 'AE1', 'N', 'L', 'IY0']","['M', 'AE', 'N', 'L', 'IY']",5,short
mann,real,3.73,high,"['M', 'AE1', 'N']","['M', 'AE', 'N']",3,short
mannequin,real,3.06,low,"['M', 'AE1', 'N', 'AH0', 'K', 'IH0', 'N']","['M', 'AE', 'N', 'AH', 'K', 'IH', 'N']",7,long
manoeuvre,real,3.03,low,"['M', 'AH0', 'N', 'UW1', 'R']","['M', 'AH', 'N', 'UW', 'R']",5,short
manometer,real,1.56,low,"['M', 'AE1', 'N', 'AH0', 'M', 'IY2', 'T', 'ER0']","['M', 'AE', 'N', 'AH', 'M', 'IY', 'T', 'ER']",8,long
man,real,5.82,high,"['M', 'AE1', 'N']","['M', 'AE', 'N']",3,short
manse,real,2.46,low,"['M', 'AE1', 'N', 'S']","['M', 'AE', 'N', 'S']",4,short
mantel,real,2.91,low,"['M', 'AE1', 'N', 'T', 'AH0', 'L']","['M', 'AE', 'N', 'T', 'AH', 'L']",6,short
mantis,real,3.11,low,"['M', 'AE1', 'N', 'T', 'IH0', 'S']","['M', 'AE', 'N', 'T', 'IH', 'S']",6,short
mantle,real,3.62,high,"['M', 'AE1', 'N', 'T', 'AH0', 'L']","['M', 'AE', 'N', 'T', 'AH', 'L']",6,short
manumit,real,1.32,low,"['M', 'AE1', 'N', 'AH0', 'M', 'AH0', 'T']","['M', 'AE', 'N', 'AH', 'M', 'AH', 'T']",7,long
manure,real,3.2,low,"['M', 'AH0', 'N', 'UH1', 'R']","['M', 'AH', 'N', 'UH', 'R']",5,short
manville,real,2.35,low,"['M', 'AE1', 'N', 'V', 'IH0', 'L']","['M', 'AE', 'N', 'V', 'IH', 'L']",6,short
manx,real,2.52,low,"['M', 'AE1', 'NG', 'K', 'S']","['M', 'AE', 'NG', 'K', 'S']",5,short
manzanita,real,2.05,low,"['M', 'AE2', 'N', 'Z', 'AH0', 'N', 'EH1', 'T', 'AH0']","['M', 'AE', 'N', 'Z', 'AH', 'N', 'EH', 'T', 'AH']",9,long
mao,real,3.6,high,"['M', 'AW1']","['M', 'AW']",2,short
maori,real,3.24,low,"['M', 'AW1', 'R', 'IY0']","['M', 'AW', 'R', 'IY']",4,short
map,real,4.76,high,"['M', 'AE1', 'P']","['M', 'AE', 'P']",3,short
maquis,real,2.43,low,"['M', 'AH0', 'K', 'W', 'IY1', 'S']","['M', 'AH', 'K', 'W', 'IY', 'S']",6,short
maraschino,real,2.15,low,"['M', 'AE2', 'R', 'AH0', 'S', 'K', 'IY1', 'N', 'OW0']","['M', 'AE', 'R', 'AH', 'S', 'K', 'IY', 'N', 'OW']",9,long
marathon,real,4.16,high,"['M', 'EH1', 'R', 'AH0', 'TH', 'AA2', 'N']","['M', 'EH', 'R', 'AH', 'TH', 'AA', 'N']",7,long
maraud,real,1.31,low,"['M', 'ER0', 'AO1', 'D']","['M', 'ER', 'AO', 'D']",4,short
marble,real,3.96,high,"['M', 'AA1', 'R', 'B', 'AH0', 'L']","['M', 'AA', 'R', 'B', 'AH', 'L']",6,short
loeb,real,3.03,low,"['L', 'OW1', 'B']","['L', 'OW', 'B']",3,short
loess,real,2.3,low,"['L', 'OW1', 'AH0', 'S']","['L', 'OW', 'AH', 'S']",4,short
loft,real,3.51,high,"['L', 'AO1', 'F', 'T']","['L', 'AO', 'F', 'T']",4,short
logan,real,4.04,high,"['L', 'OW1', 'G', 'AH0', 'N']","['L', 'OW', 'G', 'AH', 'N']",5,short
loggia,real,2.2,low,"['L', 'AA1', 'G', 'IY0', 'AH0']","['L', 'AA', 'G', 'IY', 'AH']",5,short
logic,real,4.36,high,"['L', 'AA1', 'JH', 'IH0', 'K']","['L', 'AA', 'JH', 'IH', 'K']",5,short
loire,real,2.75,low,"['L', 'OY1', 'R']","['L', 'OY', 'R']",3,short
loiter,real,2.38,low,"['L', 'OY1', 'T', 'ER0']","['L', 'OY', 'T', 'ER']",4,short
lola,real,3.45,low,"['L', 'OW1', 'L', 'AH0']","['L', 'OW', 'L', 'AH']",4,short
loll,real,2.25,low,"['L', 'AA1', 'L']","['L', 'AA', 'L']",3,short
lolly,real,2.81,low,"['L', 'AA1', 'L', 'IY0']","['L', 'AA', 'L', 'IY']",4,short
lollipop,real,3.15,low,"['L', 'AA1', 'L', 'IY0', 'P', 'AA2', 'P']","['L', 'AA', 'L', 'IY', 'P', 'AA', 'P']",7,long
lombard,real,3.0,low,"['L', 'AA1', 'M', 'B', 'AA0', 'R', 'D']","['L', 'AA', 'M', 'B', 'AA', 'R', 'D']",7,long
longue,real,2.25,low,"['L', 'AO1', 'NG']","['L', 'AO', 'NG']",3,short
longwood,real,2.45,low,"['L', 'AO1', 'NG', 'W', 'UH2', 'D']","['L', 'AO', 'NG', 'W', 'UH', 'D']",6,short
lonsdale,real,2.74,low,"['L', 'AA1', 'N', 'S', 'D', 'EY2', 'L']","['L', 'AA', 'N', 'S', 'D', 'EY', 'L']",7,long
loo,real,3.3,low,"['L', 'UW1']","['L', 'UW']",2,short
loofah,real,2.05,low,"['L', 'UW1', 'F', 'AH0']","['L', 'UW', 'F', 'AH']",4,short
loon,real,2.99,low,"['L', 'UW1', 'N']","['L', 'UW', 'N']",3,short
loop,real,4.29,high,"['L', 'UW1', 'P']","['L', 'UW', 'P']",3,short
loose,real,4.46,high,"['L', 'UW1', 'S']","['L', 'UW', 'S']",3,short
loot,real,3.49,low,"['L', 'UW1', 'T']","['L', 'UW', 'T']",3,short
loper,real,1.79,low,"['L', 'OW1', 'P', 'ER0']","['L', 'OW', 'P', 'ER']",4,short
lope,real,2.56,low,"['L', 'OW1', 'P']","['L', 'OW', 'P']",3,short
lop,real,2.7,low,"['L', 'AA1', 'P']","['L', 'AA', 'P']",3,short
loquat,real,1.54,low,"['L', 'OW1', 'K', 'W', 'AA2', 'T']","['L', 'OW', 'K', 'W', 'AA', 'T']",6,short
lorelei,real,2.52,low,"['L', 'AO1', 'R', 'IH0', 'L', 'AY2']","['L', 'AO', 'R', 'IH', 'L', 'AY']",6,short
loren,real,3.04,low,"['L', 'AO1', 'R', 'AH0', 'N']","['L', 'AO', 'R', 'AH', 'N']",5,short
lori,real,3.4,low,"['L', 'AO1', 'R', 'IY0']","['L', 'AO', 'R', 'IY']",4,short
lorn,real,2.0,low,"['L', 'AO1', 'R', 'N']","['L', 'AO', 'R', 'N']",4,short
lorraine,real,3.46,low,"['L', 'ER0', 'EY1', 'N']","['L', 'ER', 'EY', 'N']",4,short
lorry,real,3.21,low,"['L', 'AO1', 'R', 'IY0']","['L', 'AO', 'R', 'IY']",4,short
los,real,4.78,high,"['L', 'OW1', 'S']","['L', 'OW', 'S']",3,short
lothario,real,2.11,low,"['L', 'OW0', 'TH', 'AA1', 'R', 'IY0', 'OW0']","['L', 'OW', 'TH', 'AA', 'R', 'IY', 'OW']",7,long
lottery,real,4.0,high,"['L', 'AA1', 'T', 'ER0', 'IY0']","['L', 'AA', 'T', 'ER', 'IY']",5,short
lottie,real,2.84,low,"['L', 'AA1', 'T', 'IY0']","['L', 'AA', 'T', 'IY']",4,short
lotus,real,3.62,high,"['L', 'OW1', 'T', 'AH0', 'S']","['L', 'OW', 'T', 'AH', 'S']",5,short
lough,real,2.84,low,"['L', 'AW1']","['L', 'AW']",2,short
lout,real,2.13,low,"['L', 'AW1', 'T']","['L', 'AW', 'T']",3,short
louver,real,1.78,low,"['L', 'UW1', 'V', 'ER0']","['L', 'UW', 'V', 'ER']",4,short
louvre,real,3.14,low,"['L', 'UW1', 'V', 'R', 'AH0']","['L', 'UW', 'V', 'R', 'AH']",5,short
lovett,real,2.79,low,"['L', 'AH1', 'V', 'IH0', 'T']","['L', 'AH', 'V', 'IH', 'T']",5,short
lowe,real,3.56,high,"['L', 'OW1']","['L', 'OW']",2,short
low,real,5.33,high,"['L', 'OW1']","['L', 'OW']",2,short
lowell,real,3.44,low,"['L', 'OW1', 'AH0', 'L']","['L', 'OW', 'AH', 'L']",4,short
loy,real,2.63,low,"['L', 'OY1']","['L', 'OY']",2,short
lozenge,real,2.31,low,"['L', 'AO1', 'Z', 'AH0', 'N', 'JH']","['L', 'AO', 'Z', 'AH', 'N', 'JH']",6,short
lucerne,real,2.79,low,"['L', 'UW1', 'S', 'ER0', 'N']","['L', 'UW', 'S', 'ER', 'N']",5,short
lucian,real,3.12,low,"['L', 'UW1', 'SH', 'AH0', 'N']","['L', 'UW', 'SH', 'AH', 'N']",5,short
lucien,real,3.04,low,"['L', 'UW1', 'S', 'IY0', 'AH0', 'N']","['L', 'UW', 'S', 'IY', 'AH', 'N']",6,short
lucius,real,3.18,low,"['L', 'UW1', 'SH', 'AH0', 'S']","['L', 'UW', 'SH', 'AH', 'S']",5,short
lucre,real,2.02,low,"['L', 'UW1', 'K', 'R', 'AH0']","['L', 'UW', 'K', 'R', 'AH']",5,short
lucretia,real,2.48,low,"['L', 'UW0', 'K', 'R', 'IY1', 'SH', 'AH0']","['L', 'UW', 'K', 'R', 'IY', 'SH', 'AH']",7,long
lucretius,real,2.1,low,"['L', 'UW0', 'K', 'R', 'EY1', 'SH', 'AH0', 'S']","['L', 'UW', 'K', 'R', 'EY', 'SH', 'AH', 'S']",8,long
ludd,real,1.59,low,"['L', 'AH1', 'D']","['L', 'AH', 'D']",3,short
ludlow,real,2.98,low,"['L', 'AH1', 'D', 'L', 'OW2']","['L', 'AH', 'D', 'L', 'OW']",5,short
ludo,real,2.49,low,"['L', 'UW1', 'D', 'OW0']","['L', 'UW', 'D', 'OW']",4,short
ludwig,real,3.32,low,"['L', 'AH1', 'D', 'W', 'IH0', 'G']","['L', 'AH', 'D', 'W', 'IH', 'G']",6,short
luftwaffe,real,2.82,low,"['L', 'AH1', 'F', 'T', 'W', 'AH2', 'F']","['L', 'AH', 'F', 'T', 'W', 'AH', 'F']",7,long
luge,real,2.72,low,"['L', 'UW1', 'JH']","['L', 'UW', 'JH']",3,short
lug,real,3.09,low,"['L', 'AH1', 'G']","['L', 'AH', 'G']",3,short
luis,real,3.99,high,"['L', 'UW0', 'IY1', 'S']","['L', 'UW', 'IY', 'S']",4,short
lullaby,real,3.08,low,"['L', 'AH1', 'L', 'AH0', 'B', 'AY2']","['L', 'AH', 'L', 'AH', 'B', 'AY']",6,short
lull,real,3.08,low,"['L', 'AH1', 'L']","['L', 'AH', 'L']",3,short
lulu,real,3.33,low,"['L', 'UW1', 'L', 'UW2']","['L', 'UW', 'L', 'UW']",4,short
lumber,real,3.59,high,"['L', 'AH1', 'M', 'B', 'ER0']","['L', 'AH', 'M', 'B', 'ER']",5,short
lummox,real,1.31,low,"['L', 'AH1', 'M', 'AA0', 'K', 'S']","['L', 'AH', 'M', 'AA', 'K', 'S']",6,short
lump,real,3.71,high,"['L', 'AH1', 'M', 'P']","['L', 'AH', 'M', 'P']",4,short
lunch,real,4.66,high,"['L', 'AH1', 'N', 'CH']","['L', 'AH', 'N', 'CH']",4,short
lund,real,3.18,low,"['L', 'AH1', 'N', 'D']","['L', 'AH', 'N', 'D']",4,short
lundy,real,2.65,low,"['L', 'AH1', 'N', 'D', 'IY0']","['L', 'AH', 'N', 'D', 'IY']",5,short
lunge,real,2.85,low,"['L', 'AH1', 'N', 'JH']","['L', 'AH', 'N', 'JH']",4,short
lupin,real,2.86,low,"['L', 'UW1', 'P', 'AH0', 'N']","['L', 'UW', 'P', 'AH', 'N']",5,short
lurch,real,2.79,low,"['L', 'ER1', 'CH']","['L', 'ER', 'CH']",3,short
lure,real,3.67,high,"['L', 'UH1', 'R']","['L', 'UH', 'R']",3,short
lute,real,2.87,low,"['L', 'UW1', 'T']","['L', 'UW', 'T']",3,short
luzon,real,2.73,low,"['L', 'UW1', 'Z', 'AA0', 'N']","['L', 'UW', 'Z', 'AA', 'N']",5,short
lyceum,real,2.64,low,"['L', 'IH1', 'S', 'AH0', 'M']","['L', 'IH', 'S', 'AH', 'M']",5,short
lychee,real,2.25,low,"['L', 'IH1', 'CH', 'IY0']","['L', 'IH', 'CH', 'IY']",4,short
lydia,real,3.59,high,"['L', 'IH1', 'D', 'IY0', 'AH0']","['L', 'IH', 'D', 'IY', 'AH']",5,short
lynch,real,3.94,high,"['L', 'IH1', 'N', 'CH']","['L', 'IH', 'N', 'CH']",4,short
lynx,real,3.06,low,"['L', 'IH1', 'NG', 'K', 'S']","['L', 'IH', 'NG', 'K', 'S']",5,short
lyon,real,3.8,high,"['L', 'AY1', 'AH0', 'N']","['L', 'AY', 'AH', 'N']",4,short
lyre,real,2.61,low,"['L', 'AY1', 'R']","['L', 'AY', 'R']",3,short
macadam,real,2.29,low,"['M', 'AH0', 'K', 'AE1', 'D', 'AH0', 'M']","['M', 'AH', 'K', 'AE', 'D', 'AH', 'M']",7,long
macaroon,real,2.05,low,"['M', 'AH0', 'K', 'AA1', 'R', 'UW2', 'N']","['M', 'AH', 'K', 'AA', 'R', 'UW', 'N']",7,long
macassar,real,1.56,low,"['M', 'AH0', 'K', 'AE1', 'S', 'ER0']","['M', 'AH', 'K', 'AE', 'S', 'ER']",6,short
macaulay,real,2.93,low,"['M', 'AH0', 'K', 'AO1', 'L', 'IY0']","['M', 'AH', 'K', 'AO', 'L', 'IY']",6,short
macaw,real,2.33,low,"['M', 'AH0', 'K', 'AO1']","['M', 'AH', 'K', 'AO']",4,short
lev,real,3.15,low,"['L', 'EH1', 'V']","['L', 'EH', 'V']",3,short
levee,real,2.79,low,"['L', 'EH1', 'V', 'IY0']","['L', 'EH', 'V', 'IY']",4,short
level,real,5.41,high,"['L', 'EH1', 'V', 'AH0', 'L']","['L', 'EH', 'V', 'AH', 'L']",5,short
lever,real,3.64,high,"['L', 'EH1', 'V', 'ER0']","['L', 'EH', 'V', 'ER']",4,short
leveret,real,1.27,low,"['L', 'EH1', 'V', 'ER0', 'AH0', 'T']","['L', 'EH', 'V', 'ER', 'AH', 'T']",6,short
leviathan,real,3.09,low,"['L', 'AH0', 'V', 'AY1', 'AH0', 'TH', 'AH0', 'N']","['L', 'AH', 'V', 'AY', 'AH', 'TH', 'AH', 'N']",8,long
levin,real,3.41,low,"['L', 'EH1', 'V', 'IH0', 'N']","['L', 'EH', 'V', 'IH', 'N']",5,short
levitate,real,2.52,low,"['L', 'EH1', 'V', 'IH0', 'T', 'EY2', 'T']","['L', 'EH', 'V', 'IH', 'T', 'EY', 'T']",7,long
levity,real,2.6,low,"['L', 'EH1', 'V', 'IH0', 'T', 'IY0']","['L', 'EH', 'V', 'IH', 'T', 'IY']",6,short
levitt,real,2.87,low,"['L', 'EH1', 'V', 'IH0', 'T']","['L', 'EH', 'V', 'IH', 'T']",5,short
levy,real,3.85,high,"['L', 'EH1', 'V', 'IY0']","['L', 'EH', 'V', 'IY']",4,short
lew,real,3.27,low,"['L', 'UW1']","['L', 'UW']",2,short
lewis,real,4.48,high,"['L', 'UW1', 'IH0', 'S']","['L', 'UW', 'IH', 'S']",4,short
liaise,real,2.51,low,"['L', 'AY2', 'AH0', 'S', 'IY1']","['L', 'AY', 'AH', 'S', 'IY']",5,short
lib,real,3.75,high,"['L', 'IH1', 'B']","['L', 'IH', 'B']",3,short
libel,real,3.34,low,"['L', 'AY1', 'B', 'AH0', 'L']","['L', 'AY', 'B', 'AH', 'L']",5,short
liberace,real,2.36,low,"['L', 'IH2', 'B', 'ER0', 'AA1', 'CH', 'IY0']","['L', 'IH', 'B', 'ER', 'AA', 'CH', 'IY']",7,long
libra,real,2.93,low,"['L', 'IY1', 'B', 'R', 'AH0']","['L', 'IY', 'B', 'R', 'AH']",5,short
librettist,real,2.06,low,"['L', 'AH0', 'B', 'R', 'EH1', 'T', 'AH0', 'S', 'T']","['L', 'AH', 'B', 'R', 'EH', 'T', 'AH', 'S', 'T']",9,long
libretto,real,2.65,low,"['L', 'AH0', 'B', 'R', 'EH1', 'T', 'OW0']","['L', 'AH', 'B', 'R', 'EH', 'T', 'OW']",7,long
licence,real,3.97,high,"['L', 'AY1', 'S', 'AH0', 'N', 'S']","['L', 'AY', 'S', 'AH', 'N', 'S']",6,short
licit,real,1.94,low,"['L', 'IH1', 'S', 'AH0', 'T']","['L', 'IH', 'S', 'AH', 'T']",5,short
lick,real,3.77,high,"['L', 'IH1', 'K']","['L', 'IH', 'K']",3,short
lido,real,2.79,low,"['L', 'IY1', 'D', 'OW0']","['L', 'IY', 'D', 'OW']",4,short
lieberman,real,3.04,low,"['L', 'IY1', 'B', 'ER0', 'M', 'AH0', 'N']","['L', 'IY', 'B', 'ER', 'M', 'AH', 'N']",7,long
lieder,real,2.19,low,"['L', 'IY1', 'D', 'ER0']","['L', 'IY', 'D', 'ER']",4,short
lief,real,2.18,low,"['L', 'IY1', 'F']","['L', 'IY', 'F']",3,short
liege,real,2.95,low,"['L', 'IY1', 'JH']","['L', 'IY', 'JH']",3,short
ligament,real,3.34,low,"['L', 'IH1', 'G', 'AH0', 'M', 'AH0', 'N', 'T']","['L', 'IH', 'G', 'AH', 'M', 'AH', 'N', 'T']",8,long
ligand,real,3.05,low,"['L', 'IH1', 'G', 'AH0', 'N', 'D']","['L', 'IH', 'G', 'AH', 'N', 'D']",6,short
ligate,real,1.36,low,"['L', 'AY1', 'G', 'EY2', 'T']","['L', 'AY', 'G', 'EY', 'T']",5,short
